2025-11-21T00:20:25.617136 | celebrity_interviews_341 | chunk 0 | prompt_tokens=16468, candidates_tokens=353, total_tokens=16821
2025-11-21T01:11:43.138176 | celebrity_interviews_201 | chunk 1 | prompt_tokens=9701, candidates_tokens=245, total_tokens=9946
2025-11-21T01:11:54.889669 | celebrity_interviews_201 | chunk 2 | prompt_tokens=9135, candidates_tokens=291, total_tokens=9426
2025-11-21T01:12:18.696772 | celebrity_interviews_201 | chunk 3 | prompt_tokens=16468, candidates_tokens=278, total_tokens=16746
2025-11-21T01:12:33.644981 | celebrity_interviews_201 | chunk 4 | prompt_tokens=6638, candidates_tokens=277, total_tokens=6915
2025-11-21T01:12:46.804652 | celebrity_interviews_201 | chunk 5 | prompt_tokens=7645, candidates_tokens=249, total_tokens=7894
2025-11-21T01:13:09.771424 | celebrity_interviews_201 | chunk 6 | prompt_tokens=13896, candidates_tokens=214, total_tokens=14110
2025-11-21T01:13:25.395707 | celebrity_interviews_201 | chunk 7 | prompt_tokens=9418, candidates_tokens=260, total_tokens=9678
2025-11-21T01:13:34.095145 | celebrity_interviews_201 | chunk 8 | prompt_tokens=8261, candidates_tokens=175, total_tokens=8436
2025-11-21T01:13:50.308132 | celebrity_interviews_201 | chunk 9 | prompt_tokens=11682, candidates_tokens=200, total_tokens=11882
2025-11-21T01:14:22.886088 | celebrity_interviews_201 | chunk 10 | prompt_tokens=19248, candidates_tokens=213, total_tokens=19461
2025-11-21T01:14:33.419855 | celebrity_interviews_256 | chunk 0 | prompt_tokens=2809, candidates_tokens=236, total_tokens=3045
2025-11-21T01:14:39.615322 | celebrity_interviews_256 | chunk 1 | prompt_tokens=4482, candidates_tokens=280, total_tokens=4762
2025-11-21T01:14:49.196308 | celebrity_interviews_256 | chunk 2 | prompt_tokens=6305, candidates_tokens=304, total_tokens=6609
2025-11-21T01:14:59.769271 | celebrity_interviews_256 | chunk 3 | prompt_tokens=7054, candidates_tokens=216, total_tokens=7270
2025-11-21T01:15:11.706575 | celebrity_interviews_256 | chunk 4 | prompt_tokens=8211, candidates_tokens=238, total_tokens=8449
2025-11-21T01:15:21.218967 | celebrity_interviews_256 | chunk 5 | prompt_tokens=5173, candidates_tokens=142, total_tokens=5315
2025-11-21T01:15:38.215321 | celebrity_interviews_256 | chunk 6 | prompt_tokens=15619, candidates_tokens=383, total_tokens=16002
2025-11-21T01:15:45.095333 | celebrity_interviews_256 | chunk 7 | prompt_tokens=6305, candidates_tokens=243, total_tokens=6548
2025-11-21T01:16:06.572931 | celebrity_interviews_256 | chunk 8 | prompt_tokens=20097, candidates_tokens=289, total_tokens=20386
2025-11-21T01:16:14.486723 | celebrity_interviews_256 | chunk 9 | prompt_tokens=8211, candidates_tokens=203, total_tokens=8414
2025-11-21T01:16:41.050626 | celebrity_interviews_256 | chunk 10 | prompt_tokens=20971, candidates_tokens=337, total_tokens=21308
2025-11-21T01:16:47.862172 | celebrity_interviews_256 | chunk 11 | prompt_tokens=1985, candidates_tokens=173, total_tokens=2158
2025-11-21T01:17:10.337109 | celebrity_interviews_309 | chunk 0 | prompt_tokens=13122, candidates_tokens=227, total_tokens=13349
2025-11-21T01:17:21.572911 | celebrity_interviews_309 | chunk 1 | prompt_tokens=10217, candidates_tokens=218, total_tokens=10435
2025-11-21T01:17:39.118111 | celebrity_interviews_309 | chunk 2 | prompt_tokens=7953, candidates_tokens=231, total_tokens=8184
2025-11-21T01:17:55.741837 | celebrity_interviews_309 | chunk 3 | prompt_tokens=5048, candidates_tokens=202, total_tokens=5250
2025-11-21T01:18:07.378489 | celebrity_interviews_309 | chunk 4 | prompt_tokens=9909, candidates_tokens=250, total_tokens=10159
2025-11-21T01:18:19.807067 | celebrity_interviews_309 | chunk 5 | prompt_tokens=5764, candidates_tokens=218, total_tokens=5982
2025-11-21T01:18:36.367712 | celebrity_interviews_309 | chunk 6 | prompt_tokens=5614, candidates_tokens=198, total_tokens=5812
2025-11-21T01:18:48.741778 | celebrity_interviews_309 | chunk 7 | prompt_tokens=14537, candidates_tokens=237, total_tokens=14774
2025-11-21T01:18:56.451789 | celebrity_interviews_309 | chunk 8 | prompt_tokens=3450, candidates_tokens=173, total_tokens=3623
2025-11-21T01:19:10.014465 | celebrity_interviews_309 | chunk 9 | prompt_tokens=12273, candidates_tokens=237, total_tokens=12510
2025-11-21T01:19:19.606226 | celebrity_interviews_309 | chunk 10 | prompt_tokens=9443, candidates_tokens=203, total_tokens=9646
2025-11-21T01:19:40.713535 | celebrity_interviews_309 | chunk 11 | prompt_tokens=16468, candidates_tokens=209, total_tokens=16677
2025-11-21T01:20:02.225512 | celebrity_interviews_309 | chunk 12 | prompt_tokens=15311, candidates_tokens=327, total_tokens=15638
2025-11-21T01:20:15.009311 | celebrity_interviews_309 | chunk 13 | prompt_tokens=10525, candidates_tokens=247, total_tokens=10772
2025-11-21T01:20:29.170121 | celebrity_interviews_309 | chunk 14 | prompt_tokens=11915, candidates_tokens=200, total_tokens=12115
2025-11-21T01:20:40.875298 | celebrity_interviews_309 | chunk 15 | prompt_tokens=6330, candidates_tokens=215, total_tokens=6545
2025-11-21T01:20:48.149312 | celebrity_interviews_309 | chunk 16 | prompt_tokens=4041, candidates_tokens=165, total_tokens=4206
2025-11-21T01:20:57.107251 | celebrity_interviews_309 | chunk 17 | prompt_tokens=3758, candidates_tokens=210, total_tokens=3968
2025-11-21T01:21:08.699973 | celebrity_interviews_30 | chunk 0 | prompt_tokens=8594, candidates_tokens=267, total_tokens=8861
2025-11-21T01:21:19.931946 | celebrity_interviews_30 | chunk 1 | prompt_tokens=7953, candidates_tokens=222, total_tokens=8175
2025-11-21T01:21:37.360825 | celebrity_interviews_30 | chunk 2 | prompt_tokens=11915, candidates_tokens=244, total_tokens=12159
2025-11-21T01:21:45.876782 | celebrity_interviews_30 | chunk 3 | prompt_tokens=3092, candidates_tokens=174, total_tokens=3266
2025-11-21T01:21:56.225488 | celebrity_interviews_30 | chunk 4 | prompt_tokens=6230, candidates_tokens=265, total_tokens=6495
2025-11-21T01:22:09.781998 | celebrity_interviews_30 | chunk 5 | prompt_tokens=11066, candidates_tokens=179, total_tokens=11245
2025-11-21T01:22:32.776472 | celebrity_interviews_30 | chunk 6 | prompt_tokens=12273, candidates_tokens=287, total_tokens=12560
2025-11-21T01:22:48.604217 | celebrity_interviews_30 | chunk 7 | prompt_tokens=10242, candidates_tokens=262, total_tokens=10504
2025-11-21T01:23:08.679334 | celebrity_interviews_30 | chunk 8 | prompt_tokens=10858, candidates_tokens=267, total_tokens=11125
2025-11-21T01:23:20.733506 | celebrity_interviews_30 | chunk 9 | prompt_tokens=6871, candidates_tokens=213, total_tokens=7084
2025-11-21T01:23:49.528944 | celebrity_interviews_30 | chunk 10 | prompt_tokens=15078, candidates_tokens=342, total_tokens=15420
2025-11-21T01:23:58.565997 | celebrity_interviews_30 | chunk 11 | prompt_tokens=6538, candidates_tokens=270, total_tokens=6808
2025-11-21T01:24:27.396854 | celebrity_interviews_30 | chunk 12 | prompt_tokens=19864, candidates_tokens=384, total_tokens=20248
2025-11-21T01:24:38.894113 | celebrity_interviews_185 | chunk 0 | prompt_tokens=16343, candidates_tokens=273, total_tokens=16616
2025-11-21T01:24:51.850353 | celebrity_interviews_185 | chunk 1 | prompt_tokens=3117, candidates_tokens=131, total_tokens=3248
2025-11-21T01:24:58.156804 | celebrity_interviews_185 | chunk 2 | prompt_tokens=3733, candidates_tokens=180, total_tokens=3913
2025-11-21T01:25:06.157738 | celebrity_interviews_185 | chunk 3 | prompt_tokens=12764, candidates_tokens=206, total_tokens=12970
2025-11-21T01:26:09.047424 | celebrity_interviews_185 | chunk 4 | prompt_tokens=12764, candidates_tokens=203, total_tokens=12967
2025-11-21T01:26:18.711385 | celebrity_interviews_185 | chunk 5 | prompt_tokens=8028, candidates_tokens=172, total_tokens=8200
2025-11-21T01:26:32.135359 | celebrity_interviews_185 | chunk 6 | prompt_tokens=13871, candidates_tokens=206, total_tokens=14077
2025-11-21T01:26:45.263407 | celebrity_interviews_185 | chunk 7 | prompt_tokens=18449, candidates_tokens=222, total_tokens=18671
2025-11-21T01:26:56.537831 | celebrity_interviews_185 | chunk 8 | prompt_tokens=12764, candidates_tokens=159, total_tokens=12923
2025-11-21T01:27:04.050054 | celebrity_interviews_185 | chunk 9 | prompt_tokens=6255, candidates_tokens=158, total_tokens=6413
2025-11-21T01:27:16.501362 | celebrity_interviews_185 | chunk 10 | prompt_tokens=20172, candidates_tokens=212, total_tokens=20384
2025-11-21T01:27:25.949886 | celebrity_interviews_185 | chunk 11 | prompt_tokens=7387, candidates_tokens=185, total_tokens=7572
2025-11-21T01:27:34.222285 | celebrity_interviews_185 | chunk 12 | prompt_tokens=10167, candidates_tokens=154, total_tokens=10321
2025-11-21T01:28:01.756842 | celebrity_interviews_211 | chunk 0 | prompt_tokens=20072, candidates_tokens=439, total_tokens=20511
2025-11-21T01:28:12.243830 | celebrity_interviews_211 | chunk 1 | prompt_tokens=10192, candidates_tokens=373, total_tokens=10565
2025-11-21T01:28:24.599936 | celebrity_interviews_211 | chunk 2 | prompt_tokens=12789, candidates_tokens=190, total_tokens=12979
2025-11-21T01:28:36.595990 | celebrity_interviews_211 | chunk 3 | prompt_tokens=17009, candidates_tokens=433, total_tokens=17442
2025-11-21T01:28:47.723546 | celebrity_interviews_211 | chunk 4 | prompt_tokens=17009, candidates_tokens=422, total_tokens=17431
2025-11-21T01:28:57.399942 | celebrity_interviews_211 | chunk 5 | prompt_tokens=11915, candidates_tokens=402, total_tokens=12317
2025-11-21T01:29:06.566825 | celebrity_interviews_211 | chunk 6 | prompt_tokens=10292, candidates_tokens=444, total_tokens=10736
2025-11-21T01:29:24.241653 | celebrity_interviews_211 | chunk 7 | prompt_tokens=20738, candidates_tokens=236, total_tokens=20974
2025-11-21T01:29:31.049462 | celebrity_interviews_283 | chunk 0 | prompt_tokens=7079, candidates_tokens=216, total_tokens=7295
2025-11-21T01:29:39.849455 | celebrity_interviews_283 | chunk 1 | prompt_tokens=9626, candidates_tokens=241, total_tokens=9867
2025-11-21T01:29:52.052749 | celebrity_interviews_283 | chunk 2 | prompt_tokens=5639, candidates_tokens=183, total_tokens=5822
2025-11-21T01:30:00.025209 | celebrity_interviews_283 | chunk 3 | prompt_tokens=12148, candidates_tokens=201, total_tokens=12349
2025-11-21T01:30:11.989306 | celebrity_interviews_283 | chunk 4 | prompt_tokens=12248, candidates_tokens=231, total_tokens=12479
2025-11-21T01:30:19.398546 | celebrity_interviews_283 | chunk 5 | prompt_tokens=7129, candidates_tokens=194, total_tokens=7323
2025-11-21T01:30:27.964536 | celebrity_interviews_283 | chunk 6 | prompt_tokens=9343, candidates_tokens=190, total_tokens=9533
2025-11-21T01:30:37.842663 | celebrity_interviews_283 | chunk 7 | prompt_tokens=15644, candidates_tokens=226, total_tokens=15870
2025-11-21T01:30:45.204757 | celebrity_interviews_283 | chunk 8 | prompt_tokens=7695, candidates_tokens=160, total_tokens=7855
2025-11-21T01:30:50.874698 | celebrity_interviews_283 | chunk 9 | prompt_tokens=3142, candidates_tokens=161, total_tokens=3303
2025-11-21T01:31:02.420907 | celebrity_interviews_283 | chunk 10 | prompt_tokens=22386, candidates_tokens=168, total_tokens=22554
2025-11-21T01:31:10.968228 | celebrity_interviews_283 | chunk 11 | prompt_tokens=15078, candidates_tokens=248, total_tokens=15326
2025-11-21T01:31:17.643953 | celebrity_interviews_283 | chunk 12 | prompt_tokens=4890, candidates_tokens=215, total_tokens=5105
2025-11-21T01:31:24.837679 | celebrity_interviews_283 | chunk 13 | prompt_tokens=5997, candidates_tokens=149, total_tokens=6146
2025-11-21T01:31:38.771653 | celebrity_interviews_283 | chunk 14 | prompt_tokens=8802, candidates_tokens=167, total_tokens=8969
2025-11-21T01:31:47.346903 | celebrity_interviews_283 | chunk 15 | prompt_tokens=5689, candidates_tokens=214, total_tokens=5903
2025-11-21T01:31:56.149650 | celebrity_interviews_283 | chunk 16 | prompt_tokens=10500, candidates_tokens=204, total_tokens=10704
2025-11-21T01:32:08.520729 | celebrity_interviews_52 | chunk 0 | prompt_tokens=13846, candidates_tokens=201, total_tokens=14047
2025-11-21T01:32:24.160944 | celebrity_interviews_52 | chunk 1 | prompt_tokens=19864, candidates_tokens=281, total_tokens=20145
2025-11-21T01:32:33.111861 | celebrity_interviews_52 | chunk 2 | prompt_tokens=9626, candidates_tokens=218, total_tokens=9844
2025-11-21T01:32:49.019343 | celebrity_interviews_52 | chunk 3 | prompt_tokens=17933, candidates_tokens=374, total_tokens=18307
2025-11-21T01:32:58.306766 | celebrity_interviews_52 | chunk 4 | prompt_tokens=12198, candidates_tokens=272, total_tokens=12470
2025-11-21T01:33:12.872843 | celebrity_interviews_52 | chunk 5 | prompt_tokens=9626, candidates_tokens=244, total_tokens=9870
2025-11-21T01:33:25.699279 | celebrity_interviews_52 | chunk 6 | prompt_tokens=9984, candidates_tokens=225, total_tokens=10209
2025-11-21T01:33:40.113199 | celebrity_interviews_52 | chunk 7 | prompt_tokens=22461, candidates_tokens=264, total_tokens=22725
2025-11-21T01:33:53.120487 | celebrity_interviews_52 | chunk 8 | prompt_tokens=19298, candidates_tokens=342, total_tokens=19640
2025-11-21T01:34:00.517433 | celebrity_interviews_52 | chunk 9 | prompt_tokens=2859, candidates_tokens=168, total_tokens=3027
2025-11-21T01:34:10.083226 | celebrity_interviews_52 | chunk 10 | prompt_tokens=7745, candidates_tokens=265, total_tokens=8010
2025-11-21T01:34:18.512801 | celebrity_interviews_52 | chunk 11 | prompt_tokens=5406, candidates_tokens=323, total_tokens=5729
2025-11-21T01:34:30.144301 | celebrity_interviews_52 | chunk 12 | prompt_tokens=17342, candidates_tokens=163, total_tokens=17505
2025-11-21T01:34:40.473640 | celebrity_interviews_5 | chunk 0 | prompt_tokens=9601, candidates_tokens=292, total_tokens=9893
2025-11-21T01:34:47.395784 | celebrity_interviews_5 | chunk 1 | prompt_tokens=5997, candidates_tokens=206, total_tokens=6203
2025-11-21T01:34:53.755974 | celebrity_interviews_5 | chunk 2 | prompt_tokens=7179, candidates_tokens=216, total_tokens=7395
2025-11-21T01:35:01.659371 | celebrity_interviews_5 | chunk 3 | prompt_tokens=9701, candidates_tokens=290, total_tokens=9991
2025-11-21T01:35:10.777898 | celebrity_interviews_5 | chunk 4 | prompt_tokens=8619, candidates_tokens=215, total_tokens=8834
2025-11-21T01:35:19.773928 | celebrity_interviews_5 | chunk 5 | prompt_tokens=16160, candidates_tokens=350, total_tokens=16510
2025-11-21T01:35:26.697475 | celebrity_interviews_5 | chunk 6 | prompt_tokens=4915, candidates_tokens=217, total_tokens=5132
2025-11-21T01:35:34.365685 | celebrity_interviews_5 | chunk 7 | prompt_tokens=6513, candidates_tokens=221, total_tokens=6734
2025-11-21T01:35:42.118349 | celebrity_interviews_5 | chunk 8 | prompt_tokens=9185, candidates_tokens=239, total_tokens=9424
2025-11-21T01:35:47.851667 | celebrity_interviews_5 | chunk 9 | prompt_tokens=4066, candidates_tokens=214, total_tokens=4280
2025-11-21T01:35:56.234313 | celebrity_interviews_5 | chunk 10 | prompt_tokens=3758, candidates_tokens=213, total_tokens=3971
2025-11-21T01:36:04.144818 | celebrity_interviews_5 | chunk 11 | prompt_tokens=6563, candidates_tokens=239, total_tokens=6802
2025-11-21T01:36:13.393117 | celebrity_interviews_5 | chunk 12 | prompt_tokens=12764, candidates_tokens=226, total_tokens=12990
2025-11-21T01:36:22.669468 | celebrity_interviews_5 | chunk 13 | prompt_tokens=12506, candidates_tokens=282, total_tokens=12788
2025-11-21T09:10:05.833020 | celebrity_interviews_305 | chunk 0 | prompt_tokens=2551, candidates_tokens=158, total_tokens=2709
2025-11-21T09:10:13.462806 | celebrity_interviews_305 | chunk 1 | prompt_tokens=5123, candidates_tokens=196, total_tokens=5319
2025-11-21T09:10:21.514196 | celebrity_interviews_305 | chunk 2 | prompt_tokens=6538, candidates_tokens=197, total_tokens=6735
2025-11-21T09:10:30.218866 | celebrity_interviews_305 | chunk 3 | prompt_tokens=15103, candidates_tokens=224, total_tokens=15327
2025-11-21T09:10:37.960363 | celebrity_interviews_305 | chunk 4 | prompt_tokens=7104, candidates_tokens=243, total_tokens=7347
2025-11-21T09:10:46.598935 | celebrity_interviews_305 | chunk 5 | prompt_tokens=12556, candidates_tokens=257, total_tokens=12813
2025-11-21T09:10:54.209902 | celebrity_interviews_305 | chunk 6 | prompt_tokens=13588, candidates_tokens=200, total_tokens=13788
2025-11-21T09:11:01.410047 | celebrity_interviews_305 | chunk 7 | prompt_tokens=1677, candidates_tokens=173, total_tokens=1850
2025-11-21T09:11:14.146005 | celebrity_interviews_305 | chunk 8 | prompt_tokens=17034, candidates_tokens=287, total_tokens=17321
2025-11-21T09:11:24.687626 | celebrity_interviews_305 | chunk 9 | prompt_tokens=10858, candidates_tokens=224, total_tokens=11082
2025-11-21T09:11:40.873606 | celebrity_interviews_305 | chunk 10 | prompt_tokens=21229, candidates_tokens=272, total_tokens=21501
2025-11-21T09:11:50.531048 | celebrity_interviews_305 | chunk 11 | prompt_tokens=6513, candidates_tokens=240, total_tokens=6753
2025-11-21T09:11:59.895019 | celebrity_interviews_305 | chunk 12 | prompt_tokens=6821, candidates_tokens=220, total_tokens=7041
