2025-11-20T18:34:25.762216 | sports_talk_shows_178 | chunk 0 | prompt_tokens=7104, candidates_tokens=237, total_tokens=7341
2025-11-20T19:19:19.722413 | sports_talk_shows_37 | chunk 9 | prompt_tokens=16518, candidates_tokens=187, total_tokens=16705
2025-11-20T19:20:32.519985 | sports_talk_shows_37 | chunk 10 | prompt_tokens=10600, candidates_tokens=249, total_tokens=10849
2025-11-20T19:20:56.424440 | sports_talk_shows_354 | chunk 0 | prompt_tokens=13405, candidates_tokens=233, total_tokens=13638
2025-11-20T19:21:12.041161 | sports_talk_shows_354 | chunk 1 | prompt_tokens=7154, candidates_tokens=213, total_tokens=7367
2025-11-20T19:21:47.263987 | sports_talk_shows_354 | chunk 2 | prompt_tokens=24159, candidates_tokens=236, total_tokens=24395
2025-11-20T19:21:57.779941 | sports_talk_shows_354 | chunk 3 | prompt_tokens=3966, candidates_tokens=171, total_tokens=4137
2025-11-20T19:22:18.934267 | sports_talk_shows_354 | chunk 4 | prompt_tokens=12556, candidates_tokens=199, total_tokens=12755
2025-11-20T19:22:33.690859 | sports_talk_shows_354 | chunk 5 | prompt_tokens=7745, candidates_tokens=169, total_tokens=7914
2025-11-20T19:22:56.074721 | sports_talk_shows_354 | chunk 6 | prompt_tokens=16443, candidates_tokens=210, total_tokens=16653
2025-11-20T19:23:21.812610 | sports_talk_shows_354 | chunk 7 | prompt_tokens=18216, candidates_tokens=265, total_tokens=18481
2025-11-20T19:23:49.487751 | sports_talk_shows_354 | chunk 8 | prompt_tokens=17625, candidates_tokens=302, total_tokens=17927
2025-11-20T19:23:59.506975 | sports_talk_shows_354 | chunk 9 | prompt_tokens=6588, candidates_tokens=264, total_tokens=6852
2025-11-20T19:24:22.104218 | sports_talk_shows_354 | chunk 10 | prompt_tokens=13380, candidates_tokens=188, total_tokens=13568
2025-11-20T19:24:31.004976 | sports_talk_shows_354 | chunk 11 | prompt_tokens=1211, candidates_tokens=151, total_tokens=1362
2025-11-20T19:24:49.955562 | sports_talk_shows_354 | chunk 12 | prompt_tokens=15386, candidates_tokens=213, total_tokens=15599
2025-11-20T19:25:02.872266 | sports_talk_shows_354 | chunk 13 | prompt_tokens=8311, candidates_tokens=212, total_tokens=8523
2025-11-20T19:25:17.424456 | sports_talk_shows_356 | chunk 0 | prompt_tokens=6613, candidates_tokens=228, total_tokens=6841
2025-11-20T19:25:30.351189 | sports_talk_shows_356 | chunk 1 | prompt_tokens=11682, candidates_tokens=166, total_tokens=11848
2025-11-20T19:25:44.473960 | sports_talk_shows_356 | chunk 2 | prompt_tokens=8336, candidates_tokens=232, total_tokens=8568
2025-11-20T19:26:03.538110 | sports_talk_shows_356 | chunk 3 | prompt_tokens=13663, candidates_tokens=212, total_tokens=13875
2025-11-20T19:26:11.617776 | sports_talk_shows_356 | chunk 4 | prompt_tokens=645, candidates_tokens=166, total_tokens=811
2025-11-20T19:26:32.330058 | sports_talk_shows_356 | chunk 5 | prompt_tokens=17550, candidates_tokens=262, total_tokens=17812
2025-11-20T19:26:45.126599 | sports_talk_shows_356 | chunk 6 | prompt_tokens=6538, candidates_tokens=258, total_tokens=6796
2025-11-20T19:27:04.321055 | sports_talk_shows_356 | chunk 7 | prompt_tokens=20147, candidates_tokens=254, total_tokens=20401
2025-11-20T19:27:15.714808 | sports_talk_shows_356 | chunk 8 | prompt_tokens=7745, candidates_tokens=223, total_tokens=7968
2025-11-20T19:27:40.917100 | sports_talk_shows_356 | chunk 9 | prompt_tokens=21870, candidates_tokens=248, total_tokens=22118
2025-11-20T19:27:50.887671 | sports_talk_shows_356 | chunk 10 | prompt_tokens=6896, candidates_tokens=232, total_tokens=7128
2025-11-20T19:28:06.232782 | sports_talk_shows_356 | chunk 11 | prompt_tokens=9110, candidates_tokens=238, total_tokens=9348
2025-11-20T19:28:28.142901 | sports_talk_shows_356 | chunk 12 | prompt_tokens=13147, candidates_tokens=208, total_tokens=13355
2025-11-20T19:28:38.403073 | sports_talk_shows_202 | chunk 0 | prompt_tokens=3375, candidates_tokens=151, total_tokens=3526
2025-11-20T19:29:02.228373 | sports_talk_shows_202 | chunk 1 | prompt_tokens=15594, candidates_tokens=214, total_tokens=15808
2025-11-20T19:29:44.131795 | sports_talk_shows_202 | chunk 2 | prompt_tokens=24725, candidates_tokens=162, total_tokens=24887
2025-11-20T19:29:58.704062 | sports_talk_shows_202 | chunk 3 | prompt_tokens=6513, candidates_tokens=152, total_tokens=6665
2025-11-20T19:30:12.248379 | sports_talk_shows_202 | chunk 4 | prompt_tokens=7129, candidates_tokens=153, total_tokens=7282
2025-11-20T19:30:46.671458 | sports_talk_shows_202 | chunk 5 | prompt_tokens=17650, candidates_tokens=181, total_tokens=17831
2025-11-20T19:30:58.715995 | sports_talk_shows_202 | chunk 6 | prompt_tokens=4532, candidates_tokens=148, total_tokens=4680
2025-11-20T19:31:08.790107 | sports_talk_shows_202 | chunk 7 | prompt_tokens=3117, candidates_tokens=113, total_tokens=3230
2025-11-20T19:31:32.255473 | sports_talk_shows_202 | chunk 8 | prompt_tokens=16135, candidates_tokens=135, total_tokens=16270
2025-11-20T19:32:02.998366 | sports_talk_shows_202 | chunk 9 | prompt_tokens=23468, candidates_tokens=164, total_tokens=23632
2025-11-20T19:32:18.996200 | sports_talk_shows_202 | chunk 10 | prompt_tokens=11607, candidates_tokens=253, total_tokens=11860
2025-11-20T19:32:45.883894 | sports_talk_shows_327 | chunk 0 | prompt_tokens=9135, candidates_tokens=385, total_tokens=9520
2025-11-20T19:33:05.588647 | sports_talk_shows_327 | chunk 1 | prompt_tokens=15361, candidates_tokens=297, total_tokens=15658
2025-11-20T19:33:29.181562 | sports_talk_shows_327 | chunk 2 | prompt_tokens=17933, candidates_tokens=257, total_tokens=18190
2025-11-20T19:33:44.111335 | sports_talk_shows_327 | chunk 3 | prompt_tokens=13971, candidates_tokens=248, total_tokens=14219
2025-11-20T19:33:58.927421 | sports_talk_shows_327 | chunk 4 | prompt_tokens=9726, candidates_tokens=176, total_tokens=9902
2025-11-20T19:34:17.872623 | sports_talk_shows_327 | chunk 5 | prompt_tokens=14512, candidates_tokens=297, total_tokens=14809
2025-11-20T19:34:29.772965 | sports_talk_shows_327 | chunk 6 | prompt_tokens=9160, candidates_tokens=193, total_tokens=9353
2025-11-20T19:34:59.476479 | sports_talk_shows_327 | chunk 7 | prompt_tokens=22461, candidates_tokens=235, total_tokens=22696
2025-11-20T19:38:40.570534 | sports_talk_shows_327 | chunk 8 | prompt_tokens=4324, candidates_tokens=196, total_tokens=4520
2025-11-20T19:39:00.794954 | sports_talk_shows_327 | chunk 9 | prompt_tokens=11141, candidates_tokens=307, total_tokens=11448
2025-11-20T19:39:20.884498 | sports_talk_shows_327 | chunk 10 | prompt_tokens=10858, candidates_tokens=189, total_tokens=11047
2025-11-20T19:39:42.349000 | sports_talk_shows_327 | chunk 11 | prompt_tokens=13638, candidates_tokens=213, total_tokens=13851
2025-11-20T19:39:59.459119 | sports_talk_shows_327 | chunk 12 | prompt_tokens=8852, candidates_tokens=244, total_tokens=9096
2025-11-20T19:40:22.222997 | sports_talk_shows_327 | chunk 13 | prompt_tokens=13097, candidates_tokens=293, total_tokens=13390
2025-11-20T19:40:39.652825 | sports_talk_shows_290 | chunk 0 | prompt_tokens=8494, candidates_tokens=317, total_tokens=8811
2025-11-20T19:40:53.445597 | sports_talk_shows_290 | chunk 1 | prompt_tokens=4607, candidates_tokens=253, total_tokens=4860
2025-11-20T19:41:04.402723 | sports_talk_shows_290 | chunk 2 | prompt_tokens=3658, candidates_tokens=228, total_tokens=3886
2025-11-20T19:41:19.523170 | sports_talk_shows_290 | chunk 3 | prompt_tokens=9368, candidates_tokens=294, total_tokens=9662
2025-11-20T19:41:32.481044 | sports_talk_shows_290 | chunk 4 | prompt_tokens=8494, candidates_tokens=210, total_tokens=8704
2025-11-20T19:41:43.598038 | sports_talk_shows_290 | chunk 5 | prompt_tokens=4041, candidates_tokens=193, total_tokens=4234
2025-11-20T19:42:07.198020 | sports_talk_shows_290 | chunk 6 | prompt_tokens=18757, candidates_tokens=244, total_tokens=19001
2025-11-20T19:42:22.466172 | sports_talk_shows_290 | chunk 7 | prompt_tokens=15028, candidates_tokens=248, total_tokens=15276
2025-11-20T19:42:36.393448 | sports_talk_shows_290 | chunk 8 | prompt_tokens=6613, candidates_tokens=276, total_tokens=6889
2025-11-20T19:42:52.991745 | sports_talk_shows_290 | chunk 9 | prompt_tokens=14437, candidates_tokens=219, total_tokens=14656
2025-11-20T19:43:09.629931 | sports_talk_shows_290 | chunk 10 | prompt_tokens=14770, candidates_tokens=237, total_tokens=15007
2025-11-20T19:43:29.852126 | sports_talk_shows_290 | chunk 11 | prompt_tokens=9418, candidates_tokens=306, total_tokens=9724
2025-11-20T19:43:44.930233 | sports_talk_shows_290 | chunk 12 | prompt_tokens=11041, candidates_tokens=208, total_tokens=11249
2025-11-20T19:43:51.397248 | sports_talk_shows_290 | chunk 13 | prompt_tokens=2859, candidates_tokens=152, total_tokens=3011
2025-11-20T19:44:07.196761 | sports_talk_shows_290 | chunk 14 | prompt_tokens=10833, candidates_tokens=264, total_tokens=11097
2025-11-20T19:44:14.023532 | sports_talk_shows_290 | chunk 15 | prompt_tokens=1419, candidates_tokens=224, total_tokens=1643
2025-11-20T19:44:35.633199 | sports_talk_shows_290 | chunk 16 | prompt_tokens=16518, candidates_tokens=285, total_tokens=16803
2025-11-20T19:45:10.304227 | sports_talk_shows_366 | chunk 0 | prompt_tokens=23776, candidates_tokens=277, total_tokens=24053
2025-11-20T19:45:27.341833 | sports_talk_shows_366 | chunk 1 | prompt_tokens=10858, candidates_tokens=311, total_tokens=11169
2025-11-20T19:45:36.732027 | sports_talk_shows_366 | chunk 2 | prompt_tokens=3733, candidates_tokens=190, total_tokens=3923
2025-11-20T19:45:47.574205 | sports_talk_shows_366 | chunk 3 | prompt_tokens=5714, candidates_tokens=291, total_tokens=6005
2025-11-20T19:46:08.929517 | sports_talk_shows_366 | chunk 4 | prompt_tokens=16135, candidates_tokens=290, total_tokens=16425
2025-11-20T19:46:26.450395 | sports_talk_shows_366 | chunk 5 | prompt_tokens=6846, candidates_tokens=337, total_tokens=7183
2025-11-20T19:46:35.742761 | sports_talk_shows_366 | chunk 6 | prompt_tokens=4324, candidates_tokens=210, total_tokens=4534
2025-11-20T19:46:49.300782 | sports_talk_shows_366 | chunk 7 | prompt_tokens=5664, candidates_tokens=289, total_tokens=5953
2025-11-20T19:47:03.808978 | sports_talk_shows_366 | chunk 8 | prompt_tokens=14129, candidates_tokens=275, total_tokens=14404
2025-11-20T19:47:17.766473 | sports_talk_shows_366 | chunk 9 | prompt_tokens=8877, candidates_tokens=336, total_tokens=9213
2025-11-20T19:47:27.012515 | sports_talk_shows_366 | chunk 10 | prompt_tokens=5123, candidates_tokens=250, total_tokens=5373
2025-11-20T19:47:47.354277 | sports_talk_shows_366 | chunk 11 | prompt_tokens=6305, candidates_tokens=236, total_tokens=6541
2025-11-20T19:48:09.990509 | sports_talk_shows_366 | chunk 12 | prompt_tokens=10242, candidates_tokens=401, total_tokens=10643
2025-11-20T19:48:22.426809 | sports_talk_shows_366 | chunk 13 | prompt_tokens=5406, candidates_tokens=204, total_tokens=5610
2025-11-20T19:48:47.807468 | sports_talk_shows_317 | chunk 0 | prompt_tokens=15003, candidates_tokens=271, total_tokens=15274
2025-11-20T19:49:01.208807 | sports_talk_shows_317 | chunk 1 | prompt_tokens=6871, candidates_tokens=240, total_tokens=7111
2025-11-20T19:49:18.839097 | sports_talk_shows_317 | chunk 2 | prompt_tokens=7154, candidates_tokens=196, total_tokens=7350
2025-11-20T19:49:31.592480 | sports_talk_shows_317 | chunk 3 | prompt_tokens=4815, candidates_tokens=116, total_tokens=4931
2025-11-20T19:49:56.895411 | sports_talk_shows_317 | chunk 4 | prompt_tokens=22411, candidates_tokens=187, total_tokens=22598
2025-11-20T19:50:17.767616 | sports_talk_shows_317 | chunk 5 | prompt_tokens=10317, candidates_tokens=237, total_tokens=10554
2025-11-20T19:50:32.424666 | sports_talk_shows_317 | chunk 6 | prompt_tokens=7387, candidates_tokens=221, total_tokens=7608
2025-11-20T19:51:00.141372 | sports_talk_shows_317 | chunk 7 | prompt_tokens=15877, candidates_tokens=284, total_tokens=16161
2025-11-20T19:51:27.020744 | sports_talk_shows_317 | chunk 8 | prompt_tokens=17600, candidates_tokens=342, total_tokens=17942
2025-11-20T19:51:36.111678 | sports_talk_shows_317 | chunk 9 | prompt_tokens=3192, candidates_tokens=198, total_tokens=3390
2025-11-20T19:51:44.741985 | sports_talk_shows_317 | chunk 10 | prompt_tokens=3142, candidates_tokens=248, total_tokens=3390
2025-11-20T19:52:04.552001 | sports_talk_shows_317 | chunk 11 | prompt_tokens=12198, candidates_tokens=178, total_tokens=12376
2025-11-20T19:52:27.057669 | sports_talk_shows_317 | chunk 12 | prompt_tokens=9110, candidates_tokens=248, total_tokens=9358
2025-11-20T19:52:58.105482 | sports_talk_shows_317 | chunk 13 | prompt_tokens=13921, candidates_tokens=212, total_tokens=14133
2025-11-20T19:53:11.442270 | sports_talk_shows_317 | chunk 14 | prompt_tokens=5173, candidates_tokens=145, total_tokens=5318
2025-11-20T19:53:24.010153 | sports_talk_shows_317 | chunk 15 | prompt_tokens=9651, candidates_tokens=161, total_tokens=9812
2025-11-20T19:53:35.429745 | sports_talk_shows_248 | chunk 0 | prompt_tokens=4482, candidates_tokens=230, total_tokens=4712
2025-11-20T19:53:49.475865 | sports_talk_shows_248 | chunk 1 | prompt_tokens=6896, candidates_tokens=237, total_tokens=7133
2025-11-20T19:54:03.291876 | sports_talk_shows_248 | chunk 2 | prompt_tokens=5331, candidates_tokens=316, total_tokens=5647
2025-11-20T19:54:20.529001 | sports_talk_shows_248 | chunk 3 | prompt_tokens=9393, candidates_tokens=243, total_tokens=9636
2025-11-20T19:54:45.121874 | sports_talk_shows_248 | chunk 4 | prompt_tokens=12972, candidates_tokens=399, total_tokens=13371
2025-11-20T19:54:57.837558 | sports_talk_shows_248 | chunk 5 | prompt_tokens=3117, candidates_tokens=215, total_tokens=3332
2025-11-20T19:55:09.846431 | sports_talk_shows_248 | chunk 6 | prompt_tokens=6613, candidates_tokens=231, total_tokens=6844
2025-11-20T19:55:26.859429 | sports_talk_shows_248 | chunk 7 | prompt_tokens=10267, candidates_tokens=251, total_tokens=10518
2025-11-20T19:55:37.818682 | sports_talk_shows_248 | chunk 8 | prompt_tokens=4066, candidates_tokens=163, total_tokens=4229
2025-11-20T19:55:54.853984 | sports_talk_shows_248 | chunk 9 | prompt_tokens=11066, candidates_tokens=176, total_tokens=11242
2025-11-20T19:56:03.561452 | sports_talk_shows_248 | chunk 10 | prompt_tokens=2010, candidates_tokens=253, total_tokens=2263
2025-11-20T19:56:19.434051 | sports_talk_shows_248 | chunk 11 | prompt_tokens=2884, candidates_tokens=203, total_tokens=3087
2025-11-20T19:56:30.418906 | sports_talk_shows_248 | chunk 12 | prompt_tokens=7978, candidates_tokens=225, total_tokens=8203
2025-11-20T19:56:42.336538 | sports_talk_shows_248 | chunk 13 | prompt_tokens=10808, candidates_tokens=219, total_tokens=11027
2025-11-20T19:57:09.278428 | sports_talk_shows_248 | chunk 14 | prompt_tokens=23260, candidates_tokens=209, total_tokens=23469
2025-11-20T19:57:37.941169 | sports_talk_shows_248 | chunk 15 | prompt_tokens=22053, candidates_tokens=193, total_tokens=22246
2025-11-20T19:57:54.409487 | sports_talk_shows_248 | chunk 16 | prompt_tokens=9443, candidates_tokens=136, total_tokens=9579
2025-11-20T19:58:09.282326 | sports_talk_shows_248 | chunk 17 | prompt_tokens=13122, candidates_tokens=256, total_tokens=13378
2025-11-20T19:58:22.162351 | sports_talk_shows_248 | chunk 18 | prompt_tokens=4915, candidates_tokens=188, total_tokens=5103
2025-11-20T19:59:08.110532 | sports_talk_shows_365 | chunk 0 | prompt_tokens=22644, candidates_tokens=342, total_tokens=22986
2025-11-20T19:59:22.847777 | sports_talk_shows_365 | chunk 1 | prompt_tokens=3708, candidates_tokens=199, total_tokens=3907
2025-11-20T19:59:39.728930 | sports_talk_shows_365 | chunk 2 | prompt_tokens=6280, candidates_tokens=252, total_tokens=6532
2025-11-20T19:59:55.136456 | sports_talk_shows_365 | chunk 3 | prompt_tokens=5123, candidates_tokens=249, total_tokens=5372
2025-11-20T20:00:03.404118 | sports_talk_shows_365 | chunk 4 | prompt_tokens=1469, candidates_tokens=216, total_tokens=1685
2025-11-20T20:00:12.578087 | sports_talk_shows_365 | chunk 5 | prompt_tokens=2085, candidates_tokens=177, total_tokens=2262
2025-11-20T20:00:59.335657 | sports_talk_shows_365 | chunk 6 | prompt_tokens=17575, candidates_tokens=266, total_tokens=17841
2025-11-20T20:01:10.519703 | sports_talk_shows_365 | chunk 7 | prompt_tokens=2859, candidates_tokens=199, total_tokens=3058
2025-11-20T20:01:25.067713 | sports_talk_shows_365 | chunk 8 | prompt_tokens=4915, candidates_tokens=222, total_tokens=5137
2025-11-20T20:01:40.395233 | sports_talk_shows_365 | chunk 9 | prompt_tokens=5431, candidates_tokens=212, total_tokens=5643
2025-11-20T20:02:31.218627 | sports_talk_shows_365 | chunk 10 | prompt_tokens=24392, candidates_tokens=244, total_tokens=24636
2025-11-20T20:03:06.712160 | sports_talk_shows_365 | chunk 11 | prompt_tokens=17908, candidates_tokens=219, total_tokens=18127
2025-11-20T20:03:47.516368 | sports_talk_shows_365 | chunk 12 | prompt_tokens=18166, candidates_tokens=180, total_tokens=18346
2025-11-20T20:04:03.019669 | sports_talk_shows_365 | chunk 13 | prompt_tokens=5148, candidates_tokens=200, total_tokens=5348
2025-11-20T20:04:21.476719 | sports_talk_shows_365 | chunk 14 | prompt_tokens=6588, candidates_tokens=186, total_tokens=6774
2025-11-20T20:05:06.575686 | sports_talk_shows_365 | chunk 15 | prompt_tokens=22461, candidates_tokens=275, total_tokens=22736
2025-11-20T20:05:17.368759 | sports_talk_shows_126 | chunk 0 | prompt_tokens=3375, candidates_tokens=213, total_tokens=3588
2025-11-20T20:05:24.214292 | sports_talk_shows_126 | chunk 1 | prompt_tokens=1186, candidates_tokens=214, total_tokens=1400
2025-11-20T20:05:41.552059 | sports_talk_shows_126 | chunk 2 | prompt_tokens=10858, candidates_tokens=262, total_tokens=11120
2025-11-20T20:06:07.916793 | sports_talk_shows_126 | chunk 3 | prompt_tokens=17317, candidates_tokens=327, total_tokens=17644
2025-11-20T20:06:19.527153 | sports_talk_shows_126 | chunk 4 | prompt_tokens=4582, candidates_tokens=194, total_tokens=4776
2025-11-20T20:06:32.299910 | sports_talk_shows_126 | chunk 5 | prompt_tokens=3425, candidates_tokens=185, total_tokens=3610
2025-11-20T20:07:06.779320 | sports_talk_shows_126 | chunk 6 | prompt_tokens=20430, candidates_tokens=304, total_tokens=20734
2025-11-20T20:07:23.452855 | sports_talk_shows_126 | chunk 7 | prompt_tokens=4890, candidates_tokens=173, total_tokens=5063
2025-11-20T20:07:41.487456 | sports_talk_shows_126 | chunk 8 | prompt_tokens=10242, candidates_tokens=173, total_tokens=10415
2025-11-20T20:08:17.563110 | sports_talk_shows_126 | chunk 9 | prompt_tokens=22669, candidates_tokens=195, total_tokens=22864
2025-11-20T20:08:28.228896 | sports_talk_shows_126 | chunk 10 | prompt_tokens=2293, candidates_tokens=212, total_tokens=2505
2025-11-20T20:08:49.712078 | sports_talk_shows_126 | chunk 11 | prompt_tokens=9726, candidates_tokens=237, total_tokens=9963
2025-11-20T20:09:25.844458 | sports_talk_shows_126 | chunk 12 | prompt_tokens=20072, candidates_tokens=297, total_tokens=20369
2025-11-20T20:10:03.453992 | sports_talk_shows_126 | chunk 13 | prompt_tokens=21229, candidates_tokens=206, total_tokens=21435
2025-11-20T20:10:23.222098 | sports_talk_shows_207 | chunk 0 | prompt_tokens=13330, candidates_tokens=166, total_tokens=13496
2025-11-20T20:10:43.097308 | sports_talk_shows_207 | chunk 1 | prompt_tokens=11940, candidates_tokens=229, total_tokens=12169
2025-11-20T20:11:08.017793 | sports_talk_shows_207 | chunk 2 | prompt_tokens=14745, candidates_tokens=282, total_tokens=15027
2025-11-20T20:11:42.313640 | sports_talk_shows_77 | chunk 0 | prompt_tokens=21770, candidates_tokens=289, total_tokens=22059
2025-11-20T20:12:04.673453 | sports_talk_shows_77 | chunk 1 | prompt_tokens=13921, candidates_tokens=140, total_tokens=14061
2025-11-20T20:12:25.692526 | sports_talk_shows_77 | chunk 2 | prompt_tokens=13022, candidates_tokens=204, total_tokens=13226
2025-11-20T20:12:40.645677 | sports_talk_shows_77 | chunk 3 | prompt_tokens=6280, candidates_tokens=210, total_tokens=6490
2025-11-20T20:13:03.678647 | sports_talk_shows_77 | chunk 4 | prompt_tokens=9343, candidates_tokens=214, total_tokens=9557
2025-11-20T20:13:19.882288 | sports_talk_shows_77 | chunk 5 | prompt_tokens=5664, candidates_tokens=213, total_tokens=5877
2025-11-20T20:13:50.596180 | sports_talk_shows_77 | chunk 6 | prompt_tokens=9443, candidates_tokens=183, total_tokens=9626
2025-11-20T20:14:22.623172 | sports_talk_shows_77 | chunk 7 | prompt_tokens=17009, candidates_tokens=208, total_tokens=17217
2025-11-20T20:14:34.845835 | sports_talk_shows_77 | chunk 8 | prompt_tokens=645, candidates_tokens=188, total_tokens=833
2025-11-20T20:14:49.158721 | sports_talk_shows_77 | chunk 9 | prompt_tokens=3733, candidates_tokens=176, total_tokens=3909
2025-11-20T20:15:09.299142 | sports_talk_shows_77 | chunk 10 | prompt_tokens=9676, candidates_tokens=186, total_tokens=9862
2025-11-20T20:15:37.120749 | sports_talk_shows_77 | chunk 11 | prompt_tokens=13896, candidates_tokens=185, total_tokens=14081
2025-11-20T20:15:46.810292 | sports_talk_shows_77 | chunk 12 | prompt_tokens=1469, candidates_tokens=191, total_tokens=1660
2025-11-20T20:16:03.059586 | sports_talk_shows_246 | chunk 0 | prompt_tokens=5922, candidates_tokens=198, total_tokens=6120
2025-11-20T20:16:42.485912 | sports_talk_shows_246 | chunk 1 | prompt_tokens=24442, candidates_tokens=181, total_tokens=24623
2025-11-20T20:17:05.483371 | sports_talk_shows_246 | chunk 2 | prompt_tokens=15286, candidates_tokens=177, total_tokens=15463
2025-11-20T20:17:35.953741 | sports_talk_shows_246 | chunk 3 | prompt_tokens=20380, candidates_tokens=273, total_tokens=20653
2025-11-20T20:17:54.925774 | sports_talk_shows_246 | chunk 4 | prompt_tokens=10833, candidates_tokens=274, total_tokens=11107
2025-11-20T20:18:20.897450 | sports_talk_shows_246 | chunk 5 | prompt_tokens=15311, candidates_tokens=192, total_tokens=15503
2025-11-20T20:18:45.294737 | sports_talk_shows_246 | chunk 6 | prompt_tokens=14437, candidates_tokens=255, total_tokens=14692
2025-11-20T20:18:55.560351 | sports_talk_shows_246 | chunk 7 | prompt_tokens=2601, candidates_tokens=143, total_tokens=2744
2025-11-20T20:19:13.436865 | sports_talk_shows_246 | chunk 8 | prompt_tokens=12273, candidates_tokens=155, total_tokens=12428
2025-11-20T20:19:38.665438 | sports_talk_shows_246 | chunk 9 | prompt_tokens=17267, candidates_tokens=342, total_tokens=17609
2025-11-20T20:19:54.288962 | sports_talk_shows_246 | chunk 10 | prompt_tokens=8569, candidates_tokens=175, total_tokens=8744
2025-11-20T20:20:14.761828 | sports_talk_shows_246 | chunk 11 | prompt_tokens=14512, candidates_tokens=215, total_tokens=14727
2025-11-20T20:20:50.483067 | sports_talk_shows_294 | chunk 0 | prompt_tokens=12273, candidates_tokens=265, total_tokens=12538
2025-11-20T20:21:15.281753 | sports_talk_shows_294 | chunk 1 | prompt_tokens=5739, candidates_tokens=165, total_tokens=5904
2025-11-20T20:21:38.738930 | sports_talk_shows_294 | chunk 2 | prompt_tokens=5431, candidates_tokens=228, total_tokens=5659
2025-11-20T20:22:17.963779 | sports_talk_shows_294 | chunk 3 | prompt_tokens=9726, candidates_tokens=308, total_tokens=10034
2025-11-20T20:22:57.271912 | sports_talk_shows_294 | chunk 4 | prompt_tokens=10783, candidates_tokens=206, total_tokens=10989
2025-11-20T20:23:18.599473 | sports_talk_shows_294 | chunk 5 | prompt_tokens=5972, candidates_tokens=196, total_tokens=6168
2025-11-20T20:23:51.051237 | sports_talk_shows_294 | chunk 6 | prompt_tokens=9443, candidates_tokens=271, total_tokens=9714
2025-11-20T20:24:24.785144 | sports_talk_shows_294 | chunk 7 | prompt_tokens=7720, candidates_tokens=281, total_tokens=8001
2025-11-20T20:24:57.880566 | sports_talk_shows_294 | chunk 8 | prompt_tokens=7745, candidates_tokens=263, total_tokens=8008
2025-11-20T20:25:26.859498 | sports_talk_shows_294 | chunk 9 | prompt_tokens=7437, candidates_tokens=206, total_tokens=7643
2025-11-20T20:25:51.931293 | sports_talk_shows_294 | chunk 10 | prompt_tokens=6821, candidates_tokens=228, total_tokens=7049
2025-11-20T20:26:12.173238 | sports_talk_shows_294 | chunk 11 | prompt_tokens=7645, candidates_tokens=205, total_tokens=7850
2025-11-20T20:26:28.643226 | sports_talk_shows_294 | chunk 12 | prompt_tokens=1419, candidates_tokens=223, total_tokens=1642
2025-11-20T20:27:11.225997 | sports_talk_shows_294 | chunk 13 | prompt_tokens=11940, candidates_tokens=367, total_tokens=12307
2025-11-20T20:27:58.664644 | sports_talk_shows_294 | chunk 14 | prompt_tokens=15802, candidates_tokens=210, total_tokens=16012
2025-11-20T20:28:28.873976 | sports_talk_shows_133 | chunk 0 | prompt_tokens=10833, candidates_tokens=178, total_tokens=11011
2025-11-20T20:28:45.185917 | sports_talk_shows_133 | chunk 1 | prompt_tokens=4349, candidates_tokens=207, total_tokens=4556
2025-11-20T20:29:02.990030 | sports_talk_shows_133 | chunk 2 | prompt_tokens=8594, candidates_tokens=240, total_tokens=8834
2025-11-20T20:29:27.547688 | sports_talk_shows_133 | chunk 3 | prompt_tokens=9160, candidates_tokens=235, total_tokens=9395
2025-11-20T20:29:51.260627 | sports_talk_shows_133 | chunk 4 | prompt_tokens=6563, candidates_tokens=135, total_tokens=6698
2025-11-20T20:30:16.991764 | sports_talk_shows_133 | chunk 5 | prompt_tokens=7928, candidates_tokens=214, total_tokens=8142
2025-11-20T20:30:40.807087 | sports_talk_shows_133 | chunk 6 | prompt_tokens=7412, candidates_tokens=216, total_tokens=7628
2025-11-20T20:31:07.900348 | sports_talk_shows_133 | chunk 7 | prompt_tokens=13971, candidates_tokens=278, total_tokens=14249
2025-11-20T20:32:02.834352 | sports_talk_shows_133 | chunk 8 | prompt_tokens=21021, candidates_tokens=223, total_tokens=21244
2025-11-20T20:32:21.815301 | sports_talk_shows_133 | chunk 9 | prompt_tokens=6638, candidates_tokens=242, total_tokens=6880
2025-11-20T20:32:37.618078 | sports_talk_shows_133 | chunk 10 | prompt_tokens=3450, candidates_tokens=199, total_tokens=3649
2025-11-20T20:32:59.454690 | sports_talk_shows_133 | chunk 11 | prompt_tokens=5381, candidates_tokens=151, total_tokens=5532
2025-11-20T20:33:27.219313 | sports_talk_shows_133 | chunk 12 | prompt_tokens=8003, candidates_tokens=194, total_tokens=8197
2025-11-20T20:34:28.776932 | sports_talk_shows_133 | chunk 13 | prompt_tokens=21612, candidates_tokens=256, total_tokens=21868
2025-11-21T01:37:27.510686 | sports_talk_shows_207 | chunk 0 | prompt_tokens=13330, candidates_tokens=161, total_tokens=13491
2025-11-21T01:38:08.177829 | sports_talk_shows_207 | chunk 1 | prompt_tokens=11940, candidates_tokens=228, total_tokens=12168
2025-11-21T01:38:25.745440 | sports_talk_shows_207 | chunk 2 | prompt_tokens=14745, candidates_tokens=228, total_tokens=14973
2025-11-21T01:39:14.849758 | sports_talk_shows_207 | chunk 4 | prompt_tokens=20713, candidates_tokens=272, total_tokens=20985
