2025-11-21T18:43:04.385931 | celebrity_interviews_329 | chunk 0 | prompt_tokens=10475, candidates_tokens=322, total_tokens=11809
2025-11-21T20:20:24.790826 | celebrity_interviews_83 | chunk 4 | prompt_tokens=6908, candidates_tokens=156, total_tokens=7333
2025-11-21T20:21:03.893855 | celebrity_interviews_83 | chunk 5 | prompt_tokens=10292, candidates_tokens=234, total_tokens=11560
2025-11-21T20:21:33.586479 | celebrity_interviews_83 | chunk 6 | prompt_tokens=7745, candidates_tokens=235, total_tokens=9181
2025-11-21T20:21:58.531495 | celebrity_interviews_83 | chunk 7 | prompt_tokens=8666, candidates_tokens=224, total_tokens=9870
2025-11-21T20:22:48.860011 | celebrity_interviews_83 | chunk 8 | prompt_tokens=17933, candidates_tokens=232, total_tokens=18622
2025-11-21T20:23:22.071522 | celebrity_interviews_83 | chunk 9 | prompt_tokens=10858, candidates_tokens=219, total_tokens=11633
2025-11-21T20:24:21.797142 | celebrity_interviews_83 | chunk 10 | prompt_tokens=24297, candidates_tokens=232, total_tokens=24942
2025-11-21T20:25:01.930698 | celebrity_interviews_83 | chunk 11 | prompt_tokens=14869, candidates_tokens=176, total_tokens=15413
2025-11-21T20:25:51.447305 | celebrity_interviews_83 | chunk 12 | prompt_tokens=13355, candidates_tokens=284, total_tokens=14887
2025-11-21T20:26:39.511063 | celebrity_interviews_201 | chunk 0 | prompt_tokens=16984, candidates_tokens=201, total_tokens=17684
2025-11-21T20:27:07.285589 | celebrity_interviews_201 | chunk 1 | prompt_tokens=9701, candidates_tokens=257, total_tokens=10679
2025-11-21T20:27:33.844477 | celebrity_interviews_201 | chunk 2 | prompt_tokens=9135, candidates_tokens=343, total_tokens=10336
2025-11-21T20:28:14.391352 | celebrity_interviews_201 | chunk 3 | prompt_tokens=16468, candidates_tokens=330, total_tokens=17225
2025-11-21T20:28:33.405094 | celebrity_interviews_201 | chunk 4 | prompt_tokens=6638, candidates_tokens=211, total_tokens=7317
2025-11-21T20:29:01.208498 | celebrity_interviews_201 | chunk 5 | prompt_tokens=7645, candidates_tokens=223, total_tokens=8465
2025-11-21T20:29:47.528408 | celebrity_interviews_201 | chunk 6 | prompt_tokens=13896, candidates_tokens=377, total_tokens=15132
2025-11-21T20:30:25.341034 | celebrity_interviews_201 | chunk 7 | prompt_tokens=9418, candidates_tokens=267, total_tokens=10264
2025-11-21T20:30:53.998215 | celebrity_interviews_201 | chunk 8 | prompt_tokens=8261, candidates_tokens=223, total_tokens=9034
2025-11-21T20:31:29.545712 | celebrity_interviews_201 | chunk 9 | prompt_tokens=11682, candidates_tokens=212, total_tokens=12564
2025-11-21T20:32:31.030990 | celebrity_interviews_201 | chunk 10 | prompt_tokens=21666, candidates_tokens=290, total_tokens=23533
2025-11-21T20:33:27.333258 | celebrity_interviews_211 | chunk 0 | prompt_tokens=22823, candidates_tokens=748, total_tokens=25070
2025-11-21T20:34:10.098449 | celebrity_interviews_211 | chunk 1 | prompt_tokens=10192, candidates_tokens=422, total_tokens=12439
2025-11-21T20:34:50.227749 | celebrity_interviews_211 | chunk 2 | prompt_tokens=12789, candidates_tokens=423, total_tokens=14166
2025-11-21T20:35:47.147615 | celebrity_interviews_211 | chunk 3 | prompt_tokens=17009, candidates_tokens=828, total_tokens=18948
2025-11-21T20:36:49.114196 | celebrity_interviews_211 | chunk 4 | prompt_tokens=17009, candidates_tokens=816, total_tokens=19157
2025-11-21T20:37:24.780261 | celebrity_interviews_211 | chunk 5 | prompt_tokens=11915, candidates_tokens=580, total_tokens=13598
2025-11-21T20:38:02.757498 | celebrity_interviews_211 | chunk 6 | prompt_tokens=10292, candidates_tokens=290, total_tokens=11930
2025-11-21T20:39:06.614261 | celebrity_interviews_211 | chunk 7 | prompt_tokens=20738, candidates_tokens=568, total_tokens=22892
2025-11-21T20:39:53.763910 | celebrity_interviews_341 | chunk 0 | prompt_tokens=16468, candidates_tokens=567, total_tokens=18157
2025-11-21T20:40:18.610808 | celebrity_interviews_341 | chunk 1 | prompt_tokens=3708, candidates_tokens=189, total_tokens=4567
2025-11-21T20:40:34.526423 | celebrity_interviews_341 | chunk 2 | prompt_tokens=4865, candidates_tokens=175, total_tokens=5348
2025-11-21T20:41:13.119372 | celebrity_interviews_341 | chunk 3 | prompt_tokens=13072, candidates_tokens=298, total_tokens=14088
2025-11-21T20:41:52.885545 | celebrity_interviews_341 | chunk 4 | prompt_tokens=11990, candidates_tokens=321, total_tokens=12913
2025-11-21T20:42:28.605060 | celebrity_interviews_341 | chunk 5 | prompt_tokens=13638, candidates_tokens=257, total_tokens=14590
2025-11-21T20:43:09.975609 | celebrity_interviews_341 | chunk 6 | prompt_tokens=12223, candidates_tokens=305, total_tokens=13590
2025-11-21T20:44:15.612656 | celebrity_interviews_341 | chunk 0 | prompt_tokens=16468, candidates_tokens=381, total_tokens=17020
2025-11-21T20:44:35.555562 | celebrity_interviews_341 | chunk 1 | prompt_tokens=5412, candidates_tokens=192, total_tokens=6406
2025-11-21T20:44:54.416774 | celebrity_interviews_341 | chunk 2 | prompt_tokens=4865, candidates_tokens=276, total_tokens=5536
2025-11-21T20:45:30.842315 | celebrity_interviews_341 | chunk 3 | prompt_tokens=13072, candidates_tokens=262, total_tokens=13952
2025-11-21T20:46:07.849835 | celebrity_interviews_341 | chunk 4 | prompt_tokens=12807, candidates_tokens=285, total_tokens=13912
2025-11-21T20:46:43.964487 | celebrity_interviews_341 | chunk 5 | prompt_tokens=13638, candidates_tokens=292, total_tokens=14870
2025-11-21T20:47:18.789530 | celebrity_interviews_341 | chunk 6 | prompt_tokens=12223, candidates_tokens=200, total_tokens=13085
2025-11-21T20:47:56.849562 | celebrity_interviews_341 | chunk 7 | prompt_tokens=14512, candidates_tokens=424, total_tokens=16006
2025-11-21T20:48:15.600638 | celebrity_interviews_341 | chunk 8 | prompt_tokens=6897, candidates_tokens=86, total_tokens=7409
2025-11-21T20:48:36.799228 | celebrity_interviews_341 | chunk 9 | prompt_tokens=5947, candidates_tokens=143, total_tokens=6491
2025-11-21T20:49:26.590680 | celebrity_interviews_341 | chunk 10 | prompt_tokens=10744, candidates_tokens=217, total_tokens=12121
2025-11-21T20:50:04.924526 | celebrity_interviews_341 | chunk 11 | prompt_tokens=6305, candidates_tokens=199, total_tokens=7268
2025-11-21T20:51:01.360506 | celebrity_interviews_341 | chunk 12 | prompt_tokens=13022, candidates_tokens=251, total_tokens=14128
2025-11-21T20:51:23.987898 | celebrity_interviews_341 | chunk 13 | prompt_tokens=6280, candidates_tokens=178, total_tokens=7086
2025-11-21T20:52:09.887227 | celebrity_interviews_341 | chunk 14 | prompt_tokens=11582, candidates_tokens=176, total_tokens=12260
2025-11-21T20:52:49.852772 | celebrity_interviews_341 | chunk 15 | prompt_tokens=13097, candidates_tokens=230, total_tokens=14182
2025-11-21T20:53:49.717533 | celebrity_interviews_52 | chunk 0 | prompt_tokens=13846, candidates_tokens=378, total_tokens=15241
2025-11-21T20:54:52.141397 | celebrity_interviews_52 | chunk 1 | prompt_tokens=21653, candidates_tokens=473, total_tokens=23928
2025-11-21T20:55:30.420037 | celebrity_interviews_52 | chunk 2 | prompt_tokens=9626, candidates_tokens=235, total_tokens=10465
2025-11-21T20:56:29.684081 | celebrity_interviews_52 | chunk 3 | prompt_tokens=17933, candidates_tokens=506, total_tokens=19935
2025-11-21T20:57:17.670029 | celebrity_interviews_52 | chunk 4 | prompt_tokens=12198, candidates_tokens=331, total_tokens=13037
2025-11-21T20:58:01.904274 | celebrity_interviews_52 | chunk 5 | prompt_tokens=9626, candidates_tokens=183, total_tokens=10196
2025-11-21T20:58:38.956888 | celebrity_interviews_52 | chunk 6 | prompt_tokens=11330, candidates_tokens=385, total_tokens=12938
2025-11-21T20:59:56.460056 | celebrity_interviews_52 | chunk 7 | prompt_tokens=22461, candidates_tokens=517, total_tokens=24829
2025-11-21T21:01:11.788600 | celebrity_interviews_52 | chunk 8 | prompt_tokens=19298, candidates_tokens=493, total_tokens=21242
2025-11-21T21:01:29.813073 | celebrity_interviews_52 | chunk 9 | prompt_tokens=3965, candidates_tokens=257, total_tokens=5311
2025-11-21T21:02:11.164836 | celebrity_interviews_154 | chunk 0 | prompt_tokens=8369, candidates_tokens=253, total_tokens=9360
2025-11-21T21:02:51.966013 | celebrity_interviews_154 | chunk 1 | prompt_tokens=8211, candidates_tokens=316, total_tokens=9158
2025-11-21T21:03:22.705197 | celebrity_interviews_154 | chunk 2 | prompt_tokens=15152, candidates_tokens=221, total_tokens=16087
2025-11-21T21:03:33.516154 | celebrity_interviews_154 | chunk 3 | prompt_tokens=3064, candidates_tokens=240, total_tokens=3641
2025-11-21T21:04:19.269017 | celebrity_interviews_154 | chunk 4 | prompt_tokens=16443, candidates_tokens=181, total_tokens=16828
2025-11-21T21:05:10.380175 | celebrity_interviews_154 | chunk 5 | prompt_tokens=24895, candidates_tokens=307, total_tokens=26546
2025-11-21T21:05:23.958428 | celebrity_interviews_154 | chunk 6 | prompt_tokens=5138, candidates_tokens=218, total_tokens=5786
2025-11-21T21:06:01.011519 | celebrity_interviews_154 | chunk 7 | prompt_tokens=14853, candidates_tokens=336, total_tokens=16139
2025-11-21T21:06:36.602574 | celebrity_interviews_154 | chunk 8 | prompt_tokens=13072, candidates_tokens=297, total_tokens=14184
2025-11-21T21:07:00.639236 | celebrity_interviews_154 | chunk 9 | prompt_tokens=5922, candidates_tokens=252, total_tokens=6679
2025-11-21T21:07:26.689672 | celebrity_interviews_154 | chunk 10 | prompt_tokens=4507, candidates_tokens=251, total_tokens=5656
2025-11-21T21:08:09.491669 | celebrity_interviews_154 | chunk 11 | prompt_tokens=17084, candidates_tokens=388, total_tokens=18305
2025-11-21T21:08:39.167152 | celebrity_interviews_154 | chunk 12 | prompt_tokens=7412, candidates_tokens=374, total_tokens=8724
2025-11-21T21:09:41.444025 | celebrity_interviews_154 | chunk 13 | prompt_tokens=14254, candidates_tokens=455, total_tokens=15207
2025-11-21T21:10:52.414564 | celebrity_interviews_154 | chunk 14 | prompt_tokens=23235, candidates_tokens=348, total_tokens=25441
2025-11-21T21:11:19.630086 | celebrity_interviews_16 | chunk 0 | prompt_tokens=7104, candidates_tokens=272, total_tokens=8123
2025-11-21T21:11:44.206563 | celebrity_interviews_16 | chunk 1 | prompt_tokens=7437, candidates_tokens=285, total_tokens=8613
2025-11-21T21:12:25.912146 | celebrity_interviews_16 | chunk 2 | prompt_tokens=10192, candidates_tokens=337, total_tokens=11483
2025-11-21T21:13:35.452702 | celebrity_interviews_16 | chunk 3 | prompt_tokens=17550, candidates_tokens=330, total_tokens=18338
2025-11-21T21:14:15.926131 | celebrity_interviews_16 | chunk 4 | prompt_tokens=20181, candidates_tokens=364, total_tokens=21582
2025-11-21T21:14:32.513004 | celebrity_interviews_16 | chunk 5 | prompt_tokens=4299, candidates_tokens=267, total_tokens=5336
2025-11-21T21:14:44.805606 | celebrity_interviews_16 | chunk 6 | prompt_tokens=4831, candidates_tokens=305, total_tokens=5497
2025-11-21T21:15:10.863997 | celebrity_interviews_16 | chunk 7 | prompt_tokens=7362, candidates_tokens=215, total_tokens=8174
2025-11-21T21:15:52.985832 | celebrity_interviews_16 | chunk 8 | prompt_tokens=12298, candidates_tokens=212, total_tokens=13400
2025-11-21T21:16:31.660749 | celebrity_interviews_16 | chunk 9 | prompt_tokens=7978, candidates_tokens=336, total_tokens=9064
2025-11-21T21:17:40.756021 | celebrity_interviews_16 | chunk 10 | prompt_tokens=16185, candidates_tokens=332, total_tokens=18016
2025-11-21T21:17:59.433359 | celebrity_interviews_16 | chunk 11 | prompt_tokens=6896, candidates_tokens=203, total_tokens=7418
2025-11-21T21:18:24.575688 | celebrity_interviews_16 | chunk 12 | prompt_tokens=5406, candidates_tokens=188, total_tokens=6008
2025-11-21T21:19:19.951007 | celebrity_interviews_16 | chunk 13 | prompt_tokens=11732, candidates_tokens=391, total_tokens=12994
2025-11-21T21:19:31.548924 | celebrity_interviews_16 | chunk 14 | prompt_tokens=2268, candidates_tokens=155, total_tokens=2643
2025-11-21T21:20:31.487160 | celebrity_interviews_16 | chunk 15 | prompt_tokens=18166, candidates_tokens=441, total_tokens=20087
2025-11-21T21:20:39.392966 | celebrity_interviews_16 | chunk 16 | prompt_tokens=1236, candidates_tokens=105, total_tokens=1530
2025-11-21T21:21:49.213459 | celebrity_interviews_78 | chunk 0 | prompt_tokens=11141, candidates_tokens=214, total_tokens=12063
2025-11-21T21:22:01.235524 | celebrity_interviews_78 | chunk 1 | prompt_tokens=3954, candidates_tokens=195, total_tokens=4678
2025-11-21T21:22:45.234427 | celebrity_interviews_78 | chunk 2 | prompt_tokens=10500, candidates_tokens=185, total_tokens=11236
2025-11-21T21:23:37.945440 | celebrity_interviews_78 | chunk 3 | prompt_tokens=13613, candidates_tokens=222, total_tokens=14749
2025-11-21T21:24:42.918639 | celebrity_interviews_78 | chunk 4 | prompt_tokens=13946, candidates_tokens=273, total_tokens=14819
2025-11-21T21:24:56.823354 | celebrity_interviews_78 | chunk 5 | prompt_tokens=1752, candidates_tokens=113, total_tokens=2131
2025-11-21T21:25:22.759716 | celebrity_interviews_78 | chunk 6 | prompt_tokens=6047, candidates_tokens=182, total_tokens=6623
2025-11-21T21:25:53.598498 | celebrity_interviews_78 | chunk 7 | prompt_tokens=6896, candidates_tokens=246, total_tokens=8007
2025-11-21T21:26:34.950412 | celebrity_interviews_78 | chunk 8 | prompt_tokens=9626, candidates_tokens=279, total_tokens=10510
2025-11-21T21:27:31.435674 | celebrity_interviews_78 | chunk 9 | prompt_tokens=21512, candidates_tokens=177, total_tokens=21914
2025-11-21T21:29:22.376335 | celebrity_interviews_78 | chunk 10 | prompt_tokens=24983, candidates_tokens=287, total_tokens=25961
2025-11-21T21:30:13.143405 | celebrity_interviews_309 | chunk 0 | prompt_tokens=13122, candidates_tokens=269, total_tokens=14863
2025-11-21T21:30:54.380596 | celebrity_interviews_309 | chunk 1 | prompt_tokens=11624, candidates_tokens=261, total_tokens=12363
2025-11-21T21:31:24.112330 | celebrity_interviews_309 | chunk 2 | prompt_tokens=9265, candidates_tokens=176, total_tokens=9644
2025-11-21T21:32:01.824029 | celebrity_interviews_309 | chunk 3 | prompt_tokens=5048, candidates_tokens=237, total_tokens=6219
2025-11-21T21:33:05.495567 | celebrity_interviews_309 | chunk 4 | prompt_tokens=9909, candidates_tokens=308, total_tokens=10897
2025-11-21T21:33:45.616203 | celebrity_interviews_309 | chunk 5 | prompt_tokens=5764, candidates_tokens=226, total_tokens=6574
2025-11-21T21:34:07.784217 | celebrity_interviews_309 | chunk 6 | prompt_tokens=8081, candidates_tokens=216, total_tokens=8929
2025-11-21T21:35:28.101406 | celebrity_interviews_309 | chunk 7 | prompt_tokens=14537, candidates_tokens=302, total_tokens=15618
2025-11-21T21:36:04.913736 | celebrity_interviews_309 | chunk 8 | prompt_tokens=3450, candidates_tokens=139, total_tokens=3867
2025-11-21T21:36:47.356146 | celebrity_interviews_309 | chunk 9 | prompt_tokens=13098, candidates_tokens=247, total_tokens=13823
2025-11-21T21:37:30.648224 | celebrity_interviews_309 | chunk 10 | prompt_tokens=9443, candidates_tokens=299, total_tokens=10261
2025-11-21T21:38:34.084943 | celebrity_interviews_309 | chunk 11 | prompt_tokens=18111, candidates_tokens=233, total_tokens=19238
2025-11-21T21:39:41.384289 | celebrity_interviews_309 | chunk 12 | prompt_tokens=15311, candidates_tokens=261, total_tokens=16644
2025-11-21T21:40:59.134376 | celebrity_interviews_309 | chunk 13 | prompt_tokens=10525, candidates_tokens=255, total_tokens=11667
2025-11-21T21:42:09.907989 | celebrity_interviews_309 | chunk 14 | prompt_tokens=11915, candidates_tokens=250, total_tokens=12971
2025-11-21T21:42:49.784317 | celebrity_interviews_309 | chunk 15 | prompt_tokens=6330, candidates_tokens=173, total_tokens=6953
2025-11-21T21:43:25.996823 | celebrity_interviews_309 | chunk 16 | prompt_tokens=4041, candidates_tokens=178, total_tokens=5006
2025-11-21T21:43:41.604438 | celebrity_interviews_309 | chunk 17 | prompt_tokens=4252, candidates_tokens=204, total_tokens=4882
2025-11-21T21:44:27.767176 | celebrity_interviews_334 | chunk 0 | prompt_tokens=11019, candidates_tokens=263, total_tokens=12117
2025-11-21T21:45:11.844028 | celebrity_interviews_334 | chunk 1 | prompt_tokens=17534, candidates_tokens=183, total_tokens=18537
2025-11-21T21:46:45.490402 | celebrity_interviews_334 | chunk 2 | prompt_tokens=25266, candidates_tokens=146, total_tokens=25944
2025-11-21T21:47:20.507308 | celebrity_interviews_334 | chunk 3 | prompt_tokens=9909, candidates_tokens=165, total_tokens=10558
2025-11-21T21:47:49.917854 | celebrity_interviews_334 | chunk 4 | prompt_tokens=6513, candidates_tokens=176, total_tokens=7252
2025-11-21T21:48:13.390284 | celebrity_interviews_334 | chunk 5 | prompt_tokens=10444, candidates_tokens=152, total_tokens=10952
2025-11-21T21:48:33.236662 | celebrity_interviews_334 | chunk 6 | prompt_tokens=9554, candidates_tokens=168, total_tokens=9914
2025-11-21T21:49:07.192370 | celebrity_interviews_334 | chunk 7 | prompt_tokens=8236, candidates_tokens=176, total_tokens=8800
2025-11-21T21:49:24.875204 | celebrity_interviews_334 | chunk 8 | prompt_tokens=7799, candidates_tokens=171, total_tokens=8521
2025-11-21T21:49:56.697081 | celebrity_interviews_334 | chunk 9 | prompt_tokens=8186, candidates_tokens=182, total_tokens=8695
2025-11-21T21:51:08.408527 | celebrity_interviews_334 | chunk 10 | prompt_tokens=20430, candidates_tokens=174, total_tokens=20960
2025-11-21T21:51:48.098676 | celebrity_interviews_334 | chunk 11 | prompt_tokens=8594, candidates_tokens=192, total_tokens=9311
2025-11-21T22:54:23.856599 | celebrity_interviews_52 | chunk 0 | prompt_tokens=13846, candidates_tokens=197, total_tokens=14345
2025-11-21T22:54:46.651565 | celebrity_interviews_52 | chunk 1 | prompt_tokens=19864, candidates_tokens=531, total_tokens=21074
2025-11-21T22:54:57.207849 | celebrity_interviews_52 | chunk 2 | prompt_tokens=11623, candidates_tokens=274, total_tokens=12610
2025-11-21T22:55:21.765451 | celebrity_interviews_52 | chunk 3 | prompt_tokens=17933, candidates_tokens=463, total_tokens=19460
2025-11-21T22:55:39.881251 | celebrity_interviews_52 | chunk 4 | prompt_tokens=12198, candidates_tokens=409, total_tokens=13688
2025-11-21T22:55:54.405424 | celebrity_interviews_52 | chunk 5 | prompt_tokens=9626, candidates_tokens=103, total_tokens=10107
2025-11-21T22:56:08.211112 | celebrity_interviews_52 | chunk 6 | prompt_tokens=11330, candidates_tokens=368, total_tokens=12356
2025-11-21T22:56:26.272426 | celebrity_interviews_52 | chunk 7 | prompt_tokens=23997, candidates_tokens=500, total_tokens=25686
2025-11-21T22:56:43.374677 | celebrity_interviews_52 | chunk 8 | prompt_tokens=21357, candidates_tokens=409, total_tokens=23167
2025-11-21T22:56:51.824144 | celebrity_interviews_52 | chunk 9 | prompt_tokens=3965, candidates_tokens=201, total_tokens=4838
2025-11-21T22:57:06.457011 | celebrity_interviews_52 | chunk 10 | prompt_tokens=7745, candidates_tokens=229, total_tokens=8679
2025-11-21T22:57:25.351049 | celebrity_interviews_52 | chunk 11 | prompt_tokens=5406, candidates_tokens=425, total_tokens=6398
2025-11-21T22:57:42.319148 | celebrity_interviews_52 | chunk 12 | prompt_tokens=17342, candidates_tokens=532, total_tokens=18217
