2025-11-21T18:39:26.515483 | sports_talk_shows_371 | chunk 0 | prompt_tokens=16543, candidates_tokens=384, total_tokens=18602
2025-11-21T20:43:33.459541 | sports_talk_shows_77 | chunk 9 | prompt_tokens=3733, candidates_tokens=188, total_tokens=4279
2025-11-21T20:44:09.595433 | sports_talk_shows_77 | chunk 10 | prompt_tokens=11035, candidates_tokens=246, total_tokens=11903
2025-11-21T20:44:43.439977 | sports_talk_shows_77 | chunk 11 | prompt_tokens=13896, candidates_tokens=191, total_tokens=14680
2025-11-21T20:44:54.211166 | sports_talk_shows_77 | chunk 12 | prompt_tokens=2479, candidates_tokens=148, total_tokens=3039
2025-11-21T20:45:37.484275 | sports_talk_shows_178 | chunk 0 | prompt_tokens=7104, candidates_tokens=260, total_tokens=8252
2025-11-21T20:46:05.704954 | sports_talk_shows_178 | chunk 1 | prompt_tokens=5198, candidates_tokens=137, total_tokens=6167
2025-11-21T20:47:31.678396 | sports_talk_shows_178 | chunk 2 | prompt_tokens=23260, candidates_tokens=289, total_tokens=24256
2025-11-21T20:48:29.485493 | sports_talk_shows_178 | chunk 3 | prompt_tokens=13380, candidates_tokens=188, total_tokens=14368
2025-11-21T20:49:42.258665 | sports_talk_shows_178 | chunk 4 | prompt_tokens=14795, candidates_tokens=134, total_tokens=15470
2025-11-21T20:51:02.706095 | sports_talk_shows_178 | chunk 5 | prompt_tokens=16751, candidates_tokens=115, total_tokens=17356
2025-11-21T20:51:30.757685 | sports_talk_shows_178 | chunk 6 | prompt_tokens=5714, candidates_tokens=113, total_tokens=6370
2025-11-21T20:51:55.630365 | sports_talk_shows_178 | chunk 7 | prompt_tokens=3758, candidates_tokens=176, total_tokens=4417
2025-11-21T20:52:35.432992 | sports_talk_shows_178 | chunk 8 | prompt_tokens=8569, candidates_tokens=146, total_tokens=8943
2025-11-21T20:53:12.260068 | sports_talk_shows_178 | chunk 9 | prompt_tokens=6230, candidates_tokens=182, total_tokens=6732
2025-11-21T20:53:42.554780 | sports_talk_shows_178 | chunk 10 | prompt_tokens=5123, candidates_tokens=126, total_tokens=5709
2025-11-21T20:54:14.108818 | sports_talk_shows_178 | chunk 11 | prompt_tokens=6604, candidates_tokens=127, total_tokens=7178
2025-11-21T20:55:23.503330 | sports_talk_shows_178 | chunk 12 | prompt_tokens=13971, candidates_tokens=154, total_tokens=14442
2025-11-21T20:56:21.630330 | sports_talk_shows_178 | chunk 13 | prompt_tokens=11141, candidates_tokens=101, total_tokens=11794
2025-11-21T20:57:17.574158 | sports_talk_shows_178 | chunk 14 | prompt_tokens=12496, candidates_tokens=305, total_tokens=13621
2025-11-21T20:58:04.721481 | sports_talk_shows_231 | chunk 0 | prompt_tokens=24890, candidates_tokens=121, total_tokens=25269
2025-11-21T20:58:22.558508 | sports_talk_shows_231 | chunk 1 | prompt_tokens=4865, candidates_tokens=189, total_tokens=5739
2025-11-21T20:58:45.577903 | sports_talk_shows_231 | chunk 2 | prompt_tokens=7620, candidates_tokens=137, total_tokens=8014
2025-11-21T20:59:27.292042 | sports_talk_shows_231 | chunk 3 | prompt_tokens=12298, candidates_tokens=331, total_tokens=13571
2025-11-21T21:00:10.441539 | sports_talk_shows_231 | chunk 4 | prompt_tokens=16701, candidates_tokens=194, total_tokens=17671
2025-11-21T21:00:41.657191 | sports_talk_shows_231 | chunk 5 | prompt_tokens=19574, candidates_tokens=129, total_tokens=20088
2025-11-21T21:00:55.286365 | sports_talk_shows_231 | chunk 6 | prompt_tokens=6024, candidates_tokens=155, total_tokens=6709
2025-11-21T21:01:16.122557 | sports_talk_shows_231 | chunk 7 | prompt_tokens=5764, candidates_tokens=103, total_tokens=6275
2025-11-21T21:01:46.329419 | sports_talk_shows_231 | chunk 8 | prompt_tokens=11965, candidates_tokens=122, total_tokens=12303
2025-11-21T21:02:11.261862 | sports_talk_shows_231 | chunk 9 | prompt_tokens=12212, candidates_tokens=204, total_tokens=13142
2025-11-21T21:02:46.174417 | sports_talk_shows_231 | chunk 10 | prompt_tokens=10267, candidates_tokens=208, total_tokens=11148
2025-11-21T21:03:20.222029 | sports_talk_shows_231 | chunk 11 | prompt_tokens=13405, candidates_tokens=138, total_tokens=14233
2025-11-21T21:04:33.891345 | sports_talk_shows_231 | chunk 12 | prompt_tokens=24442, candidates_tokens=176, total_tokens=25122
2025-11-21T21:05:07.228172 | sports_talk_shows_231 | chunk 13 | prompt_tokens=14720, candidates_tokens=307, total_tokens=15386
2025-11-21T21:05:26.862426 | sports_talk_shows_202 | chunk 0 | prompt_tokens=5121, candidates_tokens=187, total_tokens=6024
2025-11-21T21:06:50.830914 | sports_talk_shows_202 | chunk 1 | prompt_tokens=15594, candidates_tokens=285, total_tokens=16738
2025-11-21T21:09:53.413468 | sports_talk_shows_202 | chunk 2 | prompt_tokens=24725, candidates_tokens=140, total_tokens=25218
2025-11-21T21:10:38.769724 | sports_talk_shows_202 | chunk 3 | prompt_tokens=6513, candidates_tokens=130, total_tokens=6966
2025-11-21T21:11:23.601191 | sports_talk_shows_202 | chunk 4 | prompt_tokens=7129, candidates_tokens=145, total_tokens=7575
2025-11-21T21:13:37.429214 | sports_talk_shows_202 | chunk 5 | prompt_tokens=17650, candidates_tokens=131, total_tokens=18073
2025-11-21T21:14:06.170997 | sports_talk_shows_202 | chunk 6 | prompt_tokens=4532, candidates_tokens=119, total_tokens=4743
2025-11-21T21:14:28.265745 | sports_talk_shows_202 | chunk 7 | prompt_tokens=3117, candidates_tokens=133, total_tokens=3540
2025-11-21T21:15:44.922601 | sports_talk_shows_202 | chunk 8 | prompt_tokens=16135, candidates_tokens=141, total_tokens=16529
2025-11-21T21:17:13.964987 | sports_talk_shows_202 | chunk 9 | prompt_tokens=26071, candidates_tokens=128, total_tokens=26818
2025-11-21T21:17:52.362390 | sports_talk_shows_202 | chunk 10 | prompt_tokens=11607, candidates_tokens=283, total_tokens=12515
2025-11-21T21:19:09.468110 | sports_talk_shows_317 | chunk 0 | prompt_tokens=15003, candidates_tokens=517, total_tokens=16144
2025-11-21T21:19:32.937918 | sports_talk_shows_317 | chunk 1 | prompt_tokens=7785, candidates_tokens=228, total_tokens=8457
2025-11-21T21:20:06.741990 | sports_talk_shows_317 | chunk 2 | prompt_tokens=7154, candidates_tokens=242, total_tokens=8216
2025-11-21T21:20:30.982960 | sports_talk_shows_317 | chunk 3 | prompt_tokens=6599, candidates_tokens=125, total_tokens=7328
2025-11-21T21:22:12.828112 | sports_talk_shows_317 | chunk 4 | prompt_tokens=22411, candidates_tokens=382, total_tokens=26011
2025-11-21T21:23:01.768233 | sports_talk_shows_317 | chunk 5 | prompt_tokens=11022, candidates_tokens=400, total_tokens=12804
2025-11-21T21:23:32.590883 | sports_talk_shows_317 | chunk 6 | prompt_tokens=9246, candidates_tokens=319, total_tokens=10131
2025-11-21T21:24:37.664509 | sports_talk_shows_317 | chunk 7 | prompt_tokens=17829, candidates_tokens=376, total_tokens=19323
2025-11-21T21:25:44.722465 | sports_talk_shows_317 | chunk 8 | prompt_tokens=19305, candidates_tokens=446, total_tokens=21555
2025-11-21T21:26:04.924065 | sports_talk_shows_317 | chunk 9 | prompt_tokens=3192, candidates_tokens=298, total_tokens=4292
2025-11-21T21:26:23.567383 | sports_talk_shows_317 | chunk 10 | prompt_tokens=4831, candidates_tokens=367, total_tokens=6387
2025-11-21T21:27:10.509189 | sports_talk_shows_317 | chunk 11 | prompt_tokens=13975, candidates_tokens=338, total_tokens=15432
2025-11-21T21:28:08.787264 | sports_talk_shows_317 | chunk 12 | prompt_tokens=9110, candidates_tokens=473, total_tokens=11043
2025-11-21T21:29:04.174778 | sports_talk_shows_317 | chunk 13 | prompt_tokens=15160, candidates_tokens=280, total_tokens=15891
2025-11-21T21:29:33.987149 | sports_talk_shows_317 | chunk 14 | prompt_tokens=5173, candidates_tokens=265, total_tokens=5925
2025-11-21T21:30:04.122422 | sports_talk_shows_317 | chunk 15 | prompt_tokens=9651, candidates_tokens=235, total_tokens=10480
2025-11-21T21:30:26.106402 | sports_talk_shows_248 | chunk 0 | prompt_tokens=4482, candidates_tokens=225, total_tokens=5220
2025-11-21T21:30:53.339568 | sports_talk_shows_248 | chunk 1 | prompt_tokens=7492, candidates_tokens=225, total_tokens=8631
2025-11-21T21:31:15.710303 | sports_talk_shows_248 | chunk 2 | prompt_tokens=5331, candidates_tokens=304, total_tokens=6211
2025-11-21T21:31:42.714252 | sports_talk_shows_248 | chunk 3 | prompt_tokens=10450, candidates_tokens=345, total_tokens=11941
2025-11-21T21:32:41.925075 | sports_talk_shows_248 | chunk 4 | prompt_tokens=12972, candidates_tokens=528, total_tokens=14608
2025-11-21T21:33:03.445607 | sports_talk_shows_248 | chunk 5 | prompt_tokens=3117, candidates_tokens=296, total_tokens=4544
2025-11-21T21:33:34.817826 | sports_talk_shows_248 | chunk 6 | prompt_tokens=6613, candidates_tokens=232, total_tokens=7777
2025-11-21T21:34:11.451109 | sports_talk_shows_248 | chunk 7 | prompt_tokens=10267, candidates_tokens=200, total_tokens=10917
2025-11-21T21:34:27.676497 | sports_talk_shows_248 | chunk 8 | prompt_tokens=4832, candidates_tokens=181, total_tokens=5191
2025-11-21T21:34:57.665844 | sports_talk_shows_248 | chunk 9 | prompt_tokens=12504, candidates_tokens=241, total_tokens=13424
2025-11-21T21:35:12.570191 | sports_talk_shows_248 | chunk 10 | prompt_tokens=2010, candidates_tokens=122, total_tokens=2504
2025-11-21T21:35:27.353792 | sports_talk_shows_248 | chunk 11 | prompt_tokens=2884, candidates_tokens=129, total_tokens=3386
2025-11-21T21:35:48.282914 | sports_talk_shows_248 | chunk 12 | prompt_tokens=9266, candidates_tokens=300, total_tokens=10157
2025-11-21T21:36:07.840252 | sports_talk_shows_248 | chunk 13 | prompt_tokens=12225, candidates_tokens=303, total_tokens=13515
2025-11-21T21:37:21.749901 | sports_talk_shows_248 | chunk 14 | prompt_tokens=23260, candidates_tokens=353, total_tokens=25035
2025-11-21T21:38:11.925829 | sports_talk_shows_248 | chunk 15 | prompt_tokens=24601, candidates_tokens=146, total_tokens=25480
2025-11-21T21:38:43.645071 | sports_talk_shows_248 | chunk 16 | prompt_tokens=9443, candidates_tokens=167, total_tokens=10367
2025-11-21T21:39:21.989966 | sports_talk_shows_248 | chunk 17 | prompt_tokens=13122, candidates_tokens=246, total_tokens=14478
2025-11-21T21:39:38.766073 | sports_talk_shows_248 | chunk 18 | prompt_tokens=5420, candidates_tokens=166, total_tokens=6035
2025-11-21T21:41:22.194432 | sports_talk_shows_366 | chunk 0 | prompt_tokens=23776, candidates_tokens=326, total_tokens=25080
2025-11-21T21:41:49.289286 | sports_talk_shows_366 | chunk 1 | prompt_tokens=11607, candidates_tokens=306, total_tokens=12718
2025-11-21T21:42:11.052760 | sports_talk_shows_366 | chunk 2 | prompt_tokens=3733, candidates_tokens=350, total_tokens=4672
2025-11-21T21:42:36.957760 | sports_talk_shows_366 | chunk 3 | prompt_tokens=5714, candidates_tokens=404, total_tokens=7150
2025-11-21T21:43:43.093565 | sports_talk_shows_366 | chunk 4 | prompt_tokens=16135, candidates_tokens=462, total_tokens=18546
2025-11-21T21:44:27.341364 | sports_talk_shows_366 | chunk 5 | prompt_tokens=6846, candidates_tokens=371, total_tokens=8246
2025-11-21T21:44:48.280262 | sports_talk_shows_366 | chunk 6 | prompt_tokens=4324, candidates_tokens=336, total_tokens=5612
2025-11-21T21:45:15.061925 | sports_talk_shows_366 | chunk 7 | prompt_tokens=5664, candidates_tokens=266, total_tokens=6717
2025-11-21T21:45:58.002742 | sports_talk_shows_366 | chunk 8 | prompt_tokens=14129, candidates_tokens=287, total_tokens=16353
2025-11-21T21:46:43.479959 | sports_talk_shows_366 | chunk 9 | prompt_tokens=8877, candidates_tokens=407, total_tokens=10755
2025-11-21T21:47:05.978419 | sports_talk_shows_366 | chunk 10 | prompt_tokens=5123, candidates_tokens=368, total_tokens=6316
2025-11-21T21:47:41.187044 | sports_talk_shows_366 | chunk 11 | prompt_tokens=6305, candidates_tokens=237, total_tokens=7836
2025-11-21T21:48:17.814139 | sports_talk_shows_366 | chunk 12 | prompt_tokens=10242, candidates_tokens=369, total_tokens=11735
2025-11-21T21:48:46.395122 | sports_talk_shows_366 | chunk 13 | prompt_tokens=5406, candidates_tokens=386, total_tokens=6680
2025-11-21T21:49:00.744578 | sports_talk_shows_126 | chunk 0 | prompt_tokens=5142, candidates_tokens=256, total_tokens=6095
2025-11-21T21:49:10.826468 | sports_talk_shows_126 | chunk 1 | prompt_tokens=2482, candidates_tokens=268, total_tokens=3422
2025-11-21T21:49:50.298094 | sports_talk_shows_126 | chunk 2 | prompt_tokens=10858, candidates_tokens=209, total_tokens=11784
2025-11-21T21:50:37.294843 | sports_talk_shows_126 | chunk 3 | prompt_tokens=17317, candidates_tokens=383, total_tokens=18804
2025-11-21T21:51:02.260463 | sports_talk_shows_126 | chunk 4 | prompt_tokens=4582, candidates_tokens=188, total_tokens=5135
2025-11-21T21:51:21.868957 | sports_talk_shows_126 | chunk 5 | prompt_tokens=3425, candidates_tokens=249, total_tokens=4152
2025-11-21T21:51:59.766113 | sports_talk_shows_126 | chunk 6 | prompt_tokens=22528, candidates_tokens=344, total_tokens=23782
2025-11-21T21:52:15.453665 | sports_talk_shows_126 | chunk 7 | prompt_tokens=5735, candidates_tokens=235, total_tokens=6739
2025-11-21T21:52:39.084013 | sports_talk_shows_126 | chunk 8 | prompt_tokens=11620, candidates_tokens=304, total_tokens=12678
2025-11-21T21:53:45.098227 | sports_talk_shows_126 | chunk 9 | prompt_tokens=22669, candidates_tokens=220, total_tokens=23296
2025-11-21T21:54:01.715730 | sports_talk_shows_126 | chunk 10 | prompt_tokens=2293, candidates_tokens=272, total_tokens=3517
2025-11-21T21:54:27.761143 | sports_talk_shows_126 | chunk 11 | prompt_tokens=9726, candidates_tokens=263, total_tokens=10474
2025-11-21T21:55:00.906801 | sports_talk_shows_126 | chunk 12 | prompt_tokens=22543, candidates_tokens=221, total_tokens=23206
2025-11-21T21:55:40.744107 | sports_talk_shows_126 | chunk 13 | prompt_tokens=21229, candidates_tokens=208, total_tokens=22369
2025-11-21T21:56:17.042479 | sports_talk_shows_327 | chunk 0 | prompt_tokens=9135, candidates_tokens=399, total_tokens=10163
2025-11-21T21:56:57.251469 | sports_talk_shows_327 | chunk 1 | prompt_tokens=15361, candidates_tokens=150, total_tokens=15941
2025-11-21T21:57:32.150509 | sports_talk_shows_327 | chunk 2 | prompt_tokens=17933, candidates_tokens=90, total_tokens=18206
2025-11-21T21:58:05.707710 | sports_talk_shows_327 | chunk 3 | prompt_tokens=13971, candidates_tokens=318, total_tokens=15011
2025-11-21T21:58:29.632066 | sports_talk_shows_327 | chunk 4 | prompt_tokens=9726, candidates_tokens=272, total_tokens=10476
2025-11-21T21:58:55.505815 | sports_talk_shows_327 | chunk 5 | prompt_tokens=16037, candidates_tokens=354, total_tokens=16978
2025-11-21T21:59:25.134893 | sports_talk_shows_327 | chunk 6 | prompt_tokens=9160, candidates_tokens=322, total_tokens=10803
2025-11-21T22:00:30.090435 | sports_talk_shows_327 | chunk 7 | prompt_tokens=22461, candidates_tokens=505, total_tokens=24237
2025-11-21T22:00:47.133896 | sports_talk_shows_327 | chunk 8 | prompt_tokens=4324, candidates_tokens=259, total_tokens=5191
2025-11-21T22:01:10.273157 | sports_talk_shows_327 | chunk 9 | prompt_tokens=11141, candidates_tokens=174, total_tokens=11549
2025-11-21T22:01:47.116807 | sports_talk_shows_327 | chunk 10 | prompt_tokens=10858, candidates_tokens=406, total_tokens=12484
2025-11-21T22:02:20.022679 | sports_talk_shows_327 | chunk 11 | prompt_tokens=13638, candidates_tokens=87, total_tokens=14040
2025-11-21T22:02:47.955423 | sports_talk_shows_327 | chunk 12 | prompt_tokens=8852, candidates_tokens=443, total_tokens=9985
2025-11-21T22:03:22.783716 | sports_talk_shows_327 | chunk 13 | prompt_tokens=13097, candidates_tokens=402, total_tokens=14583
2025-11-21T22:03:39.015972 | sports_talk_shows_7 | chunk 0 | prompt_tokens=4249, candidates_tokens=404, total_tokens=4925
2025-11-21T22:03:59.148850 | sports_talk_shows_7 | chunk 1 | prompt_tokens=14866, candidates_tokens=280, total_tokens=15573
2025-11-21T22:04:21.938124 | sports_talk_shows_7 | chunk 2 | prompt_tokens=13104, candidates_tokens=457, total_tokens=14524
2025-11-21T22:04:40.809110 | sports_talk_shows_7 | chunk 3 | prompt_tokens=5198, candidates_tokens=483, total_tokens=6652
2025-11-21T22:04:58.868124 | sports_talk_shows_7 | chunk 4 | prompt_tokens=5714, candidates_tokens=486, total_tokens=7000
2025-11-21T22:05:24.228330 | sports_talk_shows_7 | chunk 5 | prompt_tokens=6330, candidates_tokens=682, total_tokens=8149
2025-11-21T22:05:48.131240 | sports_talk_shows_7 | chunk 6 | prompt_tokens=10525, candidates_tokens=435, total_tokens=11629
2025-11-21T22:06:02.017251 | sports_talk_shows_7 | chunk 7 | prompt_tokens=1469, candidates_tokens=407, total_tokens=2875
2025-11-21T22:06:34.844505 | sports_talk_shows_7 | chunk 8 | prompt_tokens=18807, candidates_tokens=512, total_tokens=20473
2025-11-21T22:06:51.546414 | sports_talk_shows_7 | chunk 9 | prompt_tokens=4840, candidates_tokens=394, total_tokens=5945
2025-11-21T22:07:22.408285 | sports_talk_shows_7 | chunk 10 | prompt_tokens=22237, candidates_tokens=326, total_tokens=23510
2025-11-21T22:07:42.106383 | sports_talk_shows_7 | chunk 11 | prompt_tokens=6018, candidates_tokens=390, total_tokens=6887
2025-11-21T22:08:05.037331 | sports_talk_shows_7 | chunk 12 | prompt_tokens=11915, candidates_tokens=375, total_tokens=12879
2025-11-21T22:08:28.486116 | sports_talk_shows_7 | chunk 13 | prompt_tokens=12198, candidates_tokens=442, total_tokens=13534
2025-11-21T22:08:49.469365 | sports_talk_shows_7 | chunk 14 | prompt_tokens=15746, candidates_tokens=427, total_tokens=16669
2025-11-21T22:09:17.566282 | sports_talk_shows_7 | chunk 15 | prompt_tokens=14437, candidates_tokens=385, total_tokens=15627
2025-11-21T22:09:47.166701 | sports_talk_shows_356 | chunk 0 | prompt_tokens=6613, candidates_tokens=374, total_tokens=8593
2025-11-21T22:10:18.799845 | sports_talk_shows_356 | chunk 1 | prompt_tokens=11682, candidates_tokens=427, total_tokens=13706
2025-11-21T22:10:43.456415 | sports_talk_shows_356 | chunk 2 | prompt_tokens=8336, candidates_tokens=302, total_tokens=9841
2025-11-21T22:11:05.376339 | sports_talk_shows_356 | chunk 3 | prompt_tokens=14862, candidates_tokens=284, total_tokens=15476
2025-11-21T22:11:14.849875 | sports_talk_shows_356 | chunk 4 | prompt_tokens=645, candidates_tokens=173, total_tokens=1020
2025-11-21T22:11:46.173641 | sports_talk_shows_356 | chunk 5 | prompt_tokens=17550, candidates_tokens=228, total_tokens=18137
2025-11-21T22:12:04.001661 | sports_talk_shows_356 | chunk 6 | prompt_tokens=6538, candidates_tokens=243, total_tokens=7332
2025-11-21T22:12:36.573047 | sports_talk_shows_356 | chunk 7 | prompt_tokens=21946, candidates_tokens=339, total_tokens=23129
2025-11-21T22:12:58.545049 | sports_talk_shows_356 | chunk 8 | prompt_tokens=7745, candidates_tokens=250, total_tokens=8784
2025-11-21T22:13:28.952672 | sports_talk_shows_356 | chunk 9 | prompt_tokens=23125, candidates_tokens=281, total_tokens=23980
2025-11-21T22:13:45.885164 | sports_talk_shows_356 | chunk 10 | prompt_tokens=7492, candidates_tokens=321, total_tokens=8533
2025-11-21T22:14:10.593464 | sports_talk_shows_356 | chunk 11 | prompt_tokens=9110, candidates_tokens=237, total_tokens=10309
2025-11-21T22:14:40.852365 | sports_talk_shows_356 | chunk 12 | prompt_tokens=13147, candidates_tokens=329, total_tokens=14416
2025-11-21T22:15:02.311220 | sports_talk_shows_55 | chunk 0 | prompt_tokens=18657, candidates_tokens=207, total_tokens=19277
2025-11-21T22:15:29.513192 | sports_talk_shows_55 | chunk 1 | prompt_tokens=17059, candidates_tokens=167, total_tokens=17653
2025-11-21T22:15:53.464064 | sports_talk_shows_55 | chunk 2 | prompt_tokens=11607, candidates_tokens=222, total_tokens=12153
2025-11-21T22:16:15.719506 | sports_talk_shows_55 | chunk 3 | prompt_tokens=12506, candidates_tokens=227, total_tokens=13489
2025-11-21T22:16:37.226770 | sports_talk_shows_55 | chunk 4 | prompt_tokens=21348, candidates_tokens=150, total_tokens=21819
2025-11-21T22:16:46.663544 | sports_talk_shows_55 | chunk 5 | prompt_tokens=4230, candidates_tokens=170, total_tokens=4743
2025-11-21T22:17:06.796726 | sports_talk_shows_55 | chunk 6 | prompt_tokens=10267, candidates_tokens=215, total_tokens=11095
2025-11-21T22:17:31.499190 | sports_talk_shows_55 | chunk 7 | prompt_tokens=11890, candidates_tokens=245, total_tokens=12447
2025-11-21T22:17:53.048769 | sports_talk_shows_55 | chunk 8 | prompt_tokens=14462, candidates_tokens=221, total_tokens=15430
2025-11-21T22:18:10.513839 | sports_talk_shows_55 | chunk 9 | prompt_tokens=5481, candidates_tokens=162, total_tokens=6154
2025-11-21T22:18:26.699049 | sports_talk_shows_88 | chunk 0 | prompt_tokens=12797, candidates_tokens=291, total_tokens=14186
2025-11-21T22:18:54.336113 | sports_talk_shows_88 | chunk 1 | prompt_tokens=26076, candidates_tokens=421, total_tokens=28934
2025-11-21T22:19:09.492194 | sports_talk_shows_88 | chunk 2 | prompt_tokens=4374, candidates_tokens=222, total_tokens=5576
2025-11-21T22:19:29.576028 | sports_talk_shows_88 | chunk 3 | prompt_tokens=3475, candidates_tokens=262, total_tokens=4653
2025-11-21T22:19:53.078335 | sports_talk_shows_88 | chunk 4 | prompt_tokens=15336, candidates_tokens=408, total_tokens=16717
2025-11-21T22:20:09.059492 | sports_talk_shows_88 | chunk 5 | prompt_tokens=8085, candidates_tokens=309, total_tokens=9126
2025-11-21T22:20:27.462046 | sports_talk_shows_88 | chunk 6 | prompt_tokens=21058, candidates_tokens=293, total_tokens=22285
2025-11-21T22:20:55.694193 | sports_talk_shows_88 | chunk 7 | prompt_tokens=25008, candidates_tokens=409, total_tokens=26535
2025-11-21T22:21:14.282010 | sports_talk_shows_88 | chunk 8 | prompt_tokens=7387, candidates_tokens=326, total_tokens=8932
2025-11-21T22:21:34.460461 | sports_talk_shows_88 | chunk 9 | prompt_tokens=8519, candidates_tokens=418, total_tokens=9576
2025-11-21T22:21:49.207869 | sports_talk_shows_88 | chunk 10 | prompt_tokens=5134, candidates_tokens=173, total_tokens=5651
2025-11-21T22:21:56.705129 | sports_talk_shows_88 | chunk 11 | prompt_tokens=2909, candidates_tokens=98, total_tokens=3157
2025-11-21T22:22:13.497287 | sports_talk_shows_88 | chunk 12 | prompt_tokens=19348, candidates_tokens=201, total_tokens=20601
2025-11-21T22:22:25.527496 | sports_talk_shows_246 | chunk 0 | prompt_tokens=5922, candidates_tokens=218, total_tokens=6806
2025-11-21T22:22:45.564070 | sports_talk_shows_246 | chunk 1 | prompt_tokens=24442, candidates_tokens=249, total_tokens=25271
2025-11-21T22:22:58.687679 | sports_talk_shows_246 | chunk 2 | prompt_tokens=15286, candidates_tokens=159, total_tokens=15677
2025-11-21T22:23:16.979652 | sports_talk_shows_246 | chunk 3 | prompt_tokens=20380, candidates_tokens=206, total_tokens=20995
2025-11-21T22:23:49.128099 | sports_talk_shows_246 | chunk 4 | prompt_tokens=11909, candidates_tokens=373, total_tokens=13424
2025-11-21T22:24:04.951782 | sports_talk_shows_246 | chunk 5 | prompt_tokens=15311, candidates_tokens=228, total_tokens=16216
2025-11-21T22:24:19.720986 | sports_talk_shows_246 | chunk 6 | prompt_tokens=14437, candidates_tokens=132, total_tokens=14817
2025-11-21T22:24:30.579074 | sports_talk_shows_246 | chunk 7 | prompt_tokens=2601, candidates_tokens=154, total_tokens=3113
2025-11-21T22:25:07.409540 | sports_talk_shows_246 | chunk 8 | prompt_tokens=13390, candidates_tokens=109, total_tokens=13782
2025-11-21T22:25:44.569795 | sports_talk_shows_246 | chunk 9 | prompt_tokens=19590, candidates_tokens=468, total_tokens=21217
2025-11-21T22:26:19.478146 | sports_talk_shows_246 | chunk 10 | prompt_tokens=9551, candidates_tokens=142, total_tokens=10013
2025-11-21T22:26:35.864344 | sports_talk_shows_246 | chunk 11 | prompt_tokens=14512, candidates_tokens=235, total_tokens=15508
2025-11-21T22:27:06.683694 | sports_talk_shows_140 | chunk 0 | prompt_tokens=14575, candidates_tokens=393, total_tokens=16695
2025-11-21T22:27:29.076229 | sports_talk_shows_140 | chunk 1 | prompt_tokens=17575, candidates_tokens=439, total_tokens=19025
2025-11-21T22:28:02.056584 | sports_talk_shows_140 | chunk 2 | prompt_tokens=20147, candidates_tokens=451, total_tokens=22098
2025-11-21T22:28:24.347501 | sports_talk_shows_140 | chunk 3 | prompt_tokens=6300, candidates_tokens=273, total_tokens=7837
2025-11-21T22:29:02.378155 | sports_talk_shows_140 | chunk 4 | prompt_tokens=6323, candidates_tokens=428, total_tokens=8103
2025-11-21T22:29:18.320956 | sports_talk_shows_140 | chunk 5 | prompt_tokens=7462, candidates_tokens=341, total_tokens=8580
2025-11-21T22:29:36.513936 | sports_talk_shows_140 | chunk 6 | prompt_tokens=8444, candidates_tokens=510, total_tokens=9732
2025-11-21T22:30:28.550596 | sports_talk_shows_140 | chunk 7 | prompt_tokens=14868, candidates_tokens=307, total_tokens=16436
2025-11-21T22:30:43.372248 | sports_talk_shows_140 | chunk 8 | prompt_tokens=3375, candidates_tokens=469, total_tokens=4495
2025-11-21T22:31:00.599701 | sports_talk_shows_140 | chunk 9 | prompt_tokens=7312, candidates_tokens=472, total_tokens=8663
2025-11-21T22:31:23.943570 | sports_talk_shows_140 | chunk 10 | prompt_tokens=12839, candidates_tokens=580, total_tokens=14985
2025-11-21T22:31:40.148844 | sports_talk_shows_140 | chunk 11 | prompt_tokens=7595, candidates_tokens=290, total_tokens=8610
2025-11-21T22:31:56.514958 | sports_talk_shows_140 | chunk 12 | prompt_tokens=8569, candidates_tokens=373, total_tokens=9423
2025-11-21T22:32:11.690951 | sports_talk_shows_140 | chunk 13 | prompt_tokens=11066, candidates_tokens=141, total_tokens=11637
2025-11-21T22:32:49.659033 | sports_talk_shows_140 | chunk 14 | prompt_tokens=11629, candidates_tokens=190, total_tokens=12545
2025-11-21T22:33:28.761405 | sports_talk_shows_354 | chunk 0 | prompt_tokens=14266, candidates_tokens=344, total_tokens=16190
2025-11-21T22:33:44.632705 | sports_talk_shows_354 | chunk 1 | prompt_tokens=7154, candidates_tokens=255, total_tokens=8305
2025-11-21T22:34:08.101348 | sports_talk_shows_354 | chunk 2 | prompt_tokens=24159, candidates_tokens=343, total_tokens=25286
2025-11-21T22:34:18.200046 | sports_talk_shows_354 | chunk 3 | prompt_tokens=3966, candidates_tokens=178, total_tokens=4401
2025-11-21T22:34:38.141598 | sports_talk_shows_354 | chunk 4 | prompt_tokens=12556, candidates_tokens=266, total_tokens=14007
2025-11-21T22:34:52.330561 | sports_talk_shows_354 | chunk 5 | prompt_tokens=7745, candidates_tokens=132, total_tokens=8476
2025-11-21T22:35:15.141435 | sports_talk_shows_354 | chunk 6 | prompt_tokens=16443, candidates_tokens=327, total_tokens=17569
2025-11-21T22:35:46.436768 | sports_talk_shows_354 | chunk 7 | prompt_tokens=18216, candidates_tokens=233, total_tokens=19151
2025-11-21T22:36:11.524045 | sports_talk_shows_354 | chunk 8 | prompt_tokens=17625, candidates_tokens=108, total_tokens=17947
2025-11-21T22:36:31.104950 | sports_talk_shows_354 | chunk 9 | prompt_tokens=6588, candidates_tokens=350, total_tokens=8085
2025-11-21T22:36:57.109488 | sports_talk_shows_354 | chunk 10 | prompt_tokens=13380, candidates_tokens=300, total_tokens=15012
