2025-11-21T00:38:33.209286 | science_explainers_104 | chunk 0 | prompt_tokens=707, candidates_tokens=115, total_tokens=822
2025-11-21T01:13:09.898482 | science_explainers_127 | chunk 10 | prompt_tokens=532, candidates_tokens=66, total_tokens=598
2025-11-21T01:13:16.245293 | science_explainers_127 | chunk 11 | prompt_tokens=1007, candidates_tokens=116, total_tokens=1123
2025-11-21T01:13:20.864931 | science_explainers_259 | chunk 0 | prompt_tokens=532, candidates_tokens=35, total_tokens=567
2025-11-21T01:13:26.937322 | science_explainers_259 | chunk 1 | prompt_tokens=1657, candidates_tokens=119, total_tokens=1776
2025-11-21T01:13:45.351396 | science_explainers_259 | chunk 2 | prompt_tokens=1807, candidates_tokens=152, total_tokens=1959
2025-11-21T01:13:57.792143 | science_explainers_259 | chunk 3 | prompt_tokens=3832, candidates_tokens=154, total_tokens=3986
2025-11-21T01:14:08.603249 | science_explainers_259 | chunk 4 | prompt_tokens=1782, candidates_tokens=85, total_tokens=1867
2025-11-21T01:14:19.717232 | science_explainers_259 | chunk 5 | prompt_tokens=2282, candidates_tokens=103, total_tokens=2385
2025-11-21T01:14:24.208558 | science_explainers_259 | chunk 6 | prompt_tokens=307, candidates_tokens=54, total_tokens=361
2025-11-21T01:14:31.626368 | science_explainers_259 | chunk 7 | prompt_tokens=1057, candidates_tokens=67, total_tokens=1124
2025-11-21T01:14:38.112940 | science_explainers_259 | chunk 8 | prompt_tokens=857, candidates_tokens=107, total_tokens=964
2025-11-21T01:14:45.278180 | science_explainers_259 | chunk 9 | prompt_tokens=1007, candidates_tokens=84, total_tokens=1091
2025-11-21T01:14:48.047250 | science_explainers_259 | chunk 10 | prompt_tokens=232, candidates_tokens=30, total_tokens=262
2025-11-21T01:14:54.241115 | science_explainers_98 | chunk 0 | prompt_tokens=832, candidates_tokens=55, total_tokens=887
2025-11-21T01:15:00.565500 | science_explainers_98 | chunk 1 | prompt_tokens=807, candidates_tokens=83, total_tokens=890
2025-11-21T01:15:06.182350 | science_explainers_98 | chunk 2 | prompt_tokens=1082, candidates_tokens=82, total_tokens=1164
2025-11-21T01:15:12.446625 | science_explainers_98 | chunk 3 | prompt_tokens=632, candidates_tokens=50, total_tokens=682
2025-11-21T01:15:20.597096 | science_explainers_98 | chunk 4 | prompt_tokens=982, candidates_tokens=54, total_tokens=1036
2025-11-21T01:15:25.029748 | science_explainers_98 | chunk 5 | prompt_tokens=532, candidates_tokens=73, total_tokens=605
2025-11-21T01:15:29.686420 | science_explainers_98 | chunk 6 | prompt_tokens=782, candidates_tokens=81, total_tokens=863
2025-11-21T01:15:37.167699 | science_explainers_98 | chunk 7 | prompt_tokens=2007, candidates_tokens=94, total_tokens=2101
2025-11-21T01:15:48.304513 | science_explainers_98 | chunk 8 | prompt_tokens=2232, candidates_tokens=138, total_tokens=2370
2025-11-21T01:16:00.822041 | science_explainers_98 | chunk 9 | prompt_tokens=1332, candidates_tokens=102, total_tokens=1434
2025-11-21T01:16:08.342413 | science_explainers_98 | chunk 10 | prompt_tokens=1332, candidates_tokens=110, total_tokens=1442
2025-11-21T01:16:18.949571 | science_explainers_98 | chunk 11 | prompt_tokens=1682, candidates_tokens=163, total_tokens=1845
2025-11-21T01:16:28.681251 | science_explainers_98 | chunk 12 | prompt_tokens=932, candidates_tokens=98, total_tokens=1030
2025-11-21T01:16:33.255402 | science_explainers_55 | chunk 0 | prompt_tokens=757, candidates_tokens=45, total_tokens=802
2025-11-21T01:16:45.071195 | science_explainers_55 | chunk 1 | prompt_tokens=1607, candidates_tokens=79, total_tokens=1686
2025-11-21T01:16:59.599141 | science_explainers_55 | chunk 2 | prompt_tokens=2357, candidates_tokens=77, total_tokens=2434
2025-11-21T01:17:05.160593 | science_explainers_55 | chunk 3 | prompt_tokens=557, candidates_tokens=60, total_tokens=617
2025-11-21T01:17:14.689897 | science_explainers_55 | chunk 4 | prompt_tokens=2382, candidates_tokens=82, total_tokens=2464
2025-11-21T01:17:19.880530 | science_explainers_55 | chunk 5 | prompt_tokens=1207, candidates_tokens=75, total_tokens=1282
2025-11-21T01:17:33.932647 | science_explainers_55 | chunk 6 | prompt_tokens=2607, candidates_tokens=75, total_tokens=2682
2025-11-21T01:17:40.318343 | science_explainers_55 | chunk 7 | prompt_tokens=1707, candidates_tokens=65, total_tokens=1772
2025-11-21T01:17:54.155780 | science_explainers_55 | chunk 8 | prompt_tokens=2132, candidates_tokens=88, total_tokens=2220
2025-11-21T01:18:00.414513 | science_explainers_55 | chunk 9 | prompt_tokens=1982, candidates_tokens=56, total_tokens=2038
2025-11-21T01:18:08.698236 | science_explainers_92 | chunk 0 | prompt_tokens=1307, candidates_tokens=83, total_tokens=1390
2025-11-21T01:18:13.384435 | science_explainers_92 | chunk 1 | prompt_tokens=682, candidates_tokens=70, total_tokens=752
2025-11-21T01:18:20.725096 | science_explainers_92 | chunk 2 | prompt_tokens=607, candidates_tokens=70, total_tokens=677
2025-11-21T01:18:33.795941 | science_explainers_92 | chunk 3 | prompt_tokens=1607, candidates_tokens=88, total_tokens=1695
2025-11-21T01:18:38.146311 | science_explainers_92 | chunk 4 | prompt_tokens=832, candidates_tokens=86, total_tokens=918
2025-11-21T01:18:51.811366 | science_explainers_92 | chunk 5 | prompt_tokens=1382, candidates_tokens=93, total_tokens=1475
2025-11-21T01:18:56.696539 | science_explainers_92 | chunk 6 | prompt_tokens=682, candidates_tokens=83, total_tokens=765
2025-11-21T01:19:01.964823 | science_explainers_92 | chunk 7 | prompt_tokens=807, candidates_tokens=79, total_tokens=886
2025-11-21T01:19:06.963681 | science_explainers_92 | chunk 8 | prompt_tokens=807, candidates_tokens=73, total_tokens=880
2025-11-21T01:19:11.142919 | science_explainers_92 | chunk 9 | prompt_tokens=707, candidates_tokens=60, total_tokens=767
2025-11-21T01:19:23.056212 | science_explainers_92 | chunk 10 | prompt_tokens=807, candidates_tokens=80, total_tokens=887
2025-11-21T01:19:28.352735 | science_explainers_92 | chunk 11 | prompt_tokens=782, candidates_tokens=98, total_tokens=880
2025-11-21T01:19:36.723209 | science_explainers_92 | chunk 12 | prompt_tokens=1407, candidates_tokens=103, total_tokens=1510
2025-11-21T01:19:41.427818 | science_explainers_92 | chunk 13 | prompt_tokens=532, candidates_tokens=57, total_tokens=589
2025-11-21T01:19:51.953002 | science_explainers_92 | chunk 14 | prompt_tokens=2507, candidates_tokens=121, total_tokens=2628
2025-11-21T01:19:58.535262 | science_explainers_92 | chunk 15 | prompt_tokens=657, candidates_tokens=56, total_tokens=713
2025-11-21T01:20:03.904428 | science_explainers_150 | chunk 0 | prompt_tokens=857, candidates_tokens=69, total_tokens=926
2025-11-21T01:20:10.239388 | science_explainers_150 | chunk 1 | prompt_tokens=932, candidates_tokens=119, total_tokens=1051
2025-11-21T01:20:16.225315 | science_explainers_150 | chunk 2 | prompt_tokens=682, candidates_tokens=69, total_tokens=751
2025-11-21T01:20:20.921390 | science_explainers_150 | chunk 3 | prompt_tokens=757, candidates_tokens=75, total_tokens=832
2025-11-21T01:20:26.829506 | science_explainers_150 | chunk 4 | prompt_tokens=1107, candidates_tokens=87, total_tokens=1194
2025-11-21T01:20:31.566531 | science_explainers_150 | chunk 5 | prompt_tokens=682, candidates_tokens=115, total_tokens=797
2025-11-21T01:20:41.176110 | science_explainers_150 | chunk 6 | prompt_tokens=1657, candidates_tokens=119, total_tokens=1776
2025-11-21T01:20:49.335435 | science_explainers_150 | chunk 7 | prompt_tokens=1432, candidates_tokens=154, total_tokens=1586
2025-11-21T01:21:03.928171 | science_explainers_150 | chunk 8 | prompt_tokens=2657, candidates_tokens=222, total_tokens=2879
2025-11-21T01:21:11.933506 | science_explainers_150 | chunk 9 | prompt_tokens=1607, candidates_tokens=119, total_tokens=1726
2025-11-21T01:21:14.980219 | science_explainers_342 | chunk 0 | prompt_tokens=357, candidates_tokens=65, total_tokens=422
2025-11-21T01:21:21.962155 | science_explainers_342 | chunk 1 | prompt_tokens=1257, candidates_tokens=84, total_tokens=1341
2025-11-21T01:21:29.363456 | science_explainers_342 | chunk 2 | prompt_tokens=1257, candidates_tokens=81, total_tokens=1338
2025-11-21T01:21:44.952611 | science_explainers_342 | chunk 3 | prompt_tokens=1682, candidates_tokens=64, total_tokens=1746
2025-11-21T01:21:48.782965 | science_explainers_342 | chunk 4 | prompt_tokens=582, candidates_tokens=70, total_tokens=652
2025-11-21T01:21:53.336013 | science_explainers_342 | chunk 5 | prompt_tokens=1207, candidates_tokens=130, total_tokens=1337
2025-11-21T01:21:57.512877 | science_explainers_342 | chunk 6 | prompt_tokens=1007, candidates_tokens=112, total_tokens=1119
2025-11-21T01:22:05.723365 | science_explainers_342 | chunk 7 | prompt_tokens=782, candidates_tokens=81, total_tokens=863
2025-11-21T01:22:10.625563 | science_explainers_342 | chunk 8 | prompt_tokens=857, candidates_tokens=68, total_tokens=925
2025-11-21T01:22:15.904410 | science_explainers_342 | chunk 9 | prompt_tokens=657, candidates_tokens=61, total_tokens=718
2025-11-21T01:22:22.834631 | science_explainers_342 | chunk 10 | prompt_tokens=757, candidates_tokens=89, total_tokens=846
2025-11-21T01:22:30.323780 | science_explainers_342 | chunk 11 | prompt_tokens=1107, candidates_tokens=130, total_tokens=1237
2025-11-21T01:22:40.521524 | science_explainers_342 | chunk 12 | prompt_tokens=1382, candidates_tokens=42, total_tokens=1424
2025-11-21T01:22:47.721235 | science_explainers_342 | chunk 13 | prompt_tokens=932, candidates_tokens=102, total_tokens=1034
2025-11-21T01:22:57.143963 | science_explainers_342 | chunk 14 | prompt_tokens=1257, candidates_tokens=113, total_tokens=1370
2025-11-21T01:23:03.765011 | science_explainers_342 | chunk 15 | prompt_tokens=507, candidates_tokens=50, total_tokens=557
2025-11-21T01:23:07.822469 | science_explainers_342 | chunk 16 | prompt_tokens=382, candidates_tokens=72, total_tokens=454
2025-11-21T01:23:11.239701 | science_explainers_36 | chunk 0 | prompt_tokens=582, candidates_tokens=69, total_tokens=651
2025-11-21T01:23:23.213665 | science_explainers_36 | chunk 1 | prompt_tokens=2057, candidates_tokens=125, total_tokens=2182
2025-11-21T01:23:32.998064 | science_explainers_36 | chunk 2 | prompt_tokens=807, candidates_tokens=80, total_tokens=887
2025-11-21T01:23:42.604673 | science_explainers_36 | chunk 3 | prompt_tokens=1507, candidates_tokens=102, total_tokens=1609
2025-11-21T01:23:50.858400 | science_explainers_36 | chunk 4 | prompt_tokens=1982, candidates_tokens=113, total_tokens=2095
2025-11-21T01:23:57.291585 | science_explainers_36 | chunk 5 | prompt_tokens=757, candidates_tokens=103, total_tokens=860
2025-11-21T01:24:01.590457 | science_explainers_36 | chunk 6 | prompt_tokens=607, candidates_tokens=68, total_tokens=675
2025-11-21T01:24:07.243397 | science_explainers_36 | chunk 7 | prompt_tokens=807, candidates_tokens=98, total_tokens=905
2025-11-21T01:24:17.353081 | science_explainers_36 | chunk 8 | prompt_tokens=1507, candidates_tokens=121, total_tokens=1628
2025-11-21T01:24:28.445933 | science_explainers_36 | chunk 9 | prompt_tokens=1932, candidates_tokens=67, total_tokens=1999
2025-11-21T01:24:32.784060 | science_explainers_36 | chunk 10 | prompt_tokens=707, candidates_tokens=90, total_tokens=797
2025-11-21T01:24:36.665256 | science_explainers_36 | chunk 11 | prompt_tokens=382, candidates_tokens=60, total_tokens=442
2025-11-21T01:24:42.000963 | science_explainers_36 | chunk 12 | prompt_tokens=532, candidates_tokens=49, total_tokens=581
2025-11-21T01:24:50.969534 | science_explainers_36 | chunk 13 | prompt_tokens=1432, candidates_tokens=74, total_tokens=1506
2025-11-21T01:24:55.958323 | science_explainers_162 | chunk 0 | prompt_tokens=707, candidates_tokens=77, total_tokens=784
2025-11-21T01:25:00.742528 | science_explainers_162 | chunk 1 | prompt_tokens=657, candidates_tokens=70, total_tokens=727
2025-11-21T01:25:05.407573 | science_explainers_162 | chunk 2 | prompt_tokens=757, candidates_tokens=63, total_tokens=820
2025-11-21T01:25:10.840921 | science_explainers_162 | chunk 3 | prompt_tokens=1157, candidates_tokens=84, total_tokens=1241
2025-11-21T01:25:19.331154 | science_explainers_162 | chunk 4 | prompt_tokens=1082, candidates_tokens=84, total_tokens=1166
2025-11-21T01:25:25.173102 | science_explainers_162 | chunk 5 | prompt_tokens=1082, candidates_tokens=86, total_tokens=1168
2025-11-21T01:25:30.717349 | science_explainers_162 | chunk 6 | prompt_tokens=957, candidates_tokens=108, total_tokens=1065
2025-11-21T01:25:42.832566 | science_explainers_162 | chunk 7 | prompt_tokens=2157, candidates_tokens=189, total_tokens=2346
2025-11-21T01:25:46.962473 | science_explainers_162 | chunk 8 | prompt_tokens=582, candidates_tokens=103, total_tokens=685
2025-11-21T01:25:52.941470 | science_explainers_162 | chunk 9 | prompt_tokens=707, candidates_tokens=104, total_tokens=811
2025-11-21T01:25:59.050903 | science_explainers_162 | chunk 10 | prompt_tokens=932, candidates_tokens=104, total_tokens=1036
2025-11-21T01:26:08.876169 | science_explainers_162 | chunk 11 | prompt_tokens=1782, candidates_tokens=90, total_tokens=1872
2025-11-21T01:26:15.324293 | science_explainers_162 | chunk 12 | prompt_tokens=907, candidates_tokens=59, total_tokens=966
2025-11-21T01:26:25.134666 | science_explainers_162 | chunk 13 | prompt_tokens=1982, candidates_tokens=161, total_tokens=2143
2025-11-21T01:26:30.509588 | science_explainers_162 | chunk 14 | prompt_tokens=1057, candidates_tokens=96, total_tokens=1153
2025-11-21T01:26:34.702950 | science_explainers_45 | chunk 0 | prompt_tokens=507, candidates_tokens=72, total_tokens=579
2025-11-21T01:26:41.945512 | science_explainers_45 | chunk 1 | prompt_tokens=1232, candidates_tokens=101, total_tokens=1333
2025-11-21T01:26:45.493800 | science_explainers_45 | chunk 2 | prompt_tokens=1082, candidates_tokens=62, total_tokens=1144
2025-11-21T01:26:54.913252 | science_explainers_45 | chunk 3 | prompt_tokens=2007, candidates_tokens=132, total_tokens=2139
2025-11-21T01:27:00.808309 | science_explainers_45 | chunk 4 | prompt_tokens=1457, candidates_tokens=76, total_tokens=1533
2025-11-21T01:27:05.993776 | science_explainers_45 | chunk 5 | prompt_tokens=1007, candidates_tokens=87, total_tokens=1094
2025-11-21T01:27:12.708368 | science_explainers_45 | chunk 6 | prompt_tokens=1382, candidates_tokens=97, total_tokens=1479
2025-11-21T01:27:16.415484 | science_explainers_45 | chunk 7 | prompt_tokens=857, candidates_tokens=89, total_tokens=946
2025-11-21T01:27:22.663462 | science_explainers_45 | chunk 8 | prompt_tokens=1432, candidates_tokens=132, total_tokens=1564
2025-11-21T01:27:31.102913 | science_explainers_45 | chunk 9 | prompt_tokens=2482, candidates_tokens=183, total_tokens=2665
2025-11-21T01:27:35.555586 | science_explainers_45 | chunk 10 | prompt_tokens=707, candidates_tokens=99, total_tokens=806
2025-11-21T01:27:42.226482 | science_explainers_382 | chunk 0 | prompt_tokens=1507, candidates_tokens=93, total_tokens=1600
2025-11-21T01:27:47.286464 | science_explainers_382 | chunk 1 | prompt_tokens=932, candidates_tokens=104, total_tokens=1036
2025-11-21T01:27:54.510046 | science_explainers_382 | chunk 2 | prompt_tokens=982, candidates_tokens=68, total_tokens=1050
2025-11-21T01:27:59.068012 | science_explainers_382 | chunk 3 | prompt_tokens=632, candidates_tokens=59, total_tokens=691
2025-11-21T01:28:03.031190 | science_explainers_382 | chunk 4 | prompt_tokens=682, candidates_tokens=55, total_tokens=737
2025-11-21T01:28:08.052138 | science_explainers_382 | chunk 5 | prompt_tokens=1582, candidates_tokens=73, total_tokens=1655
2025-11-21T01:28:14.397841 | science_explainers_382 | chunk 6 | prompt_tokens=1232, candidates_tokens=110, total_tokens=1342
2025-11-21T01:28:20.443159 | science_explainers_382 | chunk 7 | prompt_tokens=632, candidates_tokens=104, total_tokens=736
2025-11-21T01:28:27.377090 | science_explainers_382 | chunk 8 | prompt_tokens=1257, candidates_tokens=77, total_tokens=1334
2025-11-21T01:28:35.165933 | science_explainers_382 | chunk 9 | prompt_tokens=1207, candidates_tokens=70, total_tokens=1277
2025-11-21T01:28:41.109613 | science_explainers_382 | chunk 10 | prompt_tokens=1132, candidates_tokens=102, total_tokens=1234
2025-11-21T01:28:48.496146 | science_explainers_382 | chunk 11 | prompt_tokens=1457, candidates_tokens=95, total_tokens=1552
2025-11-21T01:28:56.850550 | science_explainers_382 | chunk 12 | prompt_tokens=1257, candidates_tokens=110, total_tokens=1367
2025-11-21T01:29:13.282049 | science_explainers_382 | chunk 13 | prompt_tokens=3257, candidates_tokens=173, total_tokens=3430
2025-11-21T01:29:19.088240 | science_explainers_192 | chunk 0 | prompt_tokens=882, candidates_tokens=119, total_tokens=1001
2025-11-21T01:29:33.549814 | science_explainers_192 | chunk 1 | prompt_tokens=1157, candidates_tokens=95, total_tokens=1252
2025-11-21T01:29:40.057367 | science_explainers_192 | chunk 2 | prompt_tokens=857, candidates_tokens=116, total_tokens=973
2025-11-21T01:29:47.620364 | science_explainers_192 | chunk 3 | prompt_tokens=1182, candidates_tokens=86, total_tokens=1268
2025-11-21T01:29:51.857838 | science_explainers_192 | chunk 4 | prompt_tokens=457, candidates_tokens=62, total_tokens=519
2025-11-21T01:29:58.932860 | science_explainers_192 | chunk 5 | prompt_tokens=882, candidates_tokens=80, total_tokens=962
2025-11-21T01:30:08.546559 | science_explainers_192 | chunk 6 | prompt_tokens=1682, candidates_tokens=126, total_tokens=1808
2025-11-21T01:30:13.107539 | science_explainers_192 | chunk 7 | prompt_tokens=557, candidates_tokens=48, total_tokens=605
2025-11-21T01:30:17.328643 | science_explainers_192 | chunk 8 | prompt_tokens=532, candidates_tokens=64, total_tokens=596
2025-11-21T01:30:21.627000 | science_explainers_192 | chunk 9 | prompt_tokens=457, candidates_tokens=76, total_tokens=533
2025-11-21T01:30:28.949084 | science_explainers_192 | chunk 10 | prompt_tokens=1182, candidates_tokens=74, total_tokens=1256
2025-11-21T01:30:34.920928 | science_explainers_192 | chunk 11 | prompt_tokens=1382, candidates_tokens=65, total_tokens=1447
2025-11-21T01:30:39.197734 | science_explainers_192 | chunk 12 | prompt_tokens=407, candidates_tokens=62, total_tokens=469
2025-11-21T01:30:46.262750 | science_explainers_192 | chunk 13 | prompt_tokens=1582, candidates_tokens=128, total_tokens=1710
2025-11-21T01:30:54.606196 | science_explainers_402 | chunk 0 | prompt_tokens=2182, candidates_tokens=117, total_tokens=2299
2025-11-21T01:30:59.751337 | science_explainers_402 | chunk 1 | prompt_tokens=1257, candidates_tokens=112, total_tokens=1369
2025-11-21T01:31:03.879523 | science_explainers_402 | chunk 2 | prompt_tokens=632, candidates_tokens=57, total_tokens=689
2025-11-21T01:31:08.289921 | science_explainers_402 | chunk 3 | prompt_tokens=857, candidates_tokens=58, total_tokens=915
2025-11-21T01:31:13.610330 | science_explainers_402 | chunk 4 | prompt_tokens=1132, candidates_tokens=65, total_tokens=1197
2025-11-21T01:31:17.922971 | science_explainers_402 | chunk 5 | prompt_tokens=532, candidates_tokens=62, total_tokens=594
2025-11-21T01:31:27.325120 | science_explainers_402 | chunk 6 | prompt_tokens=1557, candidates_tokens=127, total_tokens=1684
2025-11-21T01:31:30.663481 | science_explainers_402 | chunk 7 | prompt_tokens=582, candidates_tokens=43, total_tokens=625
2025-11-21T01:31:36.342018 | science_explainers_402 | chunk 8 | prompt_tokens=857, candidates_tokens=57, total_tokens=914
2025-11-21T01:31:48.315592 | science_explainers_402 | chunk 9 | prompt_tokens=2307, candidates_tokens=138, total_tokens=2445
2025-11-21T01:31:53.192456 | science_explainers_402 | chunk 10 | prompt_tokens=507, candidates_tokens=65, total_tokens=572
2025-11-21T01:32:00.377909 | science_explainers_402 | chunk 11 | prompt_tokens=1832, candidates_tokens=59, total_tokens=1891
2025-11-21T01:32:04.811508 | science_explainers_402 | chunk 12 | prompt_tokens=1132, candidates_tokens=80, total_tokens=1212
2025-11-21T01:32:14.696691 | science_explainers_168 | chunk 0 | prompt_tokens=1632, candidates_tokens=103, total_tokens=1735
2025-11-21T01:32:23.227427 | science_explainers_168 | chunk 1 | prompt_tokens=2357, candidates_tokens=146, total_tokens=2503
2025-11-21T01:32:28.730194 | science_explainers_168 | chunk 2 | prompt_tokens=932, candidates_tokens=141, total_tokens=1073
2025-11-21T01:32:43.908434 | science_explainers_168 | chunk 3 | prompt_tokens=2882, candidates_tokens=164, total_tokens=3046
2025-11-21T01:32:49.250509 | science_explainers_168 | chunk 4 | prompt_tokens=832, candidates_tokens=139, total_tokens=971
2025-11-21T01:32:58.136428 | science_explainers_168 | chunk 5 | prompt_tokens=1482, candidates_tokens=108, total_tokens=1590
2025-11-21T01:33:03.191504 | science_explainers_168 | chunk 6 | prompt_tokens=532, candidates_tokens=56, total_tokens=588
2025-11-21T01:33:07.633163 | science_explainers_168 | chunk 7 | prompt_tokens=882, candidates_tokens=90, total_tokens=972
2025-11-21T01:33:17.181774 | science_explainers_168 | chunk 8 | prompt_tokens=1932, candidates_tokens=135, total_tokens=2067
2025-11-21T01:33:22.718466 | science_explainers_168 | chunk 9 | prompt_tokens=682, candidates_tokens=69, total_tokens=751
2025-11-21T01:33:27.371814 | science_explainers_168 | chunk 10 | prompt_tokens=1032, candidates_tokens=94, total_tokens=1126
2025-11-21T01:33:32.654662 | science_explainers_165 | chunk 0 | prompt_tokens=2032, candidates_tokens=88, total_tokens=2120
2025-11-21T01:33:37.767653 | science_explainers_165 | chunk 1 | prompt_tokens=1757, candidates_tokens=124, total_tokens=1881
2025-11-21T01:33:44.087511 | science_explainers_165 | chunk 2 | prompt_tokens=1832, candidates_tokens=157, total_tokens=1989
2025-11-21T01:33:49.633894 | science_explainers_165 | chunk 3 | prompt_tokens=1257, candidates_tokens=66, total_tokens=1323
2025-11-21T01:33:55.033803 | science_explainers_165 | chunk 4 | prompt_tokens=1132, candidates_tokens=63, total_tokens=1195
2025-11-21T01:34:00.284807 | science_explainers_165 | chunk 5 | prompt_tokens=982, candidates_tokens=66, total_tokens=1048
2025-11-21T01:34:05.936323 | science_explainers_165 | chunk 6 | prompt_tokens=1082, candidates_tokens=106, total_tokens=1188
2025-11-21T01:34:12.185491 | science_explainers_165 | chunk 7 | prompt_tokens=1707, candidates_tokens=120, total_tokens=1827
2025-11-21T01:34:19.342612 | science_explainers_325 | chunk 0 | prompt_tokens=1882, candidates_tokens=99, total_tokens=1981
2025-11-21T01:34:24.447306 | science_explainers_325 | chunk 1 | prompt_tokens=782, candidates_tokens=45, total_tokens=827
2025-11-21T01:34:31.711156 | science_explainers_325 | chunk 2 | prompt_tokens=1707, candidates_tokens=196, total_tokens=1903
2025-11-21T01:34:36.912048 | science_explainers_325 | chunk 3 | prompt_tokens=1332, candidates_tokens=85, total_tokens=1417
2025-11-21T01:34:40.520126 | science_explainers_325 | chunk 4 | prompt_tokens=632, candidates_tokens=66, total_tokens=698
2025-11-21T01:34:47.552393 | science_explainers_325 | chunk 5 | prompt_tokens=1657, candidates_tokens=111, total_tokens=1768
2025-11-21T01:34:52.704318 | science_explainers_325 | chunk 6 | prompt_tokens=1157, candidates_tokens=87, total_tokens=1244
2025-11-21T01:34:57.664726 | science_explainers_325 | chunk 7 | prompt_tokens=1082, candidates_tokens=97, total_tokens=1179
2025-11-21T01:35:03.567118 | science_explainers_325 | chunk 8 | prompt_tokens=482, candidates_tokens=71, total_tokens=553
2025-11-21T01:35:09.204028 | science_explainers_325 | chunk 9 | prompt_tokens=1207, candidates_tokens=111, total_tokens=1318
2025-11-21T01:35:15.201293 | science_explainers_325 | chunk 10 | prompt_tokens=982, candidates_tokens=75, total_tokens=1057
2025-11-21T01:35:19.080831 | science_explainers_325 | chunk 11 | prompt_tokens=1007, candidates_tokens=73, total_tokens=1080
2025-11-21T01:35:23.770570 | science_explainers_325 | chunk 12 | prompt_tokens=782, candidates_tokens=62, total_tokens=844
2025-11-21T01:35:27.982108 | science_explainers_325 | chunk 13 | prompt_tokens=457, candidates_tokens=63, total_tokens=520
2025-11-21T01:35:32.226855 | science_explainers_325 | chunk 14 | prompt_tokens=682, candidates_tokens=79, total_tokens=761
2025-11-21T01:35:37.321266 | science_explainers_341 | chunk 0 | prompt_tokens=632, candidates_tokens=63, total_tokens=695
2025-11-21T01:35:43.148185 | science_explainers_341 | chunk 1 | prompt_tokens=1457, candidates_tokens=63, total_tokens=1520
2025-11-21T01:35:47.242292 | science_explainers_341 | chunk 2 | prompt_tokens=557, candidates_tokens=80, total_tokens=637
2025-11-21T01:35:53.204110 | science_explainers_341 | chunk 3 | prompt_tokens=1332, candidates_tokens=142, total_tokens=1474
2025-11-21T01:35:58.799608 | science_explainers_341 | chunk 4 | prompt_tokens=1232, candidates_tokens=93, total_tokens=1325
2025-11-21T01:36:01.973404 | science_explainers_341 | chunk 5 | prompt_tokens=257, candidates_tokens=43, total_tokens=300
2025-11-21T01:36:11.112406 | science_explainers_341 | chunk 6 | prompt_tokens=2982, candidates_tokens=184, total_tokens=3166
2025-11-21T01:36:16.610199 | science_explainers_341 | chunk 7 | prompt_tokens=1057, candidates_tokens=87, total_tokens=1144
2025-11-21T01:36:24.056902 | science_explainers_341 | chunk 8 | prompt_tokens=1357, candidates_tokens=143, total_tokens=1500
2025-11-21T01:36:34.214101 | science_explainers_341 | chunk 9 | prompt_tokens=2582, candidates_tokens=197, total_tokens=2779
2025-11-21T01:36:37.966727 | science_explainers_341 | chunk 10 | prompt_tokens=432, candidates_tokens=70, total_tokens=502
2025-11-21T01:36:45.717357 | science_explainers_341 | chunk 11 | prompt_tokens=757, candidates_tokens=57, total_tokens=814
2025-11-21T01:36:50.200578 | science_explainers_341 | chunk 12 | prompt_tokens=1157, candidates_tokens=100, total_tokens=1257
2025-11-21T01:36:54.435419 | science_explainers_341 | chunk 13 | prompt_tokens=1332, candidates_tokens=80, total_tokens=1412
2025-11-21T01:36:57.478691 | science_explainers_86 | chunk 0 | prompt_tokens=682, candidates_tokens=96, total_tokens=778
2025-11-21T01:37:01.024682 | science_explainers_86 | chunk 1 | prompt_tokens=907, candidates_tokens=86, total_tokens=993
2025-11-21T01:37:05.248666 | science_explainers_86 | chunk 2 | prompt_tokens=982, candidates_tokens=80, total_tokens=1062
2025-11-21T01:37:10.675393 | science_explainers_86 | chunk 3 | prompt_tokens=1082, candidates_tokens=137, total_tokens=1219
2025-11-21T01:37:14.051388 | science_explainers_86 | chunk 4 | prompt_tokens=657, candidates_tokens=67, total_tokens=724
2025-11-21T01:37:16.509041 | science_explainers_86 | chunk 5 | prompt_tokens=357, candidates_tokens=68, total_tokens=425
2025-11-21T01:37:22.154548 | science_explainers_86 | chunk 6 | prompt_tokens=782, candidates_tokens=117, total_tokens=899
2025-11-21T01:38:08.357037 | science_explainers_86 | chunk 7 | prompt_tokens=1257, candidates_tokens=111, total_tokens=1368
2025-11-21T01:38:14.623987 | science_explainers_86 | chunk 8 | prompt_tokens=1082, candidates_tokens=111, total_tokens=1193
2025-11-21T01:38:20.146643 | science_explainers_86 | chunk 9 | prompt_tokens=832, candidates_tokens=83, total_tokens=915
2025-11-21T01:38:25.397468 | science_explainers_86 | chunk 10 | prompt_tokens=1307, candidates_tokens=93, total_tokens=1400
2025-11-21T01:38:30.332992 | science_explainers_86 | chunk 11 | prompt_tokens=632, candidates_tokens=68, total_tokens=700
2025-11-21T01:38:36.011686 | science_explainers_86 | chunk 12 | prompt_tokens=607, candidates_tokens=52, total_tokens=659
2025-11-21T01:38:42.959370 | science_explainers_86 | chunk 13 | prompt_tokens=782, candidates_tokens=88, total_tokens=870
2025-11-21T01:38:51.313770 | science_explainers_86 | chunk 14 | prompt_tokens=1532, candidates_tokens=131, total_tokens=1663
2025-11-21T01:38:56.166044 | science_explainers_86 | chunk 15 | prompt_tokens=457, candidates_tokens=65, total_tokens=522
