2025-11-21T17:48:24.152095 | science_explainers_341 | chunk 0 | prompt_tokens=5764, candidates_tokens=330, total_tokens=7170
2025-11-21T19:06:32.402775 | science_explainers_325 | chunk 8 | prompt_tokens=2526, candidates_tokens=258, total_tokens=3306
2025-11-21T19:06:57.509644 | science_explainers_325 | chunk 9 | prompt_tokens=11682, candidates_tokens=364, total_tokens=12886
2025-11-21T19:07:16.488981 | science_explainers_325 | chunk 10 | prompt_tokens=8236, candidates_tokens=268, total_tokens=9393
2025-11-21T19:07:40.347646 | science_explainers_325 | chunk 11 | prompt_tokens=9443, candidates_tokens=489, total_tokens=11107
2025-11-21T19:07:53.718751 | science_explainers_325 | chunk 12 | prompt_tokens=7770, candidates_tokens=219, total_tokens=8679
2025-11-21T19:08:04.552160 | science_explainers_325 | chunk 13 | prompt_tokens=3192, candidates_tokens=260, total_tokens=3950
2025-11-21T19:08:18.710600 | science_explainers_325 | chunk 14 | prompt_tokens=4840, candidates_tokens=159, total_tokens=5587
2025-11-21T19:08:42.632892 | science_explainers_382 | chunk 0 | prompt_tokens=16356, candidates_tokens=305, total_tokens=17595
2025-11-21T19:09:06.430970 | science_explainers_382 | chunk 1 | prompt_tokens=9555, candidates_tokens=261, total_tokens=10543
2025-11-21T19:09:22.943240 | science_explainers_382 | chunk 2 | prompt_tokens=8211, candidates_tokens=403, total_tokens=9316
2025-11-21T19:09:36.174240 | science_explainers_382 | chunk 3 | prompt_tokens=4557, candidates_tokens=180, total_tokens=5194
2025-11-21T19:09:57.805359 | science_explainers_382 | chunk 4 | prompt_tokens=4507, candidates_tokens=313, total_tokens=5687
2025-11-21T19:10:25.744263 | science_explainers_382 | chunk 5 | prompt_tokens=14695, candidates_tokens=420, total_tokens=16019
2025-11-21T19:10:49.686383 | science_explainers_382 | chunk 6 | prompt_tokens=11965, candidates_tokens=186, total_tokens=12373
2025-11-21T19:11:00.321618 | science_explainers_382 | chunk 7 | prompt_tokens=5456, candidates_tokens=428, total_tokens=6279
2025-11-21T19:11:22.787933 | science_explainers_382 | chunk 8 | prompt_tokens=11940, candidates_tokens=427, total_tokens=13326
2025-11-21T19:11:51.019756 | science_explainers_382 | chunk 9 | prompt_tokens=11707, candidates_tokens=334, total_tokens=12568
2025-11-21T19:12:19.430352 | science_explainers_382 | chunk 10 | prompt_tokens=10833, candidates_tokens=227, total_tokens=11294
2025-11-21T19:13:04.604215 | science_explainers_382 | chunk 11 | prompt_tokens=13588, candidates_tokens=515, total_tokens=15398
2025-11-21T19:13:35.148487 | science_explainers_382 | chunk 12 | prompt_tokens=13378, candidates_tokens=292, total_tokens=14122
2025-11-21T19:14:13.064674 | science_explainers_382 | chunk 13 | prompt_tokens=34247, candidates_tokens=146, total_tokens=34582
2025-11-21T19:14:40.485594 | science_explainers_72 | chunk 0 | prompt_tokens=16959, candidates_tokens=100, total_tokens=17190
2025-11-21T19:15:05.113067 | science_explainers_72 | chunk 1 | prompt_tokens=18191, candidates_tokens=398, total_tokens=19456
2025-11-21T19:15:20.543645 | science_explainers_72 | chunk 2 | prompt_tokens=5148, candidates_tokens=276, total_tokens=6066
2025-11-21T19:15:45.622451 | science_explainers_72 | chunk 3 | prompt_tokens=13072, candidates_tokens=255, total_tokens=14515
2025-11-21T19:16:19.402074 | science_explainers_72 | chunk 4 | prompt_tokens=27272, candidates_tokens=395, total_tokens=28841
2025-11-21T19:16:33.150001 | science_explainers_72 | chunk 5 | prompt_tokens=3192, candidates_tokens=230, total_tokens=4219
2025-11-21T19:16:49.812351 | science_explainers_72 | chunk 6 | prompt_tokens=1985, candidates_tokens=266, total_tokens=2700
2025-11-21T19:17:11.302581 | science_explainers_72 | chunk 7 | prompt_tokens=8261, candidates_tokens=323, total_tokens=9558
2025-11-21T19:17:29.388386 | science_explainers_72 | chunk 8 | prompt_tokens=12789, candidates_tokens=137, total_tokens=13174
2025-11-21T19:17:48.659214 | science_explainers_72 | chunk 9 | prompt_tokens=10267, candidates_tokens=248, total_tokens=11137
2025-11-21T19:18:00.667854 | science_explainers_72 | chunk 10 | prompt_tokens=3500, candidates_tokens=244, total_tokens=4558
2025-11-21T19:18:19.438447 | science_explainers_72 | chunk 11 | prompt_tokens=7184, candidates_tokens=204, total_tokens=7889
2025-11-21T19:18:36.473060 | science_explainers_72 | chunk 12 | prompt_tokens=9160, candidates_tokens=287, total_tokens=10428
2025-11-21T19:19:01.946380 | science_explainers_72 | chunk 13 | prompt_tokens=12198, candidates_tokens=327, total_tokens=13104
2025-11-21T19:19:35.368176 | science_explainers_72 | chunk 14 | prompt_tokens=21795, candidates_tokens=182, total_tokens=22236
2025-11-21T19:19:59.970765 | science_explainers_338 | chunk 0 | prompt_tokens=9847, candidates_tokens=225, total_tokens=10514
2025-11-21T19:20:24.489009 | science_explainers_338 | chunk 1 | prompt_tokens=11707, candidates_tokens=166, total_tokens=12153
2025-11-21T19:20:36.021355 | science_explainers_338 | chunk 2 | prompt_tokens=2859, candidates_tokens=156, total_tokens=3281
2025-11-21T19:20:54.067384 | science_explainers_338 | chunk 3 | prompt_tokens=6821, candidates_tokens=211, total_tokens=7595
2025-11-21T19:21:22.168768 | science_explainers_338 | chunk 4 | prompt_tokens=11116, candidates_tokens=356, total_tokens=12275
2025-11-21T19:21:53.094408 | science_explainers_338 | chunk 5 | prompt_tokens=19248, candidates_tokens=182, total_tokens=19945
2025-11-21T19:22:06.637580 | science_explainers_338 | chunk 6 | prompt_tokens=3142, candidates_tokens=204, total_tokens=3912
2025-11-21T19:22:35.759661 | science_explainers_338 | chunk 7 | prompt_tokens=17808, candidates_tokens=245, total_tokens=18278
2025-11-21T19:23:38.143406 | science_explainers_338 | chunk 8 | prompt_tokens=43353, candidates_tokens=186, total_tokens=43811
2025-11-21T19:24:18.150805 | science_explainers_338 | chunk 9 | prompt_tokens=26665, candidates_tokens=147, total_tokens=27388
2025-11-21T19:24:43.193489 | science_explainers_338 | chunk 10 | prompt_tokens=12520, candidates_tokens=288, total_tokens=13452
2025-11-21T19:25:05.299766 | science_explainers_104 | chunk 0 | prompt_tokens=5073, candidates_tokens=440, total_tokens=6611
2025-11-21T19:25:32.185930 | science_explainers_104 | chunk 1 | prompt_tokens=14229, candidates_tokens=389, total_tokens=15447
2025-11-21T19:25:52.230417 | science_explainers_104 | chunk 2 | prompt_tokens=8186, candidates_tokens=458, total_tokens=9746
2025-11-21T19:26:11.492777 | science_explainers_104 | chunk 3 | prompt_tokens=11399, candidates_tokens=272, total_tokens=12292
2025-11-21T19:26:24.685729 | science_explainers_104 | chunk 4 | prompt_tokens=4249, candidates_tokens=216, total_tokens=5123
2025-11-21T19:26:38.756166 | science_explainers_104 | chunk 5 | prompt_tokens=2243, candidates_tokens=303, total_tokens=2950
2025-11-21T19:26:57.571839 | science_explainers_104 | chunk 6 | prompt_tokens=12223, candidates_tokens=293, total_tokens=13262
2025-11-21T19:27:12.434315 | science_explainers_104 | chunk 7 | prompt_tokens=6871, candidates_tokens=304, total_tokens=7694
2025-11-21T19:27:27.272828 | science_explainers_104 | chunk 8 | prompt_tokens=6305, candidates_tokens=254, total_tokens=6858
2025-11-21T19:27:41.592126 | science_explainers_104 | chunk 9 | prompt_tokens=6280, candidates_tokens=207, total_tokens=6791
2025-11-21T19:28:00.731770 | science_explainers_104 | chunk 10 | prompt_tokens=6601, candidates_tokens=192, total_tokens=7330
2025-11-21T19:28:22.781978 | science_explainers_104 | chunk 11 | prompt_tokens=10192, candidates_tokens=313, total_tokens=11428
2025-11-21T19:28:42.832735 | science_explainers_104 | chunk 12 | prompt_tokens=10448, candidates_tokens=249, total_tokens=11039
2025-11-21T19:29:09.943737 | science_explainers_104 | chunk 13 | prompt_tokens=16160, candidates_tokens=464, total_tokens=17686
2025-11-21T19:30:00.950844 | science_explainers_399 | chunk 0 | prompt_tokens=14562, candidates_tokens=484, total_tokens=17050
2025-11-21T19:30:31.023047 | science_explainers_399 | chunk 1 | prompt_tokens=16030, candidates_tokens=459, total_tokens=17314
2025-11-21T19:30:54.752596 | science_explainers_399 | chunk 2 | prompt_tokens=10883, candidates_tokens=359, total_tokens=11854
2025-11-21T19:31:18.549656 | science_explainers_399 | chunk 3 | prompt_tokens=10808, candidates_tokens=297, total_tokens=11832
2025-11-21T19:31:49.249825 | science_explainers_399 | chunk 4 | prompt_tokens=14720, candidates_tokens=282, total_tokens=15568
2025-11-21T19:32:18.834707 | science_explainers_399 | chunk 5 | prompt_tokens=9318, candidates_tokens=337, total_tokens=10494
2025-11-21T19:32:46.958866 | science_explainers_399 | chunk 6 | prompt_tokens=6255, candidates_tokens=284, total_tokens=7588
2025-11-21T19:33:18.176153 | science_explainers_399 | chunk 7 | prompt_tokens=5897, candidates_tokens=297, total_tokens=6942
2025-11-21T19:33:37.890807 | science_explainers_399 | chunk 8 | prompt_tokens=5173, candidates_tokens=263, total_tokens=5758
2025-11-21T19:33:57.564823 | science_explainers_399 | chunk 9 | prompt_tokens=5639, candidates_tokens=250, total_tokens=6359
2025-11-21T19:34:50.747224 | science_explainers_399 | chunk 10 | prompt_tokens=16518, candidates_tokens=551, total_tokens=17836
2025-11-21T19:36:01.345241 | science_explainers_399 | chunk 11 | prompt_tokens=21512, candidates_tokens=526, total_tokens=23259
2025-11-21T19:36:30.553192 | science_explainers_241 | chunk 0 | prompt_tokens=12714, candidates_tokens=183, total_tokens=13250
2025-11-21T19:37:10.118287 | science_explainers_241 | chunk 1 | prompt_tokens=22719, candidates_tokens=102, total_tokens=23122
2025-11-21T19:37:34.385278 | science_explainers_241 | chunk 2 | prompt_tokens=9676, candidates_tokens=369, total_tokens=10870
2025-11-21T19:37:52.670531 | science_explainers_241 | chunk 3 | prompt_tokens=5714, candidates_tokens=87, total_tokens=6007
2025-11-21T19:38:23.290657 | science_explainers_241 | chunk 4 | prompt_tokens=11323, candidates_tokens=115, total_tokens=11723
2025-11-21T19:38:48.597122 | science_explainers_241 | chunk 5 | prompt_tokens=8361, candidates_tokens=181, total_tokens=9070
2025-11-21T19:39:05.695439 | science_explainers_241 | chunk 6 | prompt_tokens=3665, candidates_tokens=115, total_tokens=4038
2025-11-21T19:39:35.698314 | science_explainers_241 | chunk 7 | prompt_tokens=9837, candidates_tokens=125, total_tokens=10349
2025-11-21T19:40:08.685744 | science_explainers_241 | chunk 8 | prompt_tokens=13969, candidates_tokens=84, total_tokens=14281
2025-11-21T19:40:56.648710 | science_explainers_241 | chunk 9 | prompt_tokens=16701, candidates_tokens=144, total_tokens=17231
2025-11-21T19:41:29.604378 | science_explainers_241 | chunk 10 | prompt_tokens=15053, candidates_tokens=131, total_tokens=15576
2025-11-21T19:41:54.120293 | science_explainers_241 | chunk 11 | prompt_tokens=10217, candidates_tokens=137, total_tokens=10642
2025-11-21T19:42:12.865608 | science_explainers_241 | chunk 12 | prompt_tokens=6072, candidates_tokens=103, total_tokens=6563
2025-11-21T19:42:31.798951 | science_explainers_241 | chunk 13 | prompt_tokens=5381, candidates_tokens=125, total_tokens=5850
2025-11-21T19:43:06.151797 | science_explainers_241 | chunk 14 | prompt_tokens=11322, candidates_tokens=423, total_tokens=12506
2025-11-21T19:43:27.340039 | science_explainers_268 | chunk 0 | prompt_tokens=4790, candidates_tokens=147, total_tokens=5128
2025-11-21T19:44:18.815884 | science_explainers_268 | chunk 1 | prompt_tokens=20946, candidates_tokens=95, total_tokens=21514
2025-11-21T19:44:31.835777 | science_explainers_268 | chunk 2 | prompt_tokens=2651, candidates_tokens=172, total_tokens=3403
2025-11-21T19:44:55.369321 | science_explainers_268 | chunk 3 | prompt_tokens=7494, candidates_tokens=286, total_tokens=8933
2025-11-21T19:45:26.546425 | science_explainers_268 | chunk 4 | prompt_tokens=12198, candidates_tokens=330, total_tokens=13149
2025-11-21T19:45:58.473195 | science_explainers_268 | chunk 5 | prompt_tokens=8777, candidates_tokens=179, total_tokens=9323
2025-11-21T19:46:34.349936 | science_explainers_268 | chunk 6 | prompt_tokens=12248, candidates_tokens=277, total_tokens=13085
2025-11-21T19:47:01.534022 | science_explainers_268 | chunk 7 | prompt_tokens=8877, candidates_tokens=166, total_tokens=9450
2025-11-21T19:47:27.324565 | science_explainers_268 | chunk 8 | prompt_tokens=10833, candidates_tokens=299, total_tokens=11555
2025-11-21T19:47:59.774149 | science_explainers_268 | chunk 9 | prompt_tokens=8494, candidates_tokens=238, total_tokens=9031
2025-11-21T19:49:08.250263 | science_explainers_268 | chunk 10 | prompt_tokens=21870, candidates_tokens=302, total_tokens=22779
2025-11-21T19:49:31.736545 | science_explainers_268 | chunk 11 | prompt_tokens=9959, candidates_tokens=77, total_tokens=10163
2025-11-21T19:49:52.464793 | science_explainers_268 | chunk 12 | prompt_tokens=7412, candidates_tokens=90, total_tokens=7727
2025-11-21T19:50:26.047600 | science_explainers_150 | chunk 0 | prompt_tokens=7437, candidates_tokens=326, total_tokens=8934
2025-11-21T19:51:01.464885 | science_explainers_150 | chunk 1 | prompt_tokens=7953, candidates_tokens=314, total_tokens=9432
2025-11-21T19:51:25.496577 | science_explainers_150 | chunk 2 | prompt_tokens=6047, candidates_tokens=378, total_tokens=7477
2025-11-21T19:52:01.411721 | science_explainers_150 | chunk 3 | prompt_tokens=6563, candidates_tokens=193, total_tokens=7669
2025-11-21T19:52:46.309922 | science_explainers_150 | chunk 4 | prompt_tokens=10883, candidates_tokens=295, total_tokens=11960
2025-11-21T19:53:14.051528 | science_explainers_150 | chunk 5 | prompt_tokens=5431, candidates_tokens=164, total_tokens=6004
2025-11-21T19:54:08.633034 | science_explainers_150 | chunk 6 | prompt_tokens=16776, candidates_tokens=151, total_tokens=17152
2025-11-21T19:55:12.154251 | science_explainers_150 | chunk 7 | prompt_tokens=13896, candidates_tokens=434, total_tokens=15917
2025-11-21T19:56:45.362638 | science_explainers_150 | chunk 8 | prompt_tokens=27172, candidates_tokens=275, total_tokens=28212
2025-11-21T19:57:44.095827 | science_explainers_150 | chunk 9 | prompt_tokens=16518, candidates_tokens=279, total_tokens=17819
2025-11-21T19:59:07.362768 | science_explainers_165 | chunk 0 | prompt_tokens=22536, candidates_tokens=251, total_tokens=23302
2025-11-21T19:59:57.831178 | science_explainers_165 | chunk 1 | prompt_tokens=19284, candidates_tokens=615, total_tokens=21164
2025-11-21T20:00:56.941170 | science_explainers_165 | chunk 2 | prompt_tokens=17833, candidates_tokens=720, total_tokens=19522
2025-11-21T20:01:30.952345 | science_explainers_165 | chunk 3 | prompt_tokens=11657, candidates_tokens=377, total_tokens=12379
2025-11-21T20:02:23.516469 | science_explainers_165 | chunk 4 | prompt_tokens=11141, candidates_tokens=272, total_tokens=12934
2025-11-21T20:02:57.105419 | science_explainers_165 | chunk 5 | prompt_tokens=10148, candidates_tokens=420, total_tokens=11675
2025-11-21T20:03:34.900017 | science_explainers_165 | chunk 6 | prompt_tokens=9035, candidates_tokens=434, total_tokens=11275
2025-11-21T20:04:27.302240 | science_explainers_165 | chunk 7 | prompt_tokens=18421, candidates_tokens=654, total_tokens=19853
2025-11-21T20:04:56.014301 | science_explainers_227 | chunk 0 | prompt_tokens=8877, candidates_tokens=266, total_tokens=9750
2025-11-21T20:05:42.006753 | science_explainers_227 | chunk 1 | prompt_tokens=13399, candidates_tokens=161, total_tokens=14025
2025-11-21T20:05:56.775491 | science_explainers_227 | chunk 2 | prompt_tokens=2268, candidates_tokens=138, total_tokens=2643
2025-11-21T20:06:24.756086 | science_explainers_227 | chunk 3 | prompt_tokens=6771, candidates_tokens=127, total_tokens=7124
2025-11-21T20:07:31.699739 | science_explainers_227 | chunk 4 | prompt_tokens=23235, candidates_tokens=155, total_tokens=24219
2025-11-21T20:07:59.797405 | science_explainers_227 | chunk 5 | prompt_tokens=8028, candidates_tokens=125, total_tokens=8424
2025-11-21T20:08:50.293452 | science_explainers_227 | chunk 6 | prompt_tokens=17675, candidates_tokens=118, total_tokens=17949
2025-11-21T20:09:31.537441 | science_explainers_227 | chunk 7 | prompt_tokens=11632, candidates_tokens=106, total_tokens=11963
2025-11-21T20:09:54.534461 | science_explainers_227 | chunk 8 | prompt_tokens=5431, candidates_tokens=68, total_tokens=5662
2025-11-21T20:10:32.318286 | science_explainers_227 | chunk 9 | prompt_tokens=13405, candidates_tokens=298, total_tokens=14075
2025-11-21T20:10:52.670225 | science_explainers_227 | chunk 10 | prompt_tokens=4251, candidates_tokens=151, total_tokens=4705
2025-11-21T20:11:25.224942 | science_explainers_227 | chunk 11 | prompt_tokens=8069, candidates_tokens=134, total_tokens=8389
2025-11-21T20:11:44.493660 | science_explainers_227 | chunk 12 | prompt_tokens=3651, candidates_tokens=169, total_tokens=4251
2025-11-21T20:12:26.474468 | science_explainers_227 | chunk 13 | prompt_tokens=9909, candidates_tokens=326, total_tokens=11069
2025-11-21T20:13:04.470029 | science_explainers_86 | chunk 0 | prompt_tokens=6605, candidates_tokens=316, total_tokens=7549
2025-11-21T20:13:45.264987 | science_explainers_86 | chunk 1 | prompt_tokens=8003, candidates_tokens=287, total_tokens=9281
2025-11-21T20:14:17.701679 | science_explainers_86 | chunk 2 | prompt_tokens=8494, candidates_tokens=322, total_tokens=9824
2025-11-21T20:15:07.262370 | science_explainers_86 | chunk 3 | prompt_tokens=10858, candidates_tokens=427, total_tokens=12820
2025-11-21T20:15:36.120761 | science_explainers_86 | chunk 4 | prompt_tokens=4224, candidates_tokens=247, total_tokens=5484
2025-11-21T20:15:50.198639 | science_explainers_86 | chunk 5 | prompt_tokens=1752, candidates_tokens=319, total_tokens=3197
2025-11-21T20:16:15.232061 | science_explainers_86 | chunk 6 | prompt_tokens=6538, candidates_tokens=246, total_tokens=7453
2025-11-21T20:16:58.132377 | science_explainers_86 | chunk 7 | prompt_tokens=13390, candidates_tokens=404, total_tokens=15009
2025-11-21T20:17:38.448020 | science_explainers_86 | chunk 8 | prompt_tokens=10575, candidates_tokens=278, total_tokens=11943
2025-11-21T20:18:11.997037 | science_explainers_86 | chunk 9 | prompt_tokens=6846, candidates_tokens=291, total_tokens=7858
2025-11-21T20:19:10.965072 | science_explainers_86 | chunk 10 | prompt_tokens=11557, candidates_tokens=524, total_tokens=13919
2025-11-21T20:19:37.100405 | science_explainers_86 | chunk 11 | prompt_tokens=5506, candidates_tokens=227, total_tokens=6638
2025-11-21T20:20:01.822878 | science_explainers_86 | chunk 12 | prompt_tokens=4274, candidates_tokens=323, total_tokens=5023
2025-11-21T20:20:34.892494 | science_explainers_86 | chunk 13 | prompt_tokens=6871, candidates_tokens=493, total_tokens=8498
2025-11-21T20:21:37.474511 | science_explainers_86 | chunk 14 | prompt_tokens=15361, candidates_tokens=560, total_tokens=17434
2025-11-21T20:21:54.146899 | science_explainers_86 | chunk 15 | prompt_tokens=2576, candidates_tokens=255, total_tokens=3705
2025-11-21T20:22:19.402128 | science_explainers_86 | chunk 16 | prompt_tokens=8968, candidates_tokens=204, total_tokens=9963
2025-11-21T20:22:47.625332 | science_explainers_331 | chunk 0 | prompt_tokens=8469, candidates_tokens=505, total_tokens=10805
2025-11-21T20:23:15.795986 | science_explainers_331 | chunk 1 | prompt_tokens=21951, candidates_tokens=300, total_tokens=22568
2025-11-21T20:23:42.632824 | science_explainers_331 | chunk 2 | prompt_tokens=10858, candidates_tokens=385, total_tokens=11750
2025-11-21T20:24:06.793345 | science_explainers_331 | chunk 3 | prompt_tokens=8852, candidates_tokens=358, total_tokens=10084
2025-11-21T20:24:24.239322 | science_explainers_331 | chunk 4 | prompt_tokens=10746, candidates_tokens=223, total_tokens=11394
2025-11-21T20:24:51.077632 | science_explainers_331 | chunk 5 | prompt_tokens=13355, candidates_tokens=364, total_tokens=14652
2025-11-21T20:25:38.858695 | science_explainers_331 | chunk 6 | prompt_tokens=24084, candidates_tokens=609, total_tokens=25843
2025-11-21T20:26:09.999515 | science_explainers_331 | chunk 7 | prompt_tokens=16135, candidates_tokens=380, total_tokens=17261
2025-11-21T20:26:27.838150 | science_explainers_331 | chunk 8 | prompt_tokens=8981, candidates_tokens=409, total_tokens=10377
2025-11-21T20:26:56.583904 | science_explainers_331 | chunk 9 | prompt_tokens=11066, candidates_tokens=568, total_tokens=13138
2025-11-21T20:27:20.499322 | science_explainers_331 | chunk 10 | prompt_tokens=10758, candidates_tokens=377, total_tokens=11832
2025-11-21T20:27:38.787994 | science_explainers_331 | chunk 11 | prompt_tokens=7412, candidates_tokens=309, total_tokens=8445
2025-11-21T20:27:58.929903 | science_explainers_331 | chunk 12 | prompt_tokens=9909, candidates_tokens=230, total_tokens=10613
2025-11-21T20:28:29.971563 | science_explainers_92 | chunk 0 | prompt_tokens=11582, candidates_tokens=94, total_tokens=11906
2025-11-21T20:28:53.834135 | science_explainers_92 | chunk 1 | prompt_tokens=5739, candidates_tokens=195, total_tokens=6486
2025-11-21T20:29:11.969650 | science_explainers_92 | chunk 2 | prompt_tokens=5722, candidates_tokens=153, total_tokens=6162
2025-11-21T20:30:03.604888 | science_explainers_92 | chunk 3 | prompt_tokens=17515, candidates_tokens=155, total_tokens=18217
2025-11-21T20:30:29.357236 | science_explainers_92 | chunk 4 | prompt_tokens=8379, candidates_tokens=155, total_tokens=9095
2025-11-21T20:31:02.435538 | science_explainers_92 | chunk 5 | prompt_tokens=14865, candidates_tokens=149, total_tokens=15434
2025-11-21T20:31:22.713035 | science_explainers_92 | chunk 6 | prompt_tokens=5456, candidates_tokens=131, total_tokens=5822
2025-11-21T20:31:46.509606 | science_explainers_92 | chunk 7 | prompt_tokens=8071, candidates_tokens=142, total_tokens=8860
2025-11-21T20:32:38.652871 | science_explainers_92 | chunk 8 | prompt_tokens=6846, candidates_tokens=147, total_tokens=7259
2025-11-21T20:33:00.358228 | science_explainers_92 | chunk 9 | prompt_tokens=5431, candidates_tokens=118, total_tokens=5772
2025-11-21T20:33:26.505535 | science_explainers_92 | chunk 10 | prompt_tokens=6871, candidates_tokens=114, total_tokens=7213
2025-11-21T20:33:50.714803 | science_explainers_92 | chunk 11 | prompt_tokens=6563, candidates_tokens=83, total_tokens=7011
2025-11-21T20:34:33.169593 | science_explainers_92 | chunk 12 | prompt_tokens=13305, candidates_tokens=371, total_tokens=14295
2025-11-21T20:34:53.868479 | science_explainers_92 | chunk 13 | prompt_tokens=4041, candidates_tokens=258, total_tokens=5544
2025-11-21T20:36:08.487521 | science_explainers_92 | chunk 14 | prompt_tokens=26090, candidates_tokens=315, total_tokens=27349
2025-11-21T20:36:25.880195 | science_explainers_92 | chunk 15 | prompt_tokens=4557, candidates_tokens=86, total_tokens=5062
2025-11-21T20:36:54.278097 | science_explainers_192 | chunk 0 | prompt_tokens=8594, candidates_tokens=207, total_tokens=9508
2025-11-21T20:37:35.325593 | science_explainers_192 | chunk 1 | prompt_tokens=10833, candidates_tokens=340, total_tokens=11767
2025-11-21T20:38:37.074596 | science_explainers_192 | chunk 2 | prompt_tokens=6821, candidates_tokens=323, total_tokens=8014
2025-11-21T20:39:08.592876 | science_explainers_192 | chunk 3 | prompt_tokens=12518, candidates_tokens=346, total_tokens=13820
2025-11-21T20:39:19.706723 | science_explainers_192 | chunk 4 | prompt_tokens=2576, candidates_tokens=191, total_tokens=3141
2025-11-21T20:39:46.136586 | science_explainers_192 | chunk 5 | prompt_tokens=8957, candidates_tokens=312, total_tokens=9763
2025-11-21T20:40:50.653046 | science_explainers_192 | chunk 6 | prompt_tokens=16135, candidates_tokens=676, total_tokens=19547
2025-11-21T20:41:12.603372 | science_explainers_192 | chunk 7 | prompt_tokens=4324, candidates_tokens=195, total_tokens=4945
2025-11-21T20:41:27.033160 | science_explainers_192 | chunk 8 | prompt_tokens=4324, candidates_tokens=189, total_tokens=5335
2025-11-21T20:41:39.087776 | science_explainers_192 | chunk 9 | prompt_tokens=3192, candidates_tokens=182, total_tokens=3611
2025-11-21T20:42:28.213542 | science_explainers_192 | chunk 10 | prompt_tokens=12515, candidates_tokens=389, total_tokens=13489
2025-11-21T20:43:06.779448 | science_explainers_192 | chunk 11 | prompt_tokens=13971, candidates_tokens=290, total_tokens=14965
2025-11-21T20:43:16.535166 | science_explainers_192 | chunk 12 | prompt_tokens=1419, candidates_tokens=106, total_tokens=1697
2025-11-21T20:44:02.762479 | science_explainers_192 | chunk 13 | prompt_tokens=15003, candidates_tokens=317, total_tokens=16564
2025-11-21T20:44:14.444827 | science_explainers_342 | chunk 0 | prompt_tokens=1444, candidates_tokens=252, total_tokens=2435
2025-11-21T20:44:43.653764 | science_explainers_342 | chunk 1 | prompt_tokens=13403, candidates_tokens=448, total_tokens=14791
2025-11-21T20:45:22.313974 | science_explainers_342 | chunk 2 | prompt_tokens=11915, candidates_tokens=593, total_tokens=13741
2025-11-21T20:46:11.237514 | science_explainers_342 | chunk 3 | prompt_tokens=16751, candidates_tokens=489, total_tokens=18661
2025-11-21T20:46:25.887977 | science_explainers_342 | chunk 4 | prompt_tokens=3375, candidates_tokens=239, total_tokens=4236
2025-11-21T20:46:51.987657 | science_explainers_342 | chunk 5 | prompt_tokens=12801, candidates_tokens=347, total_tokens=14486
2025-11-21T20:47:20.186667 | science_explainers_342 | chunk 6 | prompt_tokens=7595, candidates_tokens=215, total_tokens=8600
2025-11-21T20:47:41.245638 | science_explainers_342 | chunk 7 | prompt_tokens=5664, candidates_tokens=299, total_tokens=6998
2025-11-21T20:48:05.647420 | science_explainers_342 | chunk 8 | prompt_tokens=7104, candidates_tokens=356, total_tokens=8222
2025-11-21T20:48:20.265413 | science_explainers_342 | chunk 9 | prompt_tokens=6296, candidates_tokens=258, total_tokens=7064
2025-11-21T20:48:34.536737 | science_explainers_342 | chunk 10 | prompt_tokens=7501, candidates_tokens=314, total_tokens=8338
2025-11-21T20:49:01.386737 | science_explainers_342 | chunk 11 | prompt_tokens=9318, candidates_tokens=360, total_tokens=10760
2025-11-21T20:49:39.494944 | science_explainers_342 | chunk 12 | prompt_tokens=13047, candidates_tokens=1178, total_tokens=14772
2025-11-21T20:50:02.510081 | science_explainers_342 | chunk 13 | prompt_tokens=9552, candidates_tokens=331, total_tokens=10418
2025-11-21T20:50:37.826692 | science_explainers_342 | chunk 14 | prompt_tokens=11324, candidates_tokens=368, total_tokens=12495
2025-11-21T20:50:57.483473 | science_explainers_342 | chunk 15 | prompt_tokens=3758, candidates_tokens=218, total_tokens=5034
2025-11-21T20:51:08.657405 | science_explainers_342 | chunk 16 | prompt_tokens=2035, candidates_tokens=125, total_tokens=2540
2025-11-21T20:52:04.452354 | science_explainers_402 | chunk 0 | prompt_tokens=23052, candidates_tokens=1112, total_tokens=24738
2025-11-21T20:52:58.008601 | science_explainers_402 | chunk 1 | prompt_tokens=12223, candidates_tokens=715, total_tokens=13561
2025-11-21T20:53:21.677196 | science_explainers_402 | chunk 2 | prompt_tokens=6011, candidates_tokens=285, total_tokens=7252
2025-11-21T20:53:37.811135 | science_explainers_402 | chunk 3 | prompt_tokens=5897, candidates_tokens=202, total_tokens=6405
2025-11-21T20:53:58.665627 | science_explainers_402 | chunk 4 | prompt_tokens=11912, candidates_tokens=261, total_tokens=12687
2025-11-21T20:54:14.016075 | science_explainers_402 | chunk 5 | prompt_tokens=4841, candidates_tokens=220, total_tokens=5512
2025-11-21T20:55:29.443607 | science_explainers_402 | chunk 6 | prompt_tokens=15644, candidates_tokens=517, total_tokens=18959
2025-11-21T20:56:04.297124 | science_explainers_402 | chunk 7 | prompt_tokens=4915, candidates_tokens=365, total_tokens=6456
2025-11-21T20:56:35.971739 | science_explainers_402 | chunk 8 | prompt_tokens=8311, candidates_tokens=220, total_tokens=8908
2025-11-21T20:57:30.518839 | science_explainers_402 | chunk 9 | prompt_tokens=25767, candidates_tokens=391, total_tokens=26752
2025-11-21T20:57:46.468763 | science_explainers_402 | chunk 10 | prompt_tokens=2834, candidates_tokens=228, total_tokens=3744
