2025-11-21T00:25:38.683376 | sports_talk_shows_133 | chunk 0 | prompt_tokens=1132, candidates_tokens=106, total_tokens=1238
2025-11-21T00:43:37.920793 | sports_talk_shows_132 | chunk 5 | prompt_tokens=1232, candidates_tokens=80, total_tokens=1312
2025-11-21T00:43:40.587430 | sports_talk_shows_288 | chunk 9 | prompt_tokens=1232, candidates_tokens=82, total_tokens=1314
2025-11-21T00:43:45.941866 | sports_talk_shows_132 | chunk 6 | prompt_tokens=1532, candidates_tokens=145, total_tokens=1677
2025-11-21T00:43:48.723193 | sports_talk_shows_294 | chunk 0 | prompt_tokens=1207, candidates_tokens=102, total_tokens=1309
2025-11-21T00:43:53.547872 | sports_talk_shows_294 | chunk 1 | prompt_tokens=682, candidates_tokens=119, total_tokens=801
2025-11-21T00:43:58.703354 | sports_talk_shows_132 | chunk 7 | prompt_tokens=1932, candidates_tokens=84, total_tokens=2016
2025-11-21T00:44:00.564005 | sports_talk_shows_294 | chunk 2 | prompt_tokens=682, candidates_tokens=48, total_tokens=730
2025-11-21T00:44:04.384484 | sports_talk_shows_132 | chunk 8 | prompt_tokens=957, candidates_tokens=71, total_tokens=1028
2025-11-21T00:44:05.243624 | sports_talk_shows_294 | chunk 3 | prompt_tokens=982, candidates_tokens=53, total_tokens=1035
2025-11-21T00:44:09.739369 | sports_talk_shows_132 | chunk 9 | prompt_tokens=607, candidates_tokens=82, total_tokens=689
2025-11-21T00:44:14.825893 | sports_talk_shows_294 | chunk 4 | prompt_tokens=1182, candidates_tokens=127, total_tokens=1309
2025-11-21T00:44:18.886544 | sports_talk_shows_132 | chunk 10 | prompt_tokens=1782, candidates_tokens=105, total_tokens=1887
2025-11-21T00:44:20.377360 | sports_talk_shows_294 | chunk 5 | prompt_tokens=757, candidates_tokens=87, total_tokens=844
2025-11-21T00:44:26.634998 | sports_talk_shows_294 | chunk 6 | prompt_tokens=982, candidates_tokens=51, total_tokens=1033
2025-11-21T00:44:34.121234 | sports_talk_shows_132 | chunk 11 | prompt_tokens=1882, candidates_tokens=63, total_tokens=1945
2025-11-21T00:44:35.529264 | sports_talk_shows_294 | chunk 7 | prompt_tokens=832, candidates_tokens=77, total_tokens=909
2025-11-21T00:44:40.719595 | sports_talk_shows_294 | chunk 8 | prompt_tokens=832, candidates_tokens=101, total_tokens=933
2025-11-21T00:44:42.490298 | sports_talk_shows_132 | chunk 12 | prompt_tokens=1607, candidates_tokens=145, total_tokens=1752
2025-11-21T00:44:47.689607 | sports_talk_shows_294 | chunk 9 | prompt_tokens=807, candidates_tokens=62, total_tokens=869
2025-11-21T00:44:49.184912 | sports_talk_shows_327 | chunk 0 | prompt_tokens=982, candidates_tokens=157, total_tokens=1139
2025-11-21T00:44:52.226515 | sports_talk_shows_294 | chunk 10 | prompt_tokens=807, candidates_tokens=76, total_tokens=883
2025-11-21T00:44:57.365292 | sports_talk_shows_327 | chunk 1 | prompt_tokens=1532, candidates_tokens=118, total_tokens=1650
2025-11-21T00:44:57.740774 | sports_talk_shows_294 | chunk 11 | prompt_tokens=907, candidates_tokens=94, total_tokens=1001
2025-11-21T00:45:01.523585 | sports_talk_shows_294 | chunk 12 | prompt_tokens=382, candidates_tokens=48, total_tokens=430
2025-11-21T00:45:04.522068 | sports_talk_shows_327 | chunk 2 | prompt_tokens=1707, candidates_tokens=103, total_tokens=1810
2025-11-21T00:45:08.828563 | sports_talk_shows_294 | chunk 13 | prompt_tokens=1257, candidates_tokens=89, total_tokens=1346
2025-11-21T00:45:20.130311 | sports_talk_shows_327 | chunk 3 | prompt_tokens=1407, candidates_tokens=104, total_tokens=1511
2025-11-21T00:45:22.356399 | sports_talk_shows_294 | chunk 14 | prompt_tokens=1707, candidates_tokens=80, total_tokens=1787
2025-11-21T00:45:23.852103 | sports_talk_shows_327 | chunk 4 | prompt_tokens=1032, candidates_tokens=54, total_tokens=1086
2025-11-21T00:45:28.025228 | sports_talk_shows_270 | chunk 0 | prompt_tokens=807, candidates_tokens=118, total_tokens=925
2025-11-21T00:45:31.959819 | sports_talk_shows_270 | chunk 1 | prompt_tokens=482, candidates_tokens=76, total_tokens=558
2025-11-21T00:45:32.477636 | sports_talk_shows_327 | chunk 5 | prompt_tokens=1482, candidates_tokens=72, total_tokens=1554
2025-11-21T00:45:36.111537 | sports_talk_shows_270 | chunk 2 | prompt_tokens=607, candidates_tokens=74, total_tokens=681
2025-11-21T00:45:37.766018 | sports_talk_shows_327 | chunk 6 | prompt_tokens=957, candidates_tokens=69, total_tokens=1026
2025-11-21T00:45:48.717679 | sports_talk_shows_270 | chunk 3 | prompt_tokens=1182, candidates_tokens=149, total_tokens=1331
2025-11-21T00:45:52.423609 | sports_talk_shows_327 | chunk 7 | prompt_tokens=2132, candidates_tokens=122, total_tokens=2254
2025-11-21T00:45:53.707790 | sports_talk_shows_270 | chunk 4 | prompt_tokens=607, candidates_tokens=113, total_tokens=720
2025-11-21T00:45:57.120000 | sports_talk_shows_327 | chunk 8 | prompt_tokens=557, candidates_tokens=75, total_tokens=632
2025-11-21T00:45:59.285301 | sports_talk_shows_270 | chunk 5 | prompt_tokens=1082, candidates_tokens=85, total_tokens=1167
2025-11-21T00:46:05.264782 | sports_talk_shows_327 | chunk 9 | prompt_tokens=1157, candidates_tokens=87, total_tokens=1244
2025-11-21T00:46:09.275541 | sports_talk_shows_270 | chunk 6 | prompt_tokens=1207, candidates_tokens=89, total_tokens=1296
2025-11-21T00:46:13.387725 | sports_talk_shows_327 | chunk 10 | prompt_tokens=1107, candidates_tokens=93, total_tokens=1200
2025-11-21T00:46:14.631115 | sports_talk_shows_270 | chunk 7 | prompt_tokens=557, candidates_tokens=76, total_tokens=633
2025-11-21T00:46:21.511667 | sports_talk_shows_270 | chunk 8 | prompt_tokens=1057, candidates_tokens=102, total_tokens=1159
2025-11-21T00:46:23.334424 | sports_talk_shows_327 | chunk 11 | prompt_tokens=1407, candidates_tokens=135, total_tokens=1542
2025-11-21T00:46:28.140383 | sports_talk_shows_270 | chunk 9 | prompt_tokens=1107, candidates_tokens=171, total_tokens=1278
2025-11-21T00:46:28.936024 | sports_talk_shows_327 | chunk 12 | prompt_tokens=982, candidates_tokens=63, total_tokens=1045
2025-11-21T00:46:35.993028 | sports_talk_shows_270 | chunk 10 | prompt_tokens=1282, candidates_tokens=126, total_tokens=1408
2025-11-21T00:46:36.456004 | sports_talk_shows_327 | chunk 13 | prompt_tokens=1357, candidates_tokens=136, total_tokens=1493
2025-11-21T00:46:40.612368 | sports_talk_shows_270 | chunk 11 | prompt_tokens=757, candidates_tokens=120, total_tokens=877
2025-11-21T00:46:43.144787 | sports_talk_shows_140 | chunk 0 | prompt_tokens=1357, candidates_tokens=137, total_tokens=1494
2025-11-21T00:46:43.941531 | sports_talk_shows_270 | chunk 12 | prompt_tokens=632, candidates_tokens=99, total_tokens=731
2025-11-21T00:46:48.082469 | sports_talk_shows_270 | chunk 13 | prompt_tokens=1132, candidates_tokens=169, total_tokens=1301
2025-11-21T00:46:54.496759 | sports_talk_shows_140 | chunk 1 | prompt_tokens=1807, candidates_tokens=167, total_tokens=1974
2025-11-21T00:46:54.877839 | sports_talk_shows_270 | chunk 14 | prompt_tokens=1282, candidates_tokens=137, total_tokens=1419
2025-11-21T00:47:09.255274 | sports_talk_shows_270 | chunk 15 | prompt_tokens=1182, candidates_tokens=157, total_tokens=1339
2025-11-21T00:47:10.904351 | sports_talk_shows_140 | chunk 2 | prompt_tokens=2007, candidates_tokens=104, total_tokens=2111
2025-11-21T00:47:16.306885 | sports_talk_shows_140 | chunk 3 | prompt_tokens=657, candidates_tokens=39, total_tokens=696
2025-11-21T00:47:18.140609 | sports_talk_shows_270 | chunk 16 | prompt_tokens=1682, candidates_tokens=168, total_tokens=1850
2025-11-21T00:47:20.480373 | sports_talk_shows_140 | chunk 4 | prompt_tokens=657, candidates_tokens=57, total_tokens=714
2025-11-21T00:47:24.224632 | sports_talk_shows_317 | chunk 0 | prompt_tokens=1607, candidates_tokens=201, total_tokens=1808
2025-11-21T00:47:25.168608 | sports_talk_shows_140 | chunk 5 | prompt_tokens=807, candidates_tokens=78, total_tokens=885
2025-11-21T00:47:29.821935 | sports_talk_shows_317 | chunk 1 | prompt_tokens=782, candidates_tokens=91, total_tokens=873
2025-11-21T00:47:34.087235 | sports_talk_shows_140 | chunk 6 | prompt_tokens=1057, candidates_tokens=107, total_tokens=1164
2025-11-21T00:47:36.948402 | sports_talk_shows_317 | chunk 2 | prompt_tokens=807, candidates_tokens=112, total_tokens=919
2025-11-21T00:47:38.541132 | sports_talk_shows_140 | chunk 7 | prompt_tokens=1382, candidates_tokens=92, total_tokens=1474
2025-11-21T00:47:40.810477 | sports_talk_shows_317 | chunk 3 | prompt_tokens=682, candidates_tokens=101, total_tokens=783
2025-11-21T00:47:43.983443 | sports_talk_shows_140 | chunk 8 | prompt_tokens=607, candidates_tokens=62, total_tokens=669
2025-11-21T00:47:47.858217 | sports_talk_shows_140 | chunk 9 | prompt_tokens=932, candidates_tokens=114, total_tokens=1046
2025-11-21T00:47:53.001627 | sports_talk_shows_140 | chunk 10 | prompt_tokens=1282, candidates_tokens=132, total_tokens=1414
2025-11-21T00:48:01.298468 | sports_talk_shows_140 | chunk 11 | prompt_tokens=982, candidates_tokens=103, total_tokens=1085
2025-11-21T00:48:01.383032 | sports_talk_shows_317 | chunk 4 | prompt_tokens=2207, candidates_tokens=127, total_tokens=2334
2025-11-21T00:48:08.207583 | sports_talk_shows_140 | chunk 12 | prompt_tokens=932, candidates_tokens=63, total_tokens=995
2025-11-21T00:48:14.321265 | sports_talk_shows_317 | chunk 5 | prompt_tokens=1057, candidates_tokens=194, total_tokens=1251
2025-11-21T00:48:19.837096 | sports_talk_shows_140 | chunk 13 | prompt_tokens=1207, candidates_tokens=108, total_tokens=1315
2025-11-21T00:48:20.745224 | sports_talk_shows_317 | chunk 6 | prompt_tokens=907, candidates_tokens=79, total_tokens=986
2025-11-21T00:48:29.993188 | sports_talk_shows_140 | chunk 14 | prompt_tokens=1107, candidates_tokens=117, total_tokens=1224
2025-11-21T00:48:34.928053 | sports_talk_shows_317 | chunk 7 | prompt_tokens=1632, candidates_tokens=196, total_tokens=1828
2025-11-21T00:48:34.931068 | sports_talk_shows_172 | chunk 0 | prompt_tokens=682, candidates_tokens=51, total_tokens=733
2025-11-21T00:48:41.001569 | sports_talk_shows_172 | chunk 1 | prompt_tokens=732, candidates_tokens=63, total_tokens=795
2025-11-21T00:48:44.757757 | sports_talk_shows_317 | chunk 8 | prompt_tokens=1782, candidates_tokens=168, total_tokens=1950
2025-11-21T00:48:47.172536 | sports_talk_shows_172 | chunk 2 | prompt_tokens=1257, candidates_tokens=69, total_tokens=1326
2025-11-21T00:48:49.313360 | sports_talk_shows_317 | chunk 9 | prompt_tokens=457, candidates_tokens=80, total_tokens=537
2025-11-21T00:48:53.083802 | sports_talk_shows_172 | chunk 3 | prompt_tokens=607, candidates_tokens=126, total_tokens=733
2025-11-21T00:48:53.837148 | sports_talk_shows_317 | chunk 10 | prompt_tokens=532, candidates_tokens=65, total_tokens=597
2025-11-21T00:48:59.345016 | sports_talk_shows_172 | chunk 4 | prompt_tokens=657, candidates_tokens=69, total_tokens=726
2025-11-21T00:49:05.639067 | sports_talk_shows_317 | chunk 11 | prompt_tokens=1307, candidates_tokens=231, total_tokens=1538
2025-11-21T00:49:06.727671 | sports_talk_shows_172 | chunk 5 | prompt_tokens=957, candidates_tokens=71, total_tokens=1028
2025-11-21T00:49:18.488697 | sports_talk_shows_317 | chunk 12 | prompt_tokens=1007, candidates_tokens=119, total_tokens=1126
2025-11-21T00:49:20.780133 | sports_talk_shows_172 | chunk 6 | prompt_tokens=1007, candidates_tokens=66, total_tokens=1073
2025-11-21T00:49:27.294114 | sports_talk_shows_172 | chunk 7 | prompt_tokens=657, candidates_tokens=45, total_tokens=702
2025-11-21T00:49:28.873181 | sports_talk_shows_317 | chunk 13 | prompt_tokens=1407, candidates_tokens=182, total_tokens=1589
2025-11-21T00:49:31.258481 | sports_talk_shows_172 | chunk 8 | prompt_tokens=357, candidates_tokens=68, total_tokens=425
2025-11-21T00:49:34.853696 | sports_talk_shows_317 | chunk 14 | prompt_tokens=607, candidates_tokens=91, total_tokens=698
2025-11-21T00:49:37.164610 | sports_talk_shows_172 | chunk 9 | prompt_tokens=632, candidates_tokens=84, total_tokens=716
2025-11-21T00:49:42.763724 | sports_talk_shows_317 | chunk 15 | prompt_tokens=1057, candidates_tokens=89, total_tokens=1146
2025-11-21T00:49:46.918134 | sports_talk_shows_172 | chunk 10 | prompt_tokens=1482, candidates_tokens=136, total_tokens=1618
2025-11-21T00:49:50.113811 | sports_talk_shows_290 | chunk 0 | prompt_tokens=1032, candidates_tokens=80, total_tokens=1112
2025-11-21T00:49:52.035542 | sports_talk_shows_172 | chunk 11 | prompt_tokens=732, candidates_tokens=73, total_tokens=805
2025-11-21T00:49:54.211260 | sports_talk_shows_290 | chunk 1 | prompt_tokens=582, candidates_tokens=72, total_tokens=654
2025-11-21T00:49:59.410929 | sports_talk_shows_172 | chunk 12 | prompt_tokens=932, candidates_tokens=110, total_tokens=1042
2025-11-21T00:50:00.005014 | sports_talk_shows_290 | chunk 2 | prompt_tokens=582, candidates_tokens=78, total_tokens=660
2025-11-21T00:50:12.931364 | sports_talk_shows_172 | chunk 13 | prompt_tokens=1607, candidates_tokens=71, total_tokens=1678
2025-11-21T00:50:18.043774 | sports_talk_shows_290 | chunk 3 | prompt_tokens=1057, candidates_tokens=140, total_tokens=1197
2025-11-21T00:50:24.156910 | sports_talk_shows_172 | chunk 14 | prompt_tokens=807, candidates_tokens=134, total_tokens=941
2025-11-21T00:50:25.854591 | sports_talk_shows_290 | chunk 4 | prompt_tokens=1007, candidates_tokens=63, total_tokens=1070
2025-11-21T00:50:30.065888 | sports_talk_shows_290 | chunk 5 | prompt_tokens=532, candidates_tokens=82, total_tokens=614
2025-11-21T00:50:31.153790 | sports_talk_shows_172 | chunk 15 | prompt_tokens=1007, candidates_tokens=115, total_tokens=1122
2025-11-21T00:50:39.057081 | sports_talk_shows_172 | chunk 16 | prompt_tokens=857, candidates_tokens=76, total_tokens=933
2025-11-21T00:50:43.882343 | sports_talk_shows_290 | chunk 6 | prompt_tokens=1832, candidates_tokens=133, total_tokens=1965
2025-11-21T00:50:45.174082 | sports_talk_shows_7 | chunk 0 | prompt_tokens=657, candidates_tokens=68, total_tokens=725
2025-11-21T00:50:51.378047 | sports_talk_shows_7 | chunk 1 | prompt_tokens=1382, candidates_tokens=129, total_tokens=1511
2025-11-21T00:50:51.429731 | sports_talk_shows_290 | chunk 7 | prompt_tokens=1557, candidates_tokens=90, total_tokens=1647
2025-11-21T00:51:00.685806 | sports_talk_shows_290 | chunk 8 | prompt_tokens=732, candidates_tokens=75, total_tokens=807
2025-11-21T00:51:08.275596 | sports_talk_shows_7 | chunk 2 | prompt_tokens=1232, candidates_tokens=125, total_tokens=1357
2025-11-21T00:51:16.726471 | sports_talk_shows_7 | chunk 3 | prompt_tokens=607, candidates_tokens=66, total_tokens=673
2025-11-21T00:51:17.050997 | sports_talk_shows_290 | chunk 9 | prompt_tokens=1507, candidates_tokens=296, total_tokens=1803
2025-11-21T00:51:21.904698 | sports_talk_shows_7 | chunk 4 | prompt_tokens=682, candidates_tokens=51, total_tokens=733
2025-11-21T00:51:25.380256 | sports_talk_shows_290 | chunk 10 | prompt_tokens=1532, candidates_tokens=106, total_tokens=1638
2025-11-21T00:51:26.637853 | sports_talk_shows_7 | chunk 5 | prompt_tokens=707, candidates_tokens=63, total_tokens=770
2025-11-21T00:51:30.937773 | sports_talk_shows_7 | chunk 6 | prompt_tokens=1157, candidates_tokens=117, total_tokens=1274
2025-11-21T00:51:32.267100 | sports_talk_shows_290 | chunk 11 | prompt_tokens=982, candidates_tokens=151, total_tokens=1133
2025-11-21T00:51:34.743067 | sports_talk_shows_7 | chunk 7 | prompt_tokens=332, candidates_tokens=67, total_tokens=399
2025-11-21T00:51:43.411485 | sports_talk_shows_290 | chunk 12 | prompt_tokens=1257, candidates_tokens=72, total_tokens=1329
2025-11-21T00:51:45.186518 | sports_talk_shows_7 | chunk 8 | prompt_tokens=1807, candidates_tokens=81, total_tokens=1888
2025-11-21T00:51:47.201405 | sports_talk_shows_290 | chunk 13 | prompt_tokens=482, candidates_tokens=113, total_tokens=595
2025-11-21T00:51:48.710436 | sports_talk_shows_7 | chunk 9 | prompt_tokens=657, candidates_tokens=59, total_tokens=716
2025-11-21T00:51:58.886636 | sports_talk_shows_290 | chunk 14 | prompt_tokens=1132, candidates_tokens=184, total_tokens=1316
2025-11-21T00:52:02.513723 | sports_talk_shows_290 | chunk 15 | prompt_tokens=382, candidates_tokens=77, total_tokens=459
2025-11-21T00:52:04.853959 | sports_talk_shows_7 | chunk 10 | prompt_tokens=2007, candidates_tokens=158, total_tokens=2165
2025-11-21T00:52:10.333300 | sports_talk_shows_290 | chunk 16 | prompt_tokens=1607, candidates_tokens=220, total_tokens=1827
2025-11-21T00:52:11.661643 | sports_talk_shows_7 | chunk 11 | prompt_tokens=632, candidates_tokens=81, total_tokens=713
2025-11-21T00:52:14.842968 | sports_talk_shows_202 | chunk 0 | prompt_tokens=557, candidates_tokens=78, total_tokens=635
2025-11-21T00:52:20.144230 | sports_talk_shows_202 | chunk 1 | prompt_tokens=1632, candidates_tokens=94, total_tokens=1726
2025-11-21T00:52:20.346560 | sports_talk_shows_7 | chunk 12 | prompt_tokens=1132, candidates_tokens=92, total_tokens=1224
2025-11-21T00:52:25.722028 | sports_talk_shows_7 | chunk 13 | prompt_tokens=1332, candidates_tokens=99, total_tokens=1431
2025-11-21T00:52:32.674623 | sports_talk_shows_202 | chunk 2 | prompt_tokens=2357, candidates_tokens=108, total_tokens=2465
2025-11-21T00:52:34.152955 | sports_talk_shows_7 | chunk 14 | prompt_tokens=1457, candidates_tokens=99, total_tokens=1556
2025-11-21T00:52:40.579321 | sports_talk_shows_202 | chunk 3 | prompt_tokens=857, candidates_tokens=68, total_tokens=925
2025-11-21T00:52:46.629784 | sports_talk_shows_7 | chunk 15 | prompt_tokens=1532, candidates_tokens=79, total_tokens=1611
2025-11-21T00:52:49.023857 | sports_talk_shows_202 | chunk 4 | prompt_tokens=832, candidates_tokens=64, total_tokens=896
2025-11-21T00:52:54.543496 | sports_talk_shows_371 | chunk 0 | prompt_tokens=1607, candidates_tokens=85, total_tokens=1692
2025-11-21T00:53:01.105704 | sports_talk_shows_371 | chunk 1 | prompt_tokens=857, candidates_tokens=63, total_tokens=920
2025-11-21T00:53:01.685600 | sports_talk_shows_202 | chunk 5 | prompt_tokens=1707, candidates_tokens=72, total_tokens=1779
2025-11-21T00:53:05.836376 | sports_talk_shows_202 | chunk 6 | prompt_tokens=657, candidates_tokens=64, total_tokens=721
2025-11-21T00:53:07.013952 | sports_talk_shows_371 | chunk 2 | prompt_tokens=957, candidates_tokens=73, total_tokens=1030
2025-11-21T00:53:10.648361 | sports_talk_shows_202 | chunk 7 | prompt_tokens=532, candidates_tokens=66, total_tokens=598
2025-11-21T00:53:10.978059 | sports_talk_shows_371 | chunk 3 | prompt_tokens=557, candidates_tokens=60, total_tokens=617
2025-11-21T00:53:21.006832 | sports_talk_shows_371 | chunk 4 | prompt_tokens=682, candidates_tokens=107, total_tokens=789
2025-11-21T00:53:24.042113 | sports_talk_shows_202 | chunk 8 | prompt_tokens=1682, candidates_tokens=111, total_tokens=1793
2025-11-21T00:53:26.698363 | sports_talk_shows_371 | chunk 5 | prompt_tokens=557, candidates_tokens=103, total_tokens=660
2025-11-21T00:53:40.657565 | sports_talk_shows_371 | chunk 6 | prompt_tokens=932, candidates_tokens=103, total_tokens=1035
2025-11-21T00:53:45.604332 | sports_talk_shows_202 | chunk 9 | prompt_tokens=2332, candidates_tokens=136, total_tokens=2468
2025-11-21T00:53:48.795070 | sports_talk_shows_371 | chunk 7 | prompt_tokens=1182, candidates_tokens=105, total_tokens=1287
2025-11-21T00:53:52.593266 | sports_talk_shows_371 | chunk 8 | prompt_tokens=282, candidates_tokens=47, total_tokens=329
2025-11-21T00:54:01.545997 | sports_talk_shows_202 | chunk 10 | prompt_tokens=1282, candidates_tokens=121, total_tokens=1403
2025-11-21T00:54:10.820217 | sports_talk_shows_371 | chunk 9 | prompt_tokens=1782, candidates_tokens=178, total_tokens=1960
2025-11-21T00:54:12.536371 | sports_talk_shows_88 | chunk 0 | prompt_tokens=1207, candidates_tokens=167, total_tokens=1374
2025-11-21T00:54:20.232932 | sports_talk_shows_371 | chunk 10 | prompt_tokens=2332, candidates_tokens=243, total_tokens=2575
2025-11-21T00:54:26.891149 | sports_talk_shows_88 | chunk 1 | prompt_tokens=2332, candidates_tokens=178, total_tokens=2510
2025-11-21T00:54:27.440979 | sports_talk_shows_371 | chunk 11 | prompt_tokens=1357, candidates_tokens=191, total_tokens=1548
2025-11-21T00:54:33.197473 | sports_talk_shows_88 | chunk 2 | prompt_tokens=532, candidates_tokens=91, total_tokens=623
2025-11-21T00:54:36.933217 | sports_talk_shows_371 | chunk 12 | prompt_tokens=607, candidates_tokens=80, total_tokens=687
2025-11-21T00:54:39.889414 | sports_talk_shows_88 | chunk 3 | prompt_tokens=457, candidates_tokens=71, total_tokens=528
2025-11-21T00:54:49.173070 | sports_talk_shows_371 | chunk 13 | prompt_tokens=1882, candidates_tokens=136, total_tokens=2018
2025-11-21T00:54:49.847861 | sports_talk_shows_88 | chunk 4 | prompt_tokens=1532, candidates_tokens=157, total_tokens=1689
2025-11-21T00:54:56.697010 | sports_talk_shows_88 | chunk 5 | prompt_tokens=807, candidates_tokens=128, total_tokens=935
2025-11-21T00:54:57.387810 | sports_talk_shows_371 | chunk 14 | prompt_tokens=782, candidates_tokens=97, total_tokens=879
2025-11-21T00:55:03.313713 | sports_talk_shows_371 | chunk 15 | prompt_tokens=882, candidates_tokens=92, total_tokens=974
2025-11-21T00:55:14.711129 | sports_talk_shows_88 | chunk 6 | prompt_tokens=1907, candidates_tokens=121, total_tokens=2028
2025-11-21T00:55:21.555208 | sports_talk_shows_37 | chunk 0 | prompt_tokens=1732, candidates_tokens=154, total_tokens=1886
2025-11-21T00:55:33.863387 | sports_talk_shows_88 | chunk 7 | prompt_tokens=2357, candidates_tokens=174, total_tokens=2531
2025-11-21T00:55:42.275865 | sports_talk_shows_37 | chunk 1 | prompt_tokens=1432, candidates_tokens=135, total_tokens=1567
2025-11-21T00:55:47.499559 | sports_talk_shows_88 | chunk 8 | prompt_tokens=882, candidates_tokens=137, total_tokens=1019
2025-11-21T00:55:54.537713 | sports_talk_shows_37 | chunk 2 | prompt_tokens=1407, candidates_tokens=95, total_tokens=1502
2025-11-21T00:55:57.236046 | sports_talk_shows_88 | chunk 9 | prompt_tokens=982, candidates_tokens=173, total_tokens=1155
2025-11-21T00:56:06.670991 | sports_talk_shows_88 | chunk 10 | prompt_tokens=557, candidates_tokens=97, total_tokens=654
2025-11-21T00:56:10.635451 | sports_talk_shows_37 | chunk 3 | prompt_tokens=1507, candidates_tokens=135, total_tokens=1642
2025-11-21T00:56:11.618231 | sports_talk_shows_88 | chunk 11 | prompt_tokens=457, candidates_tokens=53, total_tokens=510
2025-11-21T00:56:19.105452 | sports_talk_shows_37 | chunk 4 | prompt_tokens=1807, candidates_tokens=155, total_tokens=1962
2025-11-21T00:56:24.304503 | sports_talk_shows_88 | chunk 12 | prompt_tokens=1857, candidates_tokens=115, total_tokens=1972
2025-11-21T00:56:31.943352 | sports_talk_shows_37 | chunk 0 | prompt_tokens=1732, candidates_tokens=133, total_tokens=1865
2025-11-21T00:56:33.578909 | sports_talk_shows_37 | chunk 5 | prompt_tokens=1707, candidates_tokens=78, total_tokens=1785
2025-11-21T00:56:39.586528 | sports_talk_shows_37 | chunk 6 | prompt_tokens=1232, candidates_tokens=97, total_tokens=1329
2025-11-21T00:56:43.491371 | sports_talk_shows_37 | chunk 1 | prompt_tokens=1432, candidates_tokens=87, total_tokens=1519
2025-11-21T00:56:46.843681 | sports_talk_shows_37 | chunk 7 | prompt_tokens=957, candidates_tokens=87, total_tokens=1044
2025-11-21T00:56:51.235618 | sports_talk_shows_37 | chunk 8 | prompt_tokens=807, candidates_tokens=125, total_tokens=932
2025-11-21T00:56:58.494137 | sports_talk_shows_37 | chunk 9 | prompt_tokens=1582, candidates_tokens=79, total_tokens=1661
2025-11-21T00:57:04.899186 | sports_talk_shows_37 | chunk 10 | prompt_tokens=1082, candidates_tokens=101, total_tokens=1183
2025-11-21T00:57:12.019046 | sports_talk_shows_366 | chunk 0 | prompt_tokens=2357, candidates_tokens=224, total_tokens=2581
2025-11-21T00:57:34.376393 | sports_talk_shows_366 | chunk 1 | prompt_tokens=1107, candidates_tokens=129, total_tokens=1236
2025-11-21T00:57:38.777017 | sports_talk_shows_366 | chunk 2 | prompt_tokens=507, candidates_tokens=72, total_tokens=579
2025-11-21T00:57:43.370995 | sports_talk_shows_366 | chunk 3 | prompt_tokens=707, candidates_tokens=86, total_tokens=793
2025-11-21T00:57:45.072812 | sports_talk_shows_37 | chunk 2 | prompt_tokens=1407, candidates_tokens=85, total_tokens=1492
2025-11-21T00:57:52.216410 | sports_talk_shows_366 | chunk 4 | prompt_tokens=1682, candidates_tokens=111, total_tokens=1793
2025-11-21T00:57:54.736550 | sports_talk_shows_37 | chunk 3 | prompt_tokens=1507, candidates_tokens=170, total_tokens=1677
2025-11-21T00:57:55.970437 | sports_talk_shows_366 | chunk 5 | prompt_tokens=782, candidates_tokens=63, total_tokens=845
2025-11-21T00:58:02.321400 | sports_talk_shows_366 | chunk 6 | prompt_tokens=557, candidates_tokens=74, total_tokens=631
2025-11-21T00:58:08.684500 | sports_talk_shows_37 | chunk 4 | prompt_tokens=1807, candidates_tokens=124, total_tokens=1931
2025-11-21T00:58:15.075549 | sports_talk_shows_37 | chunk 5 | prompt_tokens=1707, candidates_tokens=103, total_tokens=1810
2025-11-21T00:58:21.024597 | sports_talk_shows_37 | chunk 6 | prompt_tokens=1232, candidates_tokens=109, total_tokens=1341
2025-11-21T00:58:26.410044 | sports_talk_shows_37 | chunk 7 | prompt_tokens=957, candidates_tokens=63, total_tokens=1020
2025-11-21T00:58:32.488544 | sports_talk_shows_37 | chunk 8 | prompt_tokens=807, candidates_tokens=89, total_tokens=896
2025-11-21T00:58:41.330292 | sports_talk_shows_37 | chunk 9 | prompt_tokens=1582, candidates_tokens=121, total_tokens=1703
2025-11-21T00:58:48.429766 | sports_talk_shows_37 | chunk 10 | prompt_tokens=1082, candidates_tokens=112, total_tokens=1194
2025-11-21T00:58:54.495037 | sports_talk_shows_354 | chunk 0 | prompt_tokens=1332, candidates_tokens=112, total_tokens=1444
2025-11-21T00:59:01.141720 | sports_talk_shows_354 | chunk 1 | prompt_tokens=807, candidates_tokens=76, total_tokens=883
2025-11-21T00:59:16.522259 | sports_talk_shows_354 | chunk 2 | prompt_tokens=2307, candidates_tokens=377, total_tokens=2684
2025-11-21T00:59:21.704915 | sports_talk_shows_354 | chunk 3 | prompt_tokens=582, candidates_tokens=129, total_tokens=711
2025-11-21T00:59:27.567045 | sports_talk_shows_354 | chunk 4 | prompt_tokens=1282, candidates_tokens=142, total_tokens=1424
2025-11-21T00:59:35.106028 | sports_talk_shows_354 | chunk 5 | prompt_tokens=807, candidates_tokens=113, total_tokens=920
2025-11-21T00:59:45.009046 | sports_talk_shows_354 | chunk 6 | prompt_tokens=1682, candidates_tokens=105, total_tokens=1787
2025-11-21T00:59:55.309376 | sports_talk_shows_354 | chunk 7 | prompt_tokens=1757, candidates_tokens=189, total_tokens=1946
